id,paragraph_1,kg_1,paragraph_2,kg_2
174,"put an end to , make invalid a process that 's already begun","[[""process"", ""already_begun"", ""True""], [""process"", ""made_invalid_by"", ""put_an_end_to""]]",make invalid for use .,"[[""something"", ""made_invalid_for"", ""use""]]"
175,none of this absolves rich countries of their responsibility to help .,"[[""rich_countries"", ""responsible_for"", ""helping""], [""rich_countries"", ""have_responsibility_to"", ""help""]]","that does not , however , the rich countries of their obligation to help .","[[""rich_countries"", ""have_obligation_to"", ""help""], [""rich_countries"", ""obligated_to"", ""help""]]"
176,a boy is pushing a van .,"[[""boy"", ""pushing"", ""van""]]",a person is slicing a tomato .,"[[""person"", ""slicing"", ""tomato""]]"
177,physical matter left behind after a removal process,"[[""physical_matter"", ""left_behind_after"", ""removal_process""]]",matter that remains after something has been removed .,"[[""matter"", ""remains_after"", ""something""], [""something"", ""has_been"", ""removed""]]"
178,a woman is taking a picture .,"[[""woman"", ""taking"", ""picture""]]",a man is playing a guitar .,"[[""man"", ""playing"", ""guitar""]]"
179,a man is slicing a tomato .,"[[""man"", ""slicing"", ""tomato""]]",a man is riding a horse .,"[[""man"", ""riding"", ""horse""]]"
180,the man is putting chicken into the container .,"[[""man"", ""putting"", ""chicken""], [""chicken"", ""into"", ""container""], [""man"", ""interacting_with"", ""container""]]",a man is putting foods in a box .,"[[""man"", ""putting"", ""foods""], [""foods"", ""into"", ""box""], [""man"", ""interacting_with"", ""box""]]"
181,a man is running on the road .,"[[""man"", ""running_on"", ""road""]]",a panda dog is running on the road .,"[[""panda_dog"", ""running_on"", ""road""]]"
182,two men are fighting .,"[[""man1"", ""fighting_with"", ""man2""]]",the man is exercising .,"[[""man"", ""is_exercising"", ""True""]]"
183,a rat like creature is smelling around .,"[[""rat_like_creature"", ""is_smelling"", ""around""]]",an animal is walking on the ground .,"[[""animal"", ""is_walking_on"", ""ground""]]"
184,a woman is cutting up a chicken .,"[[""woman"", ""cutting"", ""chicken""]]",a woman is slicing meat .,"[[""woman"", ""slicing"", ""meat""]]"
185,"terri schiavo , 39 , is expected to die sometime in the next two weeks in the tampa-area hospice where she has spent the past several years .","[[""Terri_Schiavo"", ""age"", ""39""], [""Terri_Schiavo"", ""expected_to_die_in"", ""two_weeks""], [""Terri_Schiavo"", ""staying_at"", ""Tampa-area_hospice""], [""Terri_Schiavo"", ""spent_time_at"", ""Tampa-area_hospice""], [""Tampa-area_hospice"", ""located_in"", ""Tampa""]]","terri schiavo , 39 , underwent the procedure at the tampa bay area hospice where she has been living for several years , said her father , bob schindler .","[[""Terri_Schiavo"", ""age"", ""39""], [""Terri_Schiavo"", ""underwent_procedure_at"", ""Tampa_Bay_Area_hospice""], [""Terri_Schiavo"", ""lives_at"", ""Tampa_Bay_Area_hospice""], [""Tampa_Bay_Area_hospice"", ""located_in"", ""Tampa""], [""Terri_Schiavo"", ""father"", ""Bob_Schindler""]]"
187,iraq 's future depends directly on the fate of iraqi oil production .,"[[""Iraq"", ""future_depends_on"", ""Iraqi_oil_production""]]",the future of iraq is related to the oil production of the country .,"[[""Iraq"", ""future_related_to"", ""Iraq_oil_production""]]"
188,"but from the american point of view , the international role of the dollar was a trap .","[[""American"", ""has_perspective"", ""international_role_of_dollar""], [""international_role_of_dollar"", ""perceived_as"", ""trap""]]","but from the american view , the international role of the dollar was a trap .","[[""American"", ""has_view"", ""international_role_of_dollar""], [""international_role_of_dollar"", ""perceived_as"", ""trap""]]"
189,the military officer barked at the recruits .,"[[""military_officer"", ""barked_at"", ""recruits""]]",an officer is talking to recruits .,"[[""officer"", ""talking_to"", ""recruits""]]"
190,"since being drafted into service in 1971 , it has racked up a record 45 accidents , with 393 deaths .","[[""it"", ""drafted_in"", ""1971""], [""it"", ""number_of_accidents"", ""45""], [""it"", ""number_of_deaths"", ""393""]]","it has a chequered safety record , including 47 accidents that resulted in 668 deaths .","[[""it"", ""safety_record"", ""chequered""], [""it"", ""number_of_accidents"", ""47""], [""it"", ""number_of_deaths"", ""668""]]"
191,"an indication or manifestation of something , often physical","[[""indication"", ""is"", ""manifestation""], [""indication"", ""of"", ""something""], [""something"", ""can_be"", ""physical""]]",an indication of damage .,"[[""indication"", ""of"", ""damage""]]"
192,""" i ´ m very proud of the citizens of this state , "" gov. john baldacci said after votes from tuesday ´ s referendum were counted .","[[""Gov._John_Baldacci"", ""said"", ""proud_statement""], [""Gov._John_Baldacci"", ""proud_of"", ""citizens_of_state""], [""citizens_of_state"", ""part_of"", ""state""], [""votes"", ""from"", ""Tuesday""], [""referendum"", ""held_on"", ""Tuesday""]]",""" i 'm very proud of the citizens of this state , "" said gov. john baldacci , a casino foe .","[[""Gov._John_Baldacci"", ""said"", ""proud_statement""], [""Gov._John_Baldacci"", ""proud_of"", ""citizens_of_state""], [""Gov._John_Baldacci"", ""opponent_of"", ""casino""], [""citizens_of_state"", ""part_of"", ""state""]]"
193,a woman is riding on a horse .,"[[""woman"", ""riding_on"", ""horse""]]",a man is turning over tables in anger .,"[[""man"", ""turning_over"", ""tables""], [""man"", ""feeling"", ""anger""]]"
194,a boy is checking a calender .,"[[""boy"", ""checking"", ""calendar""]]",a boy is looking at a calendar .,"[[""boy"", ""looking_at"", ""calendar""]]"
195,a man is climbing a rope .,"[[""man"", ""climbing"", ""rope""]]",a man climbs a rope .,"[[""man"", ""climbs"", ""rope""]]"
196,take someone 's soul into heaven,"[[""someone"", ""has"", ""soul""], [""soul"", ""taken_into"", ""heaven""]]",take up someone 's soul into heaven .,"[[""someone"", ""has"", ""soul""], [""soul"", ""taken_into"", ""heaven""]]"
197,microsoft fell 5 percent before the open to $ 27.45 from thursday 's close of $ 28.91 .,"[[""Microsoft"", ""fell"", ""5_percent""], [""Microsoft"", ""price_before_open"", ""$_27.45""], [""Microsoft"", ""previous_close"", ""$_28.91""], [""Thursday"", ""close"", ""$_28.91""], [""Microsoft"", ""price_change"", ""5_percent""]]",shares in microsoft slipped 4.7 percent in after-hours trade to $ 27.54 from a nasdaq close of $ 28.91 .,"[[""Microsoft"", ""slipped"", ""4.7_percent""], [""Microsoft"", ""price_in_after_hours_trade"", ""$_27.54""], [""Microsoft"", ""previous_nasdaq_close"", ""$_28.91""], [""Nasdaq"", ""close"", ""$_28.91""], [""Microsoft"", ""price_change"", ""4.7_percent""]]"
198,a kid plays with a toy phone .,"[[""kid"", ""plays_with"", ""toy_phone""]]",a little boy plays with a toy phone .,"[[""little_boy"", ""plays_with"", ""toy_phone""]]"
199,a feeling or state of extreme anger .,"[[""feeling_or_state"", ""described_as"", ""extreme_anger""]]",a state of extreme anger .,"[[""state"", ""described_as"", ""extreme_anger""]]"
200,"egyptologists cast doubt tuesday on an expedition 's claim that it may have found the mummy of queen nefertiti , one of the best-known ancient egyptians .","[[""egyptologists"", ""cast_doubt_on"", ""expedition""], [""expedition"", ""claim"", ""mummy_of_queen_nefertiti""], [""mummy_of_queen_nefertiti"", ""belonged_to"", ""queen_nefertiti""], [""queen_nefertiti"", ""one_of"", ""best-known_ancient_egyptians""]]","egyptologists think they may have identified the long-sought mummy of queen nefertiti , one of the ancient world 's legendary beauties .","[[""egyptologists"", ""think"", ""identified_mummy""], [""identified_mummy"", ""of"", ""queen_nefertiti""], [""queen_nefertiti"", ""one_of"", ""ancient_world_legendary_beauties""]]"
201,make or become brighter or lighter,"[[""TEXT_1"", ""means"", ""make_or_become_brighter""], [""TEXT_1"", ""means"", ""make_or_become_lighter""], [""make_or_become_brighter"", ""synonym"", ""make_or_become_lighter""]]",make lighter or brighter .,"[[""TEXT_2"", ""means"", ""make_lighter""], [""TEXT_2"", ""means"", ""make_brighter""], [""make_lighter"", ""synonym"", ""make_brighter""]]"
202,"the agency will "" consider as timely any tax returns or payments due "" aug. 15 if they are submitted by aug. 22 .","[[""agency"", ""considers_timely"", ""tax_returns""], [""agency"", ""considers_timely"", ""payments""], [""tax_returns"", ""due_on"", ""Aug._15""], [""payments"", ""due_on"", ""Aug._15""], [""tax_returns"", ""submission_deadline"", ""Aug._22""], [""payments"", ""submission_deadline"", ""Aug._22""]]",the agency said it would consider as timely any tax returns or payments due from friday through aug. 22 if they are completed by aug. 22 .,"[[""agency"", ""considers_timely"", ""tax_returns""], [""agency"", ""considers_timely"", ""payments""], [""tax_returns"", ""due_between"", ""Friday""], [""tax_returns"", ""due_between"", ""Aug._22""], [""payments"", ""due_between"", ""Friday""], [""payments"", ""due_between"", ""Aug._22""], [""tax_returns"", ""completion_deadline"", ""Aug._22""], [""payments"", ""completion_deadline"", ""Aug._22""]]"
203,""" i do not wish to be present during this witness , "" he told stanislaus county superior court judge al girolami .","[[""he"", ""told"", ""Stanislaus_County_Superior_Court_Judge_Al_Girolami""], [""he"", ""does_not_wish_to_be_present_during"", ""witness""]]",""" yes , i do not wish to be present during this witness , "" peterson , 31 , calmly told the judge as he was returned to his cell .","[[""Peterson"", ""told"", ""judge""], [""Peterson"", ""age"", ""31""], [""Peterson"", ""does_not_wish_to_be_present_during"", ""witness""], [""Peterson"", ""returned_to"", ""cell""]]"
204,lionel richie is dancing on the ceiling .,"[[""Lionel_Richie"", ""is_dancing_on"", ""the_ceiling""]]",lionel ritchie dances while standing on the ceiling .,"[[""Lionel_Ritchie"", ""dances_while_standing_on"", ""the_ceiling""]]"
205,"protect from heat , cold , or other detrimental conditions","[[""heat"", ""detrimental_to"", ""entity""], [""cold"", ""detrimental_to"", ""entity""], [""other_detrimental_conditions"", ""detrimental_to"", ""entity""], [""protection"", ""protects_against"", ""heat""], [""protection"", ""protects_against"", ""cold""], [""protection"", ""protects_against"", ""other_detrimental_conditions""]]",place or set apart .,"[[""entity"", ""placed"", ""apart""], [""entity"", ""set"", ""apart""]]"
206,the act of copying the actions of someone else .,"[[""act"", ""involves"", ""copying""], [""copying"", ""of"", ""actions""], [""actions"", ""performed_by"", ""someone_else""]]",a representation of a person that is exaggerated for comic effect .,"[[""representation"", ""of"", ""person""], [""person"", ""exaggerated_for"", ""comic_effect""], [""representation"", ""used_for"", ""comic_effect""]]"
207,a baby tiger is playing with a ball .,"[[""baby_tiger"", ""playing_with"", ""ball""]]",a baby is playing with a doll .,"[[""baby"", ""playing_with"", ""doll""]]"
208,"the standards are scarcely comparable , let alone transferable .","[[""standards"", ""comparable"", ""scarcely""], [""standards"", ""transferable"", ""not""]]",the standards are hardly comparable and still less transferable .,"[[""standards"", ""comparable"", ""hardly""], [""standards"", ""transferable"", ""less""]]"
209,a woman is peeling a potato .,"[[""woman"", ""peeling"", ""potato""]]",a man is slicing potato .,"[[""man"", ""slicing"", ""potato""]]"
210,it increases the power of the big countries at the expense of the small countries .,"[[""big_countries"", ""gain_power_at_expense_of"", ""small_countries""]]",that causes to increase the power of the large countries to the detriment of small .,"[[""large_countries"", ""gain_power_at_expense_of"", ""small_countries""]]"
211,a man is playing the piano .,"[[""man"", ""playing"", ""piano""]]",the man is playing the violin .,"[[""man"", ""playing"", ""violin""]]"
212,a man is playing a guitar .,"[[""man"", ""playing"", ""guitar""]]",a man is playing a flute .,"[[""man"", ""playing"", ""flute""]]"
213,that is the spirit in which the european constitution must be written .,"[[""European_Constitution"", ""must_be_written_in"", ""spirit""]]",that is the spirit in which must be drawn up the constitution .,"[[""Constitution"", ""must_be_drawn_up_in"", ""spirit""]]"
214,a man is cutting a fish .,"[[""man"", ""cutting"", ""fish""]]",a man guts a fish .,"[[""man"", ""guts"", ""fish""]]"
215,a woman is slicing meat with a knife .,"[[""woman"", ""using"", ""knife""], [""woman"", ""slicing"", ""meat""], [""knife"", ""used_for"", ""slicing_meat""]]",a man is spreading out dough .,"[[""man"", ""spreading"", ""dough""], [""man"", ""using"", ""dough""]]"
216,"the dow jones industrials climbed more than 140 points to above the 9,000 mark , the first time since december .","[[""Dow_Jones_Industrials"", ""climbed"", ""140_points""], [""Dow_Jones_Industrials"", ""above"", ""9,000_mark""], [""9,000_mark"", ""first_time_since"", ""December""]]","the dow jones industrials briefly surpassed the 9,000 mark for the first time since december . ""","[[""Dow_Jones_Industrials"", ""surpassed"", ""9,000_mark""], [""9,000_mark"", ""first_time_since"", ""December""]]"
217,"a long , thin implement , usually made of wood","[[""long_thin_implement"", ""made_of"", ""wood""]]",an implement consisting of a length of wood .,"[[""implement"", ""consisting_of"", ""length_of_wood""], [""length_of_wood"", ""made_of"", ""wood""]]"
218,the company claims it 's the largest single apple var xserve sale to date .,"[[""company"", ""claims"", ""largest_single_apple_var_xserve_sale""], [""largest_single_apple_var_xserve_sale"", ""occurred"", ""to_date""]]",the company claimed it is the largest sale of xserves by an apple retailer .,"[[""company"", ""claimed"", ""largest_sale_of_xserves""], [""largest_sale_of_xserves"", ""by"", ""apple_retailer""]]"
219,the day before today,"[[""yesterday"", ""before"", ""today""]]",the day immediately before today .,"[[""yesterday"", ""before"", ""today""]]"
220,"devote or adapt exclusively to an skill , study , or work","[[""one"", ""devote_to"", ""skill""], [""one"", ""devote_to"", ""study""], [""one"", ""devote_to"", ""work""], [""one"", ""adapt_to"", ""skill""], [""one"", ""adapt_to"", ""study""], [""one"", ""adapt_to"", ""work""]]",devote oneself to a special area of work .,"[[""one"", ""devote_to"", ""special_area_of_work""]]"
221,the lady stirred up raw eggs in the bowl .,"[[""lady"", ""stirred"", ""raw_eggs""], [""raw_eggs"", ""located_in"", ""bowl""], [""lady"", ""interacts_with"", ""bowl""]]",a woman is pouring eyes into a bowl .,"[[""woman"", ""pouring"", ""eyes""], [""eyes"", ""located_in"", ""bowl""], [""woman"", ""interacts_with"", ""bowl""]]"
222,"the finger next to the thumb , forefinger","[[""finger_next_to_thumb"", ""also_known_as"", ""forefinger""]]",the finger next to the thumb .,[]
223,"graham , a presidential candidate , was criticized by several republicans as ' ' politicizing ' ' the report .","[[""Graham"", ""criticized_by"", ""Republicans""], [""Graham"", ""occupation"", ""presidential_candidate""], [""Republicans"", ""accused"", ""Graham_of_politicizing_report""], [""Graham"", ""accused_of"", ""politicizing_report""]]","graham , who co-chaired the inquiry , is a presidential candidate .","[[""Graham"", ""co_chaired"", ""inquiry""], [""Graham"", ""occupation"", ""presidential_candidate""]]"
224,"authorities in ohio , indiana and michigan have searched for the bodies .","[[""authorities"", ""searched_in"", ""Ohio""], [""authorities"", ""searched_in"", ""Indiana""], [""authorities"", ""searched_in"", ""Michigan""]]","so far , authorities also have searched areas in pennsylvania , ohio , indiana , and michigan .","[[""authorities"", ""searched_in"", ""Pennsylvania""], [""authorities"", ""searched_in"", ""Ohio""], [""authorities"", ""searched_in"", ""Indiana""], [""authorities"", ""searched_in"", ""Michigan""]]"
225,the parents want her kept alive ; her husband says she never wanted to be kept alive artificially .,"[[""parents"", ""want"", ""her_kept_alive""], [""her_husband"", ""says"", ""she_never_wanted_artificial_life_support""], [""she"", ""never_wanted"", ""artificial_life_support""]]",michael schiavo has argued that his wife never wanted to be kept alive artificially .,"[[""Michael_Schiavo"", ""argued"", ""his_wife_never_wanted_artificial_life_support""], [""his_wife"", ""never_wanted"", ""artificial_life_support""], [""Michael_Schiavo"", ""is_husband_of"", ""his_wife""]]"
226,a man plays a guitar .,"[[""man"", ""plays"", ""guitar""]]",a man plays the piano .,"[[""man"", ""plays"", ""piano""]]"
227,a project or undertaking,"[[""project"", ""is_a"", ""undertaking""]]",earnest and conscientious activity intended to do or accomplish something .,"[[""activity"", ""is"", ""earnest""], [""activity"", ""is"", ""conscientious""], [""activity"", ""intended_to"", ""do_something""], [""activity"", ""intended_to"", ""accomplish_something""]]"
228,a woman is writing .,"[[""woman"", ""is_doing"", ""writing""]]",a woman is swimming .,"[[""woman"", ""is_doing"", ""swimming""]]"
229,impress or affect deeply ( emotionally ) .,[],impress or affect deeply .,[]
230,someone is mixing ingrediants .,"[[""someone"", ""mixing"", ""ingrediants""]]",someone is sewing things .,"[[""someone"", ""sewing"", ""things""]]"
231,work material with a tool,"[[""work"", ""material_with"", ""tool""]]",work with a tool .,"[[""work"", ""performed_with"", ""tool""]]"
232,van orden report ( a5-0241 / 2000 ),"[[""van_orden_report"", ""identified_by"", ""a5-0241_2000""]]",relation horse-trailer orden ( a5-0241 / 2000 ),"[[""relation_horse-trailer_orden"", ""identified_by"", ""a5-0241_2000""]]"
233,someone is holding a hedgehog .,"[[""someone"", ""holding"", ""hedgehog""]]",a onion is being sliced .,"[[""onion"", ""being_sliced"", ""True""]]"
234,"the blue-chip dow jones industrial average eased 44 points , or 0.47 percent , to 9,543 , after scoring five consecutive up sessions .","[[""Dow_Jones_Industrial_Average"", ""eased"", ""44_points""], [""Dow_Jones_Industrial_Average"", ""decreased_by_percent"", ""0.47_percent""], [""Dow_Jones_Industrial_Average"", ""ended_at"", ""9,543""], [""Dow_Jones_Industrial_Average"", ""had_consecutive_up_sessions"", ""5_sessions""]]","the dow jones industrial average .dji rose 18.25 points , or 0.19 percent , to 9,586.71 .","[[""Dow_Jones_Industrial_Average"", ""rose"", ""18.25_points""], [""Dow_Jones_Industrial_Average"", ""increased_by_percent"", ""0.19_percent""], [""Dow_Jones_Industrial_Average"", ""ended_at"", ""9,586.71""]]"
235,"he did , but the initiative did not get very far .","[[""he"", ""did_something"", ""initiative""], [""initiative"", ""did_not_get_far"", ""far""]]",what it has done without initiative go very far .,"[[""it"", ""done_something"", ""initiative""], [""initiative"", ""did_not_go"", ""far""]]"
236,"the priest , the rev. john f. johnston , 64 , of 35th avenue in jackson heights , was charged with aggravated harassment and criminal possession of a weapon .","[[""Rev._John_F._Johnston"", ""age"", ""64""], [""Rev._John_F._Johnston"", ""resides_on"", ""35th_Avenue""], [""Rev._John_F._Johnston"", ""resides_in"", ""Jackson_Heights""], [""Rev._John_F._Johnston"", ""charged_with"", ""aggravated_harassment""], [""Rev._John_F._Johnston"", ""charged_with"", ""criminal_possession_of_a_weapon""]]","the rev. john johnston , 64 , was charged with aggravated harassment in the phone call case and with criminal possession of a weapon , according to a police statement .","[[""Rev._John_Johnston"", ""age"", ""64""], [""Rev._John_Johnston"", ""charged_with"", ""aggravated_harassment""], [""Rev._John_Johnston"", ""charged_with"", ""criminal_possession_of_a_weapon""]]"
237,"but price declines have remained below 30 percent , year over year , for the last two quarters , said idc analyst john mcarthur .","[[""IDC"", ""has_analyst"", ""John_McArthur""], [""John_McArthur"", ""said"", ""price_declines_have_remained_below_30_percent""], [""price_declines"", ""have_remained_below"", ""30_percent""], [""price_declines"", ""measured"", ""year_over_year""], [""price_declines"", ""occurred_for"", ""last_two_quarters""]]",mcarthur told internetnews.com price declines have moderated and remained below 30 percent from the previous year for the last two quarters .,"[[""McArthur"", ""told"", ""InternetNews.com""], [""McArthur"", ""stated"", ""price_declines_have_moderated""], [""price_declines"", ""remained_below"", ""30_percent""], [""price_declines"", ""compared_to"", ""previous_year""], [""price_declines"", ""occurred_for"", ""last_two_quarters""]]"
238,let me remind you that our allies include fervent supporters of this tax .,"[[""our_allies"", ""include"", ""fervent_supporters""], [""fervent_supporters"", ""support"", ""this_tax""]]","i would remind you that our allies , devotees of this tax .","[[""our_allies"", ""are"", ""devotees""], [""devotees"", ""of"", ""this_tax""]]"
239,remove water from a substance .,"[[""substance"", ""has_water"", ""water""], [""water"", ""removed_from"", ""substance""]]",remove water from .,[]
240,express audibly ; utter sounds ( not necessarily words ) ; indicate .,"[[""express"", ""means"", ""audibly""], [""express"", ""means"", ""utter_sounds""], [""utter_sounds"", ""description"", ""not_necessarily_words""], [""express"", ""means"", ""indicate""]]",express audibly ; utter sounds ( not necessarily words ) .,"[[""express"", ""means"", ""audibly""], [""express"", ""means"", ""utter_sounds""], [""utter_sounds"", ""description"", ""not_necessarily_words""]]"
241,a ceremony marking admission into a religious community .,"[[""ceremony"", ""marks"", ""admission_into_religious_community""]]",a sacrament admitting a baptized person to full participation in the church .,"[[""sacrament"", ""admits"", ""baptized_person""], [""baptized_person"", ""gains"", ""full_participation_in_church""], [""sacrament"", ""grants"", ""full_participation_in_church""]]"
242,"limit , keep under control , deter , forbid","[[""limit"", ""synonym"", ""keep_under_control""], [""limit"", ""synonym"", ""deter""], [""limit"", ""synonym"", ""forbid""]]",to compel or deter by or as if by threats .,"[[""compel"", ""means"", ""threats""], [""deter"", ""means"", ""threats""]]"
243,( the discovery or exhibition of ) factual evidence that establishes the truth of something .,"[[""factual_evidence"", ""establishes"", ""truth_of_something""]]",a formal series of statements showing that if one thing is true something else necessarily follows from it .,"[[""formal_series_of_statements"", ""shows"", ""necessarily_follows_from_it""], [""one_thing"", ""implies"", ""something_else""]]"
244,five kittens are eating out of five dishes .,"[[""kittens"", ""eating_out_of"", ""dishes""], [""kittens"", ""number"", ""five""], [""dishes"", ""number"", ""five""]]",kittens are eating food on trays .,"[[""kittens"", ""eating"", ""food""], [""kittens"", ""eating_on"", ""trays""], [""food"", ""served_on"", ""trays""]]"
245,""" what they have done is a thinly veiled attempt to do an end run around the constitution , "" she said .","[[""she"", ""said"", ""what they have done is a thinly veiled attempt to do an end run around the constitution""]]","the church 's lawyer , shirley phelps-roper , was clear : "" what they have done is a thinly veiled attempt to do an end run around the constitution , "" she said .","[[""Shirley_Phelps-Roper"", ""occupation"", ""lawyer""], [""Shirley_Phelps-Roper"", ""representing"", ""the church""], [""Shirley_Phelps-Roper"", ""said"", ""what they have done is a thinly veiled attempt to do an end run around the constitution""], [""the church"", ""has"", ""lawyer""], [""the church"", ""lawyer"", ""Shirley_Phelps-Roper""]]"
246,"government bonds sold off sharply after greenspan told congress on tuesday that the u.s. economy "" could very well be embarking on a period of extended growth "" .","[[""Greenspan"", ""told"", ""congress""], [""Greenspan"", ""spoke_on"", ""Tuesday""], [""government_bonds"", ""sold_off"", ""sharply""], [""Greenspan"", ""statement_caused"", ""government_bonds_sold_off""], [""U.S._economy"", ""could_be_embarking_on"", ""period_of_extended_growth""], [""Greenspan"", ""commented_on"", ""U.S._economy""]]","greenspan told congress on tuesday the u.s. economy "" could very well be embarking on a period of sustained growth "" .","[[""Greenspan"", ""told"", ""congress""], [""Greenspan"", ""spoke_on"", ""Tuesday""], [""U.S._economy"", ""could_be_embarking_on"", ""period_of_sustained_growth""], [""Greenspan"", ""commented_on"", ""U.S._economy""]]"
247,that provision could open the door wide to arbitrariness .,"[[""provision"", ""could_open"", ""door_to_arbitrariness""], [""door_to_arbitrariness"", ""characterized_by"", ""arbitrariness""]]",this paves the way for the of the rules of procedure here .,"[[""this"", ""paves_the_way_for"", ""the_rules_of_procedure""], [""the_rules_of_procedure"", ""applied_at"", ""here""]]"
248,a judgement or opinion about something,"[[""judgement"", ""is_about"", ""something""]]",a judgment of the qualities of something or somebody .,"[[""judgment"", ""is_about"", ""qualities""], [""qualities"", ""of"", ""something""], [""qualities"", ""of"", ""somebody""]]"
249,this has left the conservative opposition without an effective response .,"[[""conservative_opposition"", ""without"", ""effective_response""]]",that leaves the opposition and without any effective response .,"[[""opposition"", ""without"", ""effective_response""]]"
250,a man is opening a door .,"[[""man"", ""is_opening"", ""door""]]",a man is cutting an onion .,"[[""man"", ""is_cutting"", ""onion""]]"
251,none of this absolves rich countries of their responsibility to help .,"[[""rich_countries"", ""responsible_for"", ""help""], [""rich_countries"", ""have_responsibility_to"", ""help""]]",this does not however absolve the rich countries of their obligation to help .,"[[""rich_countries"", ""obligated_to"", ""help""], [""rich_countries"", ""have_obligation_to"", ""help""]]"
252,a plane rides on a road .,"[[""plane"", ""rides_on"", ""road""]]",an airplane moves along a runway .,"[[""airplane"", ""moves_along"", ""runway""]]"
253,neither was there a qualified majority within this house to revert to article 272 .,"[[""this_house"", ""lacks"", ""qualified_majority""], [""qualified_majority"", ""required_for"", ""revert_to_article_272""], [""this_house"", ""cannot_revert_to"", ""article_272""]]",there was no qualified majority in this parliament to go back to article 272 .,"[[""this_parliament"", ""lacks"", ""qualified_majority""], [""qualified_majority"", ""required_for"", ""go_back_to_article_272""], [""this_parliament"", ""cannot_go_back_to"", ""article_272""]]"
254,the price of a good or service,"[[""good_or_service"", ""has"", ""price""]]",an assertion that someone is guilty of a fault or offence .,"[[""someone"", ""accused_of"", ""fault_or_offence""], [""fault_or_offence"", ""type_of"", ""guilt""], [""someone"", ""asserted_to_be"", ""guilty""]]"
255,"founded in 1996 , the lendingtree exchange consists of more than 200 banks , lenders , and brokers .","[[""Lendingtree_Exchange"", ""founded_in"", ""1996""], [""Lendingtree_Exchange"", ""consists_of"", ""banks""], [""Lendingtree_Exchange"", ""consists_of"", ""lenders""], [""Lendingtree_Exchange"", ""consists_of"", ""brokers""], [""Lendingtree_Exchange"", ""number_of_participants"", ""more_than_200""]]","lendingtree matches borrowers via the internet with more than 200 mortgage brokers , banks and other lenders .","[[""Lendingtree"", ""matches"", ""borrowers""], [""Lendingtree"", ""matches_borrowers_via"", ""internet""], [""Lendingtree"", ""matches_with"", ""mortgage_brokers""], [""Lendingtree"", ""matches_with"", ""banks""], [""Lendingtree"", ""matches_with"", ""other_lenders""], [""Lendingtree"", ""number_of_matches"", ""more_than_200""]]"
256,peter lyman and hal varian of berkeley 's school of information management and systems say that information production has increased by 30 percent each year between 1999 and 2002 .,"[[""Peter_Lyman"", ""affiliated_with"", ""Berkeley_School_of_Information_Management_and_Systems""], [""Hal_Varian"", ""affiliated_with"", ""Berkeley_School_of_Information_Management_and_Systems""], [""Peter_Lyman"", ""researched"", ""information_production""], [""Hal_Varian"", ""researched"", ""information_production""], [""information_production"", ""increased_by"", ""30_percent""], [""information_production"", ""occurred_between"", ""1999""], [""information_production"", ""occurred_between"", ""2002""]]","that task appealed to two masters of the megabyte , peter lyman and hal varian , professors at the university of california-berkeley 's school of information management and systems .","[[""Peter_Lyman"", ""professor_at"", ""University_of_California-Berkeley_School_of_Information_Management_and_Systems""], [""Hal_Varian"", ""professor_at"", ""University_of_California-Berkeley_School_of_Information_Management_and_Systems""], [""Peter_Lyman"", ""expert_in"", ""megabyte""], [""Hal_Varian"", ""expert_in"", ""megabyte""]]"
257,"the bodies of former invercargill man warren campbell , 32 , and climbing companion jonathan smith , 47 , were recovered from below mt d 'archiac late yesterday morning .","[[""Warren_Campbell"", ""age"", ""32""], [""Warren_Campbell"", ""from"", ""Invercargill""], [""Warren_Campbell"", ""body_recovered_from"", ""Mt_D_Archiac""], [""Jonathan_Smith"", ""age"", ""47""], [""Jonathan_Smith"", ""climbing_companion_of"", ""Warren_Campbell""], [""Jonathan_Smith"", ""body_recovered_from"", ""Mt_D_Archiac""], [""Mt_D_Archiac"", ""location_of"", ""body_recovery""]]","warren david campbell , 32 , and climbing companion jonathan smith , 47 , did not return as expected on tuesday from climbing on mt d 'archiac in the mckenzie district .","[[""Warren_David_Campbell"", ""age"", ""32""], [""Warren_David_Campbell"", ""climbing_on"", ""Mt_D_Archiac""], [""Warren_David_Campbell"", ""climbing_companion"", ""Jonathan_Smith""], [""Jonathan_Smith"", ""age"", ""47""], [""Jonathan_Smith"", ""climbing_on"", ""Mt_D_Archiac""], [""Jonathan_Smith"", ""climbing_companion_of"", ""Warren_David_Campbell""], [""Mt_D_Archiac"", ""located_in"", ""McKenzie_District""], [""Warren_David_Campbell"", ""did_not_return_from"", ""Mt_D_Archiac""], [""Jonathan_Smith"", ""did_not_return_from"", ""Mt_D_Archiac""]]"
258,gov. linda lingle and members of her staff were at the navy base and watched the launch .,"[[""Linda_Lingle"", ""at"", ""Navy_Base""], [""Linda_Lingle"", ""member_of"", ""Staff""], [""Staff"", ""at"", ""Navy_Base""], [""Linda_Lingle"", ""watched"", ""Launch""], [""Staff"", ""watched"", ""Launch""]]",gov. linda lingle and other dignitaries are scheduled to be at the base to watch the launch .,"[[""Linda_Lingle"", ""scheduled_to_be_at"", ""Base""], [""Linda_Lingle"", ""watch"", ""Launch""], [""Dignitaries"", ""scheduled_to_be_at"", ""Base""], [""Dignitaries"", ""watch"", ""Launch""]]"
