id,paragraph_1,kg_1,paragraph_2,kg_2,paragraph_3,kg_3
352,Adults with GH deficiency (GHD) have a decreased life expectancy. The effect of GH treatment on mortality remains to be established.,"[[""Adults_with_GHD"", ""have"", ""decreased_life_expectancy""], [""GH_treatment"", ""effect_on"", ""mortality""], [""GH_treatment"", ""effect_on"", ""established""]]","GHD men receiving GH treatment have a mortality rate not different from the background population. In women, after exclusion of high-risk patients, mortality was not different from the background population except for CVD. Mortality due to malignancies was not elevated in adults receiving GH treatment. Next to gender, the heterogeneous etiology is of influence on mortality in GHD adults with GH treatment.","[[""GHD_men"", ""receiving"", ""GH_treatment""], [""GHD_men"", ""mortality_rate"", ""background_population""], [""women"", ""receiving"", ""GH_treatment""], [""women"", ""mortality_rate"", ""background_population""], [""high-risk_patients"", ""excluded_from"", ""women""], [""CVD"", ""affects"", ""women""], [""malignancies"", ""mortality_rate"", ""not_elevated""], [""GHD_adults"", ""receiving"", ""GH_treatment""], [""gender"", ""influence_on"", ""mortality""], [""heterogeneous_etiology"", ""influence_on"", ""mortality""]]","GHD men receiving GH therapy have a mortality rate not unlike from the background population. Mortality due to malignance was not elevated in adults receiving GH treatment. In women, after exclusion of high-probability individuals, mortality was not different from the background population except for CVD. Next to gender, the heterogenous etiology is of influence on mortality in GHD adults with GH intervention.","[[""GHD_men"", ""receiving"", ""GH_therapy""], [""GHD_men"", ""mortality_rate"", ""background_population""], [""malignance"", ""mortality_rate"", ""not_elevated""], [""adults"", ""receiving"", ""GH_treatment""], [""women"", ""receiving"", ""GH_treatment""], [""high-probability_individuals"", ""excluded_from"", ""women""], [""CVD"", ""affects"", ""women""], [""gender"", ""influence_on"", ""mortality""], [""heterogenous_etiology"", ""influence_on"", ""mortality""], [""GHD_adults"", ""receiving"", ""GH_intervention""]]"
353,Adults with GH deficiency (GHD) have a decreased life expectancy. The effect of GH treatment on mortality remains to be established.,"[[""Adults_with_GHD"", ""have"", ""decreased_life_expectancy""], [""GH_treatment"", ""effect_on"", ""mortality""], [""GH_treatment"", ""effect_on"", ""established""]]","GHD men receiving GH treatment have a mortality rate not different from the background population. In women, after exclusion of high-risk patients, mortality was not different from the background population except for CVD. Mortality due to malignancies was not elevated in adults receiving GH treatment. Next to gender, the heterogeneous etiology is of influence on mortality in GHD adults with GH treatment.","[[""GHD_men"", ""receiving"", ""GH_treatment""], [""GHD_men"", ""mortality_rate"", ""background_population""], [""GHD_women"", ""receiving"", ""GH_treatment""], [""GHD_women"", ""mortality"", ""background_population""], [""GHD_women"", ""exception"", ""CVD""], [""GH_treatment"", ""mortality_due_to"", ""malignancies""], [""mortality_due_to_malignancies"", ""not_elevated"", ""adults""], [""gender"", ""influence_on"", ""mortality""], [""heterogeneous_etiology"", ""influence_on"", ""mortality""]]","GHD men receiving GH treatment have a mortality rate not different from the background population. In women, after exclusion of high-risk patients, mortality was not different from the background population except for DSM. Mortality due to malignancies was not elevated in adults receiving GH treatment. Next to gender, the heterogeneous etiology is of influence on mortality in GHD adults with GH treatment.","[[""GHD_men"", ""receiving"", ""GH_treatment""], [""GHD_men"", ""mortality_rate"", ""background_population""], [""GHD_women"", ""receiving"", ""GH_treatment""], [""GHD_women"", ""mortality"", ""background_population""], [""GHD_women"", ""exception"", ""DSM""], [""GH_treatment"", ""mortality_due_to"", ""malignancies""], [""mortality_due_to_malignancies"", ""not_elevated"", ""adults""], [""gender"", ""influence_on"", ""mortality""], [""heterogeneous_etiology"", ""influence_on"", ""mortality""]]"
354,Adults with GH deficiency (GHD) have a decreased life expectancy. The effect of GH treatment on mortality remains to be established.,"[[""Adults_with_GHD"", ""have"", ""decreased_life_expectancy""], [""GH_treatment"", ""effect_on"", ""mortality""], [""GH_treatment"", ""effect_on"", ""established""]]","GHD men receiving GH treatment have a mortality rate not different from the background population. In women, after exclusion of high-risk patients, mortality was not different from the background population except for CVD. Mortality due to malignancies was not elevated in adults receiving GH treatment. Next to gender, the heterogeneous etiology is of influence on mortality in GHD adults with GH treatment.","[[""GHD_men"", ""receiving"", ""GH_treatment""], [""GHD_men"", ""mortality_rate"", ""background_population""], [""women"", ""receiving"", ""GH_treatment""], [""women"", ""mortality"", ""background_population""], [""high-risk_patients"", ""excluded_from"", ""women""], [""CVD"", ""affects"", ""mortality_in_women""], [""malignancies"", ""mortality"", ""not_elevated""], [""adults"", ""receiving"", ""GH_treatment""], [""gender"", ""influence_on"", ""mortality""], [""heterogeneous_etiology"", ""influence_on"", ""mortality""]]","a mortality rate not different from the background population have GHD men receiving GH treatment. In women, after exclusion of high-risk patients, mortality was not different from the background population except for CVD. Mortality due to malignancies was not elevated in adults receiving GH treatment. Next to gender, the heterogeneous etiology is of influence on mortality in GHD adults with GH treatment.","[[""GHD_men"", ""receiving"", ""GH_treatment""], [""GHD_men"", ""mortality_rate"", ""background_population""], [""women"", ""receiving"", ""GH_treatment""], [""women"", ""mortality"", ""background_population""], [""high-risk_patients"", ""excluded_from"", ""women""], [""CVD"", ""affects"", ""mortality_in_women""], [""malignancies"", ""mortality"", ""not_elevated""], [""adults"", ""receiving"", ""GH_treatment""], [""gender"", ""influence_on"", ""mortality""], [""heterogeneous_etiology"", ""influence_on"", ""mortality""]]"
355,Adults with GH deficiency (GHD) have a decreased life expectancy. The effect of GH treatment on mortality remains to be established.,"[[""Adults_with_GHD"", ""has"", ""decreased_life_expectancy""], [""GH_treatment"", ""effect_on"", ""mortality""], [""GH_treatment"", ""established"", ""no""]]","GHD men receiving GH treatment have a mortality rate not different from the background population. In women, after exclusion of high-risk patients, mortality was not different from the background population except for CVD. Mortality due to malignancies was not elevated in adults receiving GH treatment. Next to gender, the heterogeneous etiology is of influence on mortality in GHD adults with GH treatment.","[[""GHD_men"", ""receiving"", ""GH_treatment""], [""GHD_men"", ""mortality_rate"", ""background_population""], [""GHD_women"", ""receiving"", ""GH_treatment""], [""GHD_women"", ""mortality_rate"", ""background_population""], [""GHD_women"", ""mortality_due_to"", ""CVD""], [""GH_treatment"", ""mortality_due_to"", ""malignancies""], [""malignancies"", ""mortality_rate"", ""not_elevated""], [""GHD_adults"", ""mortality"", ""influenced_by""], [""GHD_adults"", ""mortality_influenced_by"", ""gender""], [""GHD_adults"", ""mortality_influenced_by"", ""heterogeneous_etiology""]]",There is a dearth of studies addressing diagnostic and treatment interventions in the sports medicine literature. The evidence base for sports medicine must continue to increase in terms of volume and quality.,"[[""Sports_medicine"", ""has"", ""dearth_of_studies""], [""Sports_medicine"", ""needs"", ""diagnostic_interventions""], [""Sports_medicine"", ""needs"", ""treatment_interventions""], [""Sports_medicine_literature"", ""evidence_base"", ""needs_increase""], [""Sports_medicine_literature"", ""evidence_base_increase"", ""volume""], [""Sports_medicine_literature"", ""evidence_base_increase"", ""quality""]]"
356,"To determine the impact of Florida's Medicaid Demonstration 4 years post-implementation on per member per month (PMPM) Medicaid expenditures and whether receiving care through HMOs versus provider service networks (PSNs) in the Demonstration was associated with PMPM expenditures.DATA: Florida Medicaid claims from two fiscal years prior to implementation of the Demonstration (FY0405, FY0506) and the first four fiscal years after implementation (FY0607-FY0910) from two urban Demonstration counties and two urban non-Demonstration counties.","[[""Florida"", ""implemented"", ""Medicaid_Demonstration""], [""Medicaid_Demonstration"", ""started_in"", ""FY0607""], [""Medicaid_Demonstration"", ""ended_in"", ""FY0910""], [""Florida_Medicaid"", ""claims_from"", ""FY0405""], [""Florida_Medicaid"", ""claims_from"", ""FY0506""], [""Florida_Medicaid"", ""claims_from"", ""FY0607""], [""Florida_Medicaid"", ""claims_from"", ""FY0708""], [""Florida_Medicaid"", ""claims_from"", ""FY0809""], [""Florida_Medicaid"", ""claims_from"", ""FY0910""], [""Medicaid_Demonstration"", ""compared_in"", ""urban_Demonstration_counties""], [""Medicaid_Demonstration"", ""compared_in"", ""urban_non-Demonstration_counties""], [""HMOs"", ""part_of"", ""Medicaid_Demonstration""], [""PSNs"", ""part_of"", ""Medicaid_Demonstration""], [""Medicaid_Demonstration"", ""affected"", ""PMPM_expenditures""], [""PMPM_expenditures"", ""measured_in"", ""Florida_Medicaid""]]",The Medicaid Demonstration in Florida appears to result in lower PMPM expenditures. Demonstration PSNs generated slightly greater reductions in expenditures compared to Demonstration HMOs. PSNs appear to be a promising model for delivering care to Medicaid enrollees.,"[[""Medicaid_Demonstration"", ""implemented_in"", ""Florida""], [""Medicaid_Demonstration"", ""resulted_in"", ""lower_PMPM_expenditures""], [""Demonstration_PSNs"", ""compared_to"", ""Demonstration_HMOs""], [""Demonstration_PSNs"", ""generated"", ""greater_reductions_in_expenditures""], [""Demonstration_HMOs"", ""generated"", ""reductions_in_expenditures""], [""PSNs"", ""model_for"", ""delivering_care""], [""PSNs"", ""promising_model_for"", ""Medicaid_enrollees""]]",The Medicaid Demonstration in Florida appears to finding in reduced PMPM outgo. Demonstration PSNs generated slightly greater decrease in outgo compared to Demonstration HMOs. PSNs appear to be a promising model for delivering attention to Medicaid enrollees.,"[[""Medicaid_Demonstration"", ""implemented_in"", ""Florida""], [""Medicaid_Demonstration"", ""resulted_in"", ""reduced_PMPM_outgo""], [""Demonstration_PSNs"", ""compared_to"", ""Demonstration_HMOs""], [""Demonstration_PSNs"", ""generated"", ""greater_decrease_in_outgo""], [""Demonstration_HMOs"", ""generated"", ""decrease_in_outgo""], [""PSNs"", ""model_for"", ""delivering_attention""], [""PSNs"", ""promising_model_for"", ""Medicaid_enrollees""]]"
357,"To determine the impact of Florida's Medicaid Demonstration 4 years post-implementation on per member per month (PMPM) Medicaid expenditures and whether receiving care through HMOs versus provider service networks (PSNs) in the Demonstration was associated with PMPM expenditures.DATA: Florida Medicaid claims from two fiscal years prior to implementation of the Demonstration (FY0405, FY0506) and the first four fiscal years after implementation (FY0607-FY0910) from two urban Demonstration counties and two urban non-Demonstration counties.","[[""Florida"", ""has"", ""Medicaid_Demonstration""], [""Medicaid_Demonstration"", ""implemented_in"", ""Florida""], [""Medicaid_Demonstration"", ""impact_on"", ""PMPM_Medicaid_expenditures""], [""Medicaid_Demonstration"", ""compares"", ""HMOs""], [""Medicaid_Demonstration"", ""compares"", ""PSNs""], [""HMOs"", ""part_of"", ""Medicaid_Demonstration""], [""PSNs"", ""part_of"", ""Medicaid_Demonstration""], [""Florida_Medicaid_claims"", ""from"", ""FY0405""], [""Florida_Medicaid_claims"", ""from"", ""FY0506""], [""Florida_Medicaid_claims"", ""from"", ""FY0607""], [""Florida_Medicaid_claims"", ""from"", ""FY0708""], [""Florida_Medicaid_claims"", ""from"", ""FY0809""], [""Florida_Medicaid_claims"", ""from"", ""FY0910""], [""Florida"", ""has"", ""urban_Demonstration_counties""], [""Florida"", ""has"", ""urban_non-Demonstration_counties""]]",The Medicaid Demonstration in Florida appears to result in lower PMPM expenditures. Demonstration PSNs generated slightly greater reductions in expenditures compared to Demonstration HMOs. PSNs appear to be a promising model for delivering care to Medicaid enrollees.,"[[""Medicaid_Demonstration"", ""result_in"", ""lower_PMPM_expenditures""], [""Medicaid_Demonstration"", ""located_in"", ""Florida""], [""Demonstration_PSNs"", ""part_of"", ""Medicaid_Demonstration""], [""Demonstration_HMOs"", ""part_of"", ""Medicaid_Demonstration""], [""Demonstration_PSNs"", ""compares_to"", ""Demonstration_HMOs""], [""Demonstration_PSNs"", ""generated"", ""reductions_in_expenditures""], [""PSNs"", ""promising_model_for"", ""Medicaid_enrollees""]]",AUD in Florida appears to result in lower PMPM expenditures. Demonstration PSNs generated slightly greater reductions in expenditures compared to Demonstration HMOs. PSNs appear to be a promising model for delivering care to Medicaid enrollees.,"[[""AUD"", ""result_in"", ""lower_PMPM_expenditures""], [""AUD"", ""located_in"", ""Florida""], [""Demonstration_PSNs"", ""part_of"", ""AUD""], [""Demonstration_HMOs"", ""part_of"", ""AUD""], [""Demonstration_PSNs"", ""compares_to"", ""Demonstration_HMOs""], [""Demonstration_PSNs"", ""generated"", ""reductions_in_expenditures""], [""PSNs"", ""promising_model_for"", ""Medicaid_enrollees""]]"
358,"To determine the impact of Florida's Medicaid Demonstration 4 years post-implementation on per member per month (PMPM) Medicaid expenditures and whether receiving care through HMOs versus provider service networks (PSNs) in the Demonstration was associated with PMPM expenditures.DATA: Florida Medicaid claims from two fiscal years prior to implementation of the Demonstration (FY0405, FY0506) and the first four fiscal years after implementation (FY0607-FY0910) from two urban Demonstration counties and two urban non-Demonstration counties.","[[""Florida"", ""has"", ""Medicaid_Demonstration""], [""Medicaid_Demonstration"", ""started_in"", ""FY0607""], [""Medicaid_Demonstration"", ""ended_in"", ""FY0910""], [""Medicaid_Demonstration"", ""compared_to"", ""FY0405""], [""Medicaid_Demonstration"", ""compared_to"", ""FY0506""], [""Florida_Medicaid"", ""has"", ""claims""], [""claims"", ""from"", ""FY0405""], [""claims"", ""from"", ""FY0506""], [""claims"", ""from"", ""FY0607""], [""claims"", ""from"", ""FY0708""], [""claims"", ""from"", ""FY0809""], [""claims"", ""from"", ""FY0910""], [""Medicaid_Demonstration"", ""has"", ""HMOs""], [""Medicaid_Demonstration"", ""has"", ""PSNs""], [""HMOs"", ""located_in"", ""urban_Demonstration_counties""], [""PSNs"", ""located_in"", ""urban_Demonstration_counties""], [""HMOs"", ""located_in"", ""urban_non-Demonstration_counties""], [""PSNs"", ""located_in"", ""urban_non-Demonstration_counties""], [""Medicaid_Demonstration"", ""measures"", ""PMPM_expenditures""]]",The Medicaid Demonstration in Florida appears to result in lower PMPM expenditures. Demonstration PSNs generated slightly greater reductions in expenditures compared to Demonstration HMOs. PSNs appear to be a promising model for delivering care to Medicaid enrollees.,"[[""Medicaid_Demonstration"", ""located_in"", ""Florida""], [""Medicaid_Demonstration"", ""results_in"", ""lower_PMPM_expenditures""], [""Demonstration_PSNs"", ""compared_to"", ""Demonstration_HMOs""], [""Demonstration_PSNs"", ""generated"", ""greater_reductions_in_expenditures""], [""Demonstration_HMOs"", ""generated"", ""reductions_in_expenditures""], [""PSNs"", ""promising_model_for"", ""Medicaid_enrollees""]]",The Medicaid Demonstration in Florida appears to result in lower PMPM expenditures. slightly greater reductions in expenditures generated Demonstration PSNs compared to Demonstration HMOs. PSNs appear to be a promising model for delivering care to Medicaid enrollees.,"[[""Medicaid_Demonstration"", ""located_in"", ""Florida""], [""Medicaid_Demonstration"", ""results_in"", ""lower_PMPM_expenditures""], [""Demonstration_PSNs"", ""compared_to"", ""Demonstration_HMOs""], [""Demonstration_PSNs"", ""generated"", ""greater_reductions_in_expenditures""], [""Demonstration_HMOs"", ""generated"", ""reductions_in_expenditures""], [""PSNs"", ""promising_model_for"", ""Medicaid_enrollees""]]"
359,"To determine the impact of Florida's Medicaid Demonstration 4 years post-implementation on per member per month (PMPM) Medicaid expenditures and whether receiving care through HMOs versus provider service networks (PSNs) in the Demonstration was associated with PMPM expenditures.DATA: Florida Medicaid claims from two fiscal years prior to implementation of the Demonstration (FY0405, FY0506) and the first four fiscal years after implementation (FY0607-FY0910) from two urban Demonstration counties and two urban non-Demonstration counties.","[[""Florida"", ""implementation_of"", ""Medicaid_Demonstration""], [""Medicaid_Demonstration"", ""impact_on"", ""PMPM_Medicaid_expenditures""], [""Medicaid_Demonstration"", ""compared_to"", ""HMOs""], [""Medicaid_Demonstration"", ""compared_to"", ""PSNs""], [""HMOs"", ""type_of"", ""healthcare_provider""], [""PSNs"", ""type_of"", ""healthcare_provider""], [""Florida_Medicaid"", ""claims_from"", ""FY0405""], [""Florida_Medicaid"", ""claims_from"", ""FY0506""], [""Florida_Medicaid"", ""claims_from"", ""FY0607""], [""Florida_Medicaid"", ""claims_from"", ""FY0708""], [""Florida_Medicaid"", ""claims_from"", ""FY0809""], [""Florida_Medicaid"", ""claims_from"", ""FY0910""], [""Demonstration_counties"", ""located_in"", ""Florida""], [""non-Demonstration_counties"", ""located_in"", ""Florida""]]",The Medicaid Demonstration in Florida appears to result in lower PMPM expenditures. Demonstration PSNs generated slightly greater reductions in expenditures compared to Demonstration HMOs. PSNs appear to be a promising model for delivering care to Medicaid enrollees.,"[[""Medicaid_Demonstration"", ""result_of"", ""lower_PMPM_expenditures""], [""Demonstration_PSNs"", ""generated"", ""reductions_in_expenditures""], [""Demonstration_HMOs"", ""generated"", ""reductions_in_expenditures""], [""Demonstration_PSNs"", ""compared_to"", ""Demonstration_HMOs""], [""PSNs"", ""model_for"", ""delivering_care_to_Medicaid_enrollees""], [""Medicaid_enrollees"", ""receive_care_from"", ""PSNs""]]","NT thickness does not show a significative increase in those women who subsequently develop GDM. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.","[[""NT_thickness"", ""does_not_show"", ""increase""], [""NT_thickness"", ""related_to"", ""GDM""], [""GDM"", ""onset_during"", ""pregnancy""], [""NT_assessment"", ""not_useful_for"", ""predicting_GDM_onset""], [""NT_assessment"", ""type_of"", ""ultrasound_parameter""], [""ultrasound_parameter"", ""used_for"", ""predicting_GDM_onset""]]"
360,"Trauma centers are designated to provide systematized multidisciplinary care to injured patients. Effective trauma systems reduce patient mortality by facilitating the treatment of injured patients at appropriately resourced hospitals. Several U.S. studies report reduced mortality among patients admitted directly to a level I trauma center compared with those admitted to hospitals with less resources. It has yet to be shown whether there is an outcome benefit associated with the ""level of hospital"" initially treating severely injured trauma patients in Australia. This study was designed to determine whether the level of trauma center providing treatment impacts mortality and/or hospital length of stay.","[[""Trauma_centers"", ""provide"", ""systematized_multidisciplinary_care""], [""Trauma_centers"", ""provide_to"", ""injured_patients""], [""Effective_trauma_systems"", ""reduce"", ""patient_mortality""], [""Effective_trauma_systems"", ""facilitate"", ""treatment_of_injured_patients""], [""Effective_trauma_systems"", ""facilitate_treatment_at"", ""appropriately_resourced_hospitals""], [""U.S._studies"", ""report"", ""reduced_mortality""], [""U.S._studies"", ""compare"", ""level_I_trauma_center""], [""U.S._studies"", ""compare_to"", ""hospitals_with_less_resources""], [""Patients"", ""admitted_to"", ""level_I_trauma_center""], [""Patients"", ""admitted_to"", ""hospitals_with_less_resources""], [""Study"", ""designed_to_determine"", ""impact_of_trauma_center_level""], [""Study"", ""investigate"", ""mortality""], [""Study"", ""investigate"", ""hospital_length_of_stay""], [""Severely_injured_trauma_patients"", ""treated_at"", ""hospitals_in_Australia""]]","Severely injured patients treated at a level III center had a higher mortality rate than those treated at a level I center. Most problems identified occurred in the emergency department and were related to delays in care provision. This research highlights the importance of efficient prehospital, in-hospital, and regional trauma systems, performance monitoring, peer review, and adherence to protocols and guidelines.","[[""Severely_injured_patients"", ""treated_at"", ""level_III_center""], [""Severely_injured_patients"", ""treated_at"", ""level_I_center""], [""Level_III_center"", ""has_higher_mortality_rate"", ""level_I_center""], [""Problems"", ""occur_in"", ""emergency_department""], [""Problems"", ""related_to"", ""delays_in_care_provision""], [""Research"", ""highlights_importance_of"", ""efficient_prehospital_trauma_systems""], [""Research"", ""highlights_importance_of"", ""efficient_in-hospital_trauma_systems""], [""Research"", ""highlights_importance_of"", ""efficient_regional_trauma_systems""], [""Research"", ""highlights_importance_of"", ""performance_monitoring""], [""Research"", ""highlights_importance_of"", ""peer_review""], [""Research"", ""highlights_importance_of"", ""adherence_to_protocols_and_guidelines""]]","Severely injured individuals treated at a level III center had a greater mortality rate than those treated at a level I center. the majority of problems identified occurred in the emergency department and were related to delays in care provision. the importance of efficient prehospital, in-hospital, and regional trauma systems, performance monitoring, peer review, and adherence to protocols and guidelines was highlighted by This research.","[[""Severely_injured_individuals"", ""treated_at"", ""level_III_center""], [""Severely_injured_individuals"", ""treated_at"", ""level_I_center""], [""Level_III_center"", ""has_higher_mortality_rate"", ""level_I_center""], [""Problems"", ""occur_in"", ""emergency_department""], [""Problems"", ""related_to"", ""delays_in_care_provision""], [""Research"", ""highlights_importance_of"", ""efficient_prehospital_trauma_systems""], [""Research"", ""highlights_importance_of"", ""efficient_in-hospital_trauma_systems""], [""Research"", ""highlights_importance_of"", ""efficient_regional_trauma_systems""], [""Research"", ""highlights_importance_of"", ""performance_monitoring""], [""Research"", ""highlights_importance_of"", ""peer_review""], [""Research"", ""highlights_importance_of"", ""adherence_to_protocols_and_guidelines""]]"
361,"Trauma centers are designated to provide systematized multidisciplinary care to injured patients. Effective trauma systems reduce patient mortality by facilitating the treatment of injured patients at appropriately resourced hospitals. Several U.S. studies report reduced mortality among patients admitted directly to a level I trauma center compared with those admitted to hospitals with less resources. It has yet to be shown whether there is an outcome benefit associated with the ""level of hospital"" initially treating severely injured trauma patients in Australia. This study was designed to determine whether the level of trauma center providing treatment impacts mortality and/or hospital length of stay.","[[""Trauma_centers"", ""provide"", ""systematized_multidisciplinary_care""], [""Trauma_centers"", ""care_for"", ""injured_patients""], [""Effective_trauma_systems"", ""reduce"", ""patient_mortality""], [""Effective_trauma_systems"", ""facilitate"", ""treatment_of_injured_patients""], ["" Appropriately_resourced_hospitals"", ""treat"", ""injured_patients""], [""Level_I_trauma_center"", ""compared_to"", ""hospitals_with_less_resources""], [""U.S._studies"", ""report"", ""reduced_mortality""], [""Patients"", ""admitted_to"", ""level_I_trauma_center""], [""Patients"", ""admitted_to"", ""hospitals_with_less_resources""], [""Australia"", ""outcome_benefit"", ""unknown""], [""Study"", ""designed_to_determine"", ""impact_of_trauma_center_level""], [""Trauma_center_level"", ""impacts"", ""mortality""], [""Trauma_center_level"", ""impacts"", ""hospital_length_of_stay""]]","Severely injured patients treated at a level III center had a higher mortality rate than those treated at a level I center. Most problems identified occurred in the emergency department and were related to delays in care provision. This research highlights the importance of efficient prehospital, in-hospital, and regional trauma systems, performance monitoring, peer review, and adherence to protocols and guidelines.","[[""Level_III_center"", ""compared_to"", ""level_I_center""], [""Severely_injured_patients"", ""treated_at"", ""level_III_center""], [""Severely_injured_patients"", ""treated_at"", ""level_I_center""], [""Level_III_center"", ""higher_mortality_rate"", ""level_I_center""], [""Emergency_department"", ""problems_identified"", ""delays_in_care_provision""], [""Research"", ""highlights"", ""importance_of_efficient_trauma_systems""], [""Efficient_trauma_systems"", ""include"", ""prehospital""], [""Efficient_trauma_systems"", ""include"", ""in-hospital""], [""Efficient_trauma_systems"", ""include"", ""regional_trauma_systems""], [""Efficient_trauma_systems"", ""include"", ""performance_monitoring""], [""Efficient_trauma_systems"", ""include"", ""peer_review""], [""Efficient_trauma_systems"", ""include"", ""adherence_to_protocols_and_guidelines""]]","Severely injured patients treated at a level CPAP center had a higher mortality rate than those treated at a level I center. Most problems identified occurred in the emergency department and were related to delays in care provision. This research highlights the importance of efficient prehospital, in-hospital, and regional trauma systems, performance monitoring, peer review, and adherence to protocols and guidelines.","[[""Level_CPAP_center"", ""compared_to"", ""level_I_center""], [""Severely_injured_patients"", ""treated_at"", ""level_CPAP_center""], [""Severely_injured_patients"", ""treated_at"", ""level_I_center""], [""Level_CPAP_center"", ""higher_mortality_rate"", ""level_I_center""], [""Emergency_department"", ""problems_identified"", ""delays_in_care_provision""], [""Research"", ""highlights"", ""importance_of_efficient_trauma_systems""], [""Efficient_trauma_systems"", ""include"", ""prehospital""], [""Efficient_trauma_systems"", ""include"", ""in-hospital""], [""Efficient_trauma_systems"", ""include"", ""regional_trauma_systems""], [""Efficient_trauma_systems"", ""include"", ""performance_monitoring""], [""Efficient_trauma_systems"", ""include"", ""peer_review""], [""Efficient_trauma_systems"", ""include"", ""adherence_to_protocols_and_guidelines""]]"
362,"Trauma centers are designated to provide systematized multidisciplinary care to injured patients. Effective trauma systems reduce patient mortality by facilitating the treatment of injured patients at appropriately resourced hospitals. Several U.S. studies report reduced mortality among patients admitted directly to a level I trauma center compared with those admitted to hospitals with less resources. It has yet to be shown whether there is an outcome benefit associated with the ""level of hospital"" initially treating severely injured trauma patients in Australia. This study was designed to determine whether the level of trauma center providing treatment impacts mortality and/or hospital length of stay.","[[""Trauma_centers"", ""provide"", ""systematized_multidisciplinary_care""], [""Trauma_centers"", ""treat"", ""injured_patients""], [""Effective_trauma_systems"", ""reduce"", ""patient_mortality""], [""Effective_trauma_systems"", ""facilitate"", ""treatment_of_injured_patients""], [""Injured_patients"", ""treated_at"", ""appropriately_resourced_hospitals""], [""U.S._studies"", ""report"", ""reduced_mortality""], [""Level_I_trauma_center"", ""compare_to"", ""hospitals_with_less_resources""], [""Patients"", ""admitted_to"", ""level_I_trauma_center""], [""Patients"", ""admitted_to"", ""hospitals_with_less_resources""], [""Australia"", ""study_location"", ""trauma_patients""], [""Study"", ""designed_to_determine"", ""impact_of_trauma_center_level""], [""Trauma_center_level"", ""impacts"", ""mortality""], [""Trauma_center_level"", ""impacts"", ""hospital_length_of_stay""]]","Severely injured patients treated at a level III center had a higher mortality rate than those treated at a level I center. Most problems identified occurred in the emergency department and were related to delays in care provision. This research highlights the importance of efficient prehospital, in-hospital, and regional trauma systems, performance monitoring, peer review, and adherence to protocols and guidelines.","[[""Severely_injured_patients"", ""treated_at"", ""level_III_center""], [""Level_III_center"", ""compare_to"", ""level_I_center""], [""Level_III_center"", ""have_higher_mortality_rate"", ""level_I_center""], [""Problems"", ""occur_in"", ""emergency_department""], [""Delays_in_care_provision"", ""related_to"", ""problems_in_emergency_department""], [""Research"", ""highlights"", ""importance_of_efficient_trauma_systems""], [""Efficient_trauma_systems"", ""include"", ""prehospital_systems""], [""Efficient_trauma_systems"", ""include"", ""in-hospital_systems""], [""Efficient_trauma_systems"", ""include"", ""regional_trauma_systems""], [""Efficient_trauma_systems"", ""require"", ""performance_monitoring""], [""Efficient_trauma_systems"", ""require"", ""peer_review""], [""Efficient_trauma_systems"", ""require"", ""adherence_to_protocols""], [""Efficient_trauma_systems"", ""require"", ""adherence_to_guidelines""]]","Severely injured patients treated at a level III center had a higher mortality rate than those treated at a level I center. Most problems identified occurred in the emergency department and were related to delays in care provision. the importance of efficient prehospital, in-hospital, and regional trauma systems, performance monitoring, peer review, and adherence to protocols and guidelines highlights This research.","[[""Severely_injured_patients"", ""treated_at"", ""level_III_center""], [""Level_III_center"", ""compare_to"", ""level_I_center""], [""Level_III_center"", ""have_higher_mortality_rate"", ""level_I_center""], [""Problems"", ""occur_in"", ""emergency_department""], [""Delays_in_care_provision"", ""related_to"", ""problems_in_emergency_department""], [""Research"", ""highlights"", ""importance_of_efficient_trauma_systems""], [""Efficient_trauma_systems"", ""include"", ""prehospital_systems""], [""Efficient_trauma_systems"", ""include"", ""in-hospital_systems""], [""Efficient_trauma_systems"", ""include"", ""regional_trauma_systems""], [""Efficient_trauma_systems"", ""require"", ""performance_monitoring""], [""Efficient_trauma_systems"", ""require"", ""peer_review""], [""Efficient_trauma_systems"", ""require"", ""adherence_to_protocols""], [""Efficient_trauma_systems"", ""require"", ""adherence_to_guidelines""]]"
