id,paragraph_1,kg_1,paragraph_2,kg_2
207,A Stage One alert is declared when ozone readings exceed 0.20 parts per million during a one-hour period .,"[[""Stage_One_alert"", ""is_declared_when"", ""ozone_readings_exceed_0.20_ppm""], [""ozone_readings"", ""exceed"", ""0.20_ppm""], [""ozone_readings"", ""measured_in"", ""one-hour_period""]]",A Stage 1 episode is declared when ozone levels reach 0.20 parts per million .,"[[""Stage_1_episode"", ""is_declared_when"", ""ozone_levels_reach_0.20_ppm""], [""ozone_levels"", ""reach"", ""0.20_ppm""]]"
208,"First , it 's found in most versions of Windows , including the new Windows Server 2003 .","[[""Windows"", ""includes"", ""Windows_Server_2003""]]","It is the first "" critical "" flaw discovered and fixed in the new Windows Server 2003 .","[[""Windows_Server_2003"", ""has"", ""critical_flaw""]]"
209,""" We must not engage in borough warfare , "" Thompson testified at a budget hearing by the City Council 's Finance Committee .","[[""Thompson"", ""testified_at"", ""City_Council_Finance_Committee""], [""City_Council_Finance_Committee"", ""held"", ""budget_hearing""]]",""" We must not engage in borough warfare , "" the Comptroller William Thompson told the Council , according to his written testimony .","[[""Comptroller_William_Thompson"", ""told"", ""Council""], [""Comptroller_William_Thompson"", ""gave"", ""written_testimony""]]"
210,Metropolitan Ambulance spokesman James Howe said five people were taken to hospital and three were treated at the scene after yesterday 's incident .,"[[""James_Howe"", ""is"", ""Metropolitan_Ambulance_spokesman""], [""Metropolitan_Ambulance"", ""incident_happened"", ""yesterday""], [""incident"", ""resulted_in"", ""five_people_taken_to_hospital""], [""incident"", ""resulted_in"", ""three_people_treated_at_scene""], [""five_people"", ""taken_to"", ""hospital""]]","Spokesman James Howe said five children aged between 4 and 17 were taken to hospital with neck and chest injuries , while three others were treated at the scene .","[[""James_Howe"", ""is"", ""spokesman""], [""five_children"", ""taken_to"", ""hospital""], [""five_children"", ""aged_between"", ""4_and_17""], [""five_children"", ""suffered"", ""neck_and_chest_injuries""], [""three_others"", ""treated_at"", ""scene""]]"
211,"Indeed , prior defense filings said Moussaoui contended he was part of a post-Sept . 11 operation outside the United States .","[[""Moussaoui"", ""contended_he_was_part_of"", ""post-Sept_11_operation""], [""post-Sept_11_operation"", ""location"", ""outside_United_States""]]",Previous defense filings said Moussaoui was to be part of an operation outside the United States .,"[[""Moussaoui"", ""was_to_be_part_of"", ""operation""], [""operation"", ""location"", ""outside_United_States""]]"
212,""" His advice to the House Republicans is to pass it , to send it to him , so he can sign it . ""","[[""House_Republicans"", ""receive_advice_from"", ""He""], [""He"", ""will_sign"", ""it""], [""House_Republicans"", ""should_pass"", ""it""], [""House_Republicans"", ""should_send_to"", ""He""]]","The president 's "" advice to the House Republicans is to pass it , to send it to him , so he can sign it , "" said White House spokesman Ari Fleischer .","[[""President"", ""gives_advice_to"", ""House_Republicans""], [""House_Republicans"", ""should_pass"", ""it""], [""House_Republicans"", ""should_send_to"", ""President""], [""President"", ""will_sign"", ""it""], [""Ari_Fleischer"", ""is"", ""White_House_spokesman""], [""Ari_Fleischer"", ""said"", ""advice""]]"
213,Cubs outfielder Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat .,"[[""Sammy_Sosa"", ""was_suspended_by"", ""Major_League_Baseball""], [""Sammy_Sosa"", ""suspended_for"", ""eight_games""], [""Sammy_Sosa"", ""used"", ""corked_bat""]]","Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat , and he immediately appealed the decision .","[[""Sammy_Sosa"", ""was_suspended_by"", ""Major_League_Baseball""], [""Sammy_Sosa"", ""suspended_for"", ""eight_games""], [""Sammy_Sosa"", ""used"", ""corked_bat""], [""Sammy_Sosa"", ""appealed"", ""suspension_decision""]]"
214,"The technology-laced Nasdaq Composite Index .IXIC lost 2 points , or 0.18 percent , to 1,649 .","[[""Nasdaq_Composite_Index"", ""lost"", ""2_points""], [""Nasdaq_Composite_Index"", ""percentage_loss"", ""0.18_percent""], [""Nasdaq_Composite_Index"", ""closed_at"", ""1,649""]]","The technology-laced Nasdaq Composite Index .IXIC was up a mere 0.04 of a point at 1,653 .","[[""Nasdaq_Composite_Index"", ""gained"", ""0.04_of_a_point""], [""Nasdaq_Composite_Index"", ""closed_at"", ""1,653""]]"
215,"After 26 hours of surgery and a year of anticipation , the boys were separated Sunday at Children 's Medical Center of Dallas .","[[""boys"", ""separated_at"", ""Children_Medical_Center_of_Dallas""], [""boys"", ""underwent_surgery_for"", ""26_hours""], [""surgery"", ""occurred_after"", ""year_of_anticipation""]]","Two-year-old Egyptian twin boys , born with their heads conjoined , have been separated after 26 hours of surgery at the Children 's Medical Centre in Dallas .","[[""Egyptian_twin_boys"", ""born_with"", ""conjoined_heads""], [""Egyptian_twin_boys"", ""separated_after"", ""26_hours_of_surgery""], [""Egyptian_twin_boys"", ""separated_at"", ""Children_Medical_Centre_in_Dallas""], [""Egyptian_twin_boys"", ""age"", ""Two_years_old""]]"
216,The final will be at the new Home Depot Center in Carson on Oct. 12 .,"[[""Home_Depot_Center"", ""location"", ""Carson""], [""final"", ""will_be_at"", ""Home_Depot_Center""], [""final"", ""date"", ""Oct_12""]]","Williams recently toured the new soccer-specific Home Depot Center in Carson , Calif .","[[""Williams"", ""toured"", ""Home_Depot_Center""], [""Home_Depot_Center"", ""location"", ""Carson""], [""Home_Depot_Center"", ""type"", ""soccer_specific""]]"
217,The Dow Jones industrial average advanced for the fourth week in a row .,"[[""Dow_Jones_industrial_average"", ""advanced_for"", ""fourth_week""]]","The Dow Jones industrial average .DJI rose 41.61 points , or 0.44 percent , to 9,415.82 .","[[""Dow_Jones_industrial_average"", ""rose"", ""41.61_points""], [""Dow_Jones_industrial_average"", ""increased_by_percentage"", ""0.44_percent""], [""Dow_Jones_industrial_average"", ""reached"", ""9,415.82""]]"
218,"Shares of AstraZeneca AZN.N , Europe 's second biggest drugmaker , rose 3.71 percent to close at $ 43.05 on the New York Stock Exchange .","[[""AstraZeneca"", ""listed_on"", ""New_York_Stock_Exchange""], [""AstraZeneca"", ""is"", ""Europe_second_biggest_drugmaker""], [""AstraZeneca"", ""share_price_closed_at"", ""43.05""]]","Shares of AstraZeneca , Europe ’ s second biggest drug company , rose 3 per cent on the New York Stock Exchange after the news .","[[""AstraZeneca"", ""listed_on"", ""New_York_Stock_Exchange""], [""AstraZeneca"", ""is"", ""Europe_second_biggest_drug_company""], [""AstraZeneca"", ""share_price_rose"", ""3_percent""]]"
219,"Indonesia 's army has often been accused of human rights abuses during GAM 's battle for independence , charges it has generally denied while accusing the separatists of committing rights violations .","[[""Indonesia_army"", ""accused_of"", ""human_rights_abuses""], [""Indonesia_army"", ""denied"", ""human_rights_abuses""], [""GAM"", ""fought_for"", ""independence""], [""GAM"", ""accused_of"", ""rights_violations""], [""Indonesia_army"", ""accused"", ""GAM""]]","Indonesia 's army has been accused of human rights abuses during its earlier battles with GAM , charges it has generally denied .","[[""Indonesia_army"", ""accused_of"", ""human_rights_abuses""], [""Indonesia_army"", ""denied"", ""human_rights_abuses""], [""Indonesia_army"", ""fought_against"", ""GAM""]]"
220,Justice Anthony M. Kennedy also dissented from the dismissal .,"[[""Justice_Anthony_M_Kennedy"", ""dissented_from"", ""dismissal""]]","Justices Anthony Kennedy , Sandra Day O 'Connor and Stephen Breyer dissented .","[[""Justice_Anthony_Kennedy"", ""dissented"", ""decision""], [""Justice_Sandra_Day_O_Connor"", ""dissented"", ""decision""], [""Justice_Stephen_Breyer"", ""dissented"", ""decision""]]"
221,"Coupling , an American version of a hit British comedy , will get the valuable Thursday 9 : 30 p.m. time slot .","[[""Coupling"", ""is"", ""American_version""], [""Coupling"", ""is_version_of"", ""hit_British_comedy""], [""Coupling"", ""will_air_at"", ""Thursday_9_30_p.m.""]]","Coupling , an American version of a hit British comedy , will couple with Friends on Thursdays .","[[""Coupling"", ""is"", ""American_version""], [""Coupling"", ""is_version_of"", ""hit_British_comedy""], [""Coupling"", ""will_air_with"", ""Friends""], [""Coupling"", ""will_air_on"", ""Thursdays""]]"
222,"Turner , who held about 105 million shares before the sale , also transferred 10 million AOL shares to a charitable trust .","[[""Turner"", ""held"", ""105_million_shares""], [""Turner"", ""transferred"", ""10_million_AOL_shares""], [""10_million_AOL_shares"", ""transferred_to"", ""charitable_trust""]]",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .,"[[""Mr._Turner"", ""transferred"", ""10_million_shares""], [""10_million_shares"", ""transferred_to"", ""charitable_trust""]]"
223,"FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations , U.S. officials said on Thursday .","[[""FBI_agents"", ""arrested"", ""former_Ernst_&_Young_partner""], [""former_Ernst_&_Young_partner"", ""charged_with"", ""obstructing_federal_investigations""], [""FBI_agents"", ""part_of"", ""US""], [""Ernst_&_Young"", ""type"", ""Big_Four_accounting_firm""]]",A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations .,"[[""FBI_agents"", ""arrested"", ""former_Ernst_&_Young_partner""], [""former_Ernst_&_Young_partner"", ""charged_with"", ""obstructing_federal_investigations""], [""FBI_agents"", ""located_in"", ""US""], [""Ernst_&_Young"", ""type"", ""accountancy_firm""]]"
224,Republican officials said the advertising buy was proof that Democrats are panicking that they were losing their stature on Medicare .,"[[""Republican_officials"", ""said"", ""advertising_buy_is_proof""], [""advertising_buy"", ""is_proof_of"", ""Democrats_panicking""], [""Democrats"", ""are_panicking_about"", ""losing_stature_on_Medicare""], [""Democrats"", ""losing_stature_on"", ""Medicare""]]",Republican officials said the advertisements were proof that Democrats were panicking about losing their stature on Medicare .,"[[""Republican_officials"", ""said"", ""advertisements_are_proof""], [""advertisements"", ""are_proof_of"", ""Democrats_panicking""], [""Democrats"", ""are_panicking_about"", ""losing_stature_on_Medicare""], [""Democrats"", ""losing_stature_on"", ""Medicare""]]"
225,"As of Wednesday , there were 65 probable SARS cases in the Toronto region .","[[""Toronto_region"", ""has"", ""65_probable_SARS_cases""]]","As of Monday , there were 66 probable cases in and around Toronto , a city of 4 million people .","[[""Toronto"", ""has"", ""66_probable_cases""], [""Toronto"", ""population"", ""4_million_people""]]"
226,"The cards are issued by Mexico 's consulates to its citizens living abroad and show the date of birth , a current photograph and the address of the card holder .","[[""Mexico"", ""issues"", ""cards""], [""cards"", ""show"", ""date_of_birth""], [""cards"", ""show"", ""current_photograph""], [""cards"", ""show"", ""address""], [""cards"", ""issued_to"", ""Mexico_citizens""], [""Mexico_citizens"", ""live"", ""abroad""], [""cards"", ""issued_by"", ""Mexico_consulates""]]","The card is issued by Mexico 's consulates to its citizens living abroad and shows the date of birth , a current photograph and the address of the cardholder .","[[""Mexico"", ""issues"", ""card""], [""card"", ""shows"", ""date_of_birth""], [""card"", ""shows"", ""current_photograph""], [""card"", ""shows"", ""address""], [""card"", ""issued_to"", ""Mexico_citizens""], [""Mexico_citizens"", ""live"", ""abroad""], [""card"", ""issued_by"", ""Mexico_consulates""]]"
227,""" But the First Amendment does not shield fraud , "" Justice Ruth Bader Ginsburg wrote for the court .","[[""First_Amendment"", ""does_not_shield"", ""fraud""], [""Justice_Ruth_Bader_Ginsburg"", ""wrote_for"", ""court""]]",""" The First Amendment does not shield fraud , "" Justice Ruth Bader Ginsburg wrote for the court in Madigan v. Telemarketing Associates , No. 01-1806 .","[[""First_Amendment"", ""does_not_shield"", ""fraud""], [""Justice_Ruth_Bader_Ginsburg"", ""wrote_for"", ""court""], [""Justice_Ruth_Bader_Ginsburg"", ""wrote_in"", ""Madigan_v_Telemarketing_Associates""], [""Madigan_v_Telemarketing_Associates"", ""has_case_number"", ""01-1806""]]"
228,Previously he had seen the grinning mechanic from east Java only on television .,"[[""he"", ""had_seen"", ""grinning_mechanic""], [""grinning_mechanic"", ""from"", ""east_Java""], [""he"", ""seen_on"", ""television""]]","Mr Hughes had seen Amrozi 's face on television , the infamous images of the grinning mechanic from east Java .","[[""Mr_Hughes"", ""had_seen"", ""Amrozi""], [""Amrozi"", ""is"", ""grinning_mechanic""], [""grinning_mechanic"", ""from"", ""east_Java""], [""Mr_Hughes"", ""seen_on"", ""television""]]"
229,"Among Fox viewers , 41 percent describe themselves as Republicans , 24 percent as Democrats and 30 percent as Independents .","[[""Fox_viewers"", ""describe_themselves_as"", ""Republicans""], [""Fox_viewers"", ""describe_themselves_as"", ""Democrats""], [""Fox_viewers"", ""describe_themselves_as"", ""Independents""]]","Among CNN viewers , 29 percent said they were Republicans and 36 percent called themselves conservatives .","[[""CNN_viewers"", ""describe_themselves_as"", ""Republicans""], [""CNN_viewers"", ""describe_themselves_as"", ""conservatives""]]"
230,"The two filed a lawsuit in 1998 , alleging IBM 's staff doctors never warned them that their symptoms could reflect chemical poisoning .","[[""The_two"", ""filed_lawsuit_in"", ""1998""], [""IBM"", ""has"", ""staff_doctors""], [""staff_doctors"", ""never_warned"", ""The_two""], [""The_two"", ""experienced"", ""symptoms""], [""symptoms"", ""could_reflect"", ""chemical_poisoning""]]",The two filed a suit in 1998 and allege they were never warned by IBM 's staff doctors that their symptoms could reflect chemical poisoning .,"[[""The_two"", ""filed_suit_in"", ""1998""], [""IBM"", ""has"", ""staff_doctors""], [""staff_doctors"", ""never_warned"", ""The_two""], [""The_two"", ""experienced"", ""symptoms""], [""symptoms"", ""could_reflect"", ""chemical_poisoning""]]"
231,"Dr. William Winkenwerder , assistant secretary of Defense for health affairs , said the vaccine poses little danger .","[[""Dr._William_Winkenwerder"", ""said"", ""vaccine_poses_little_danger""], [""Dr._William_Winkenwerder"", ""is"", ""assistant_secretary_of_Defense_for_health_affairs""], [""vaccine"", ""poses"", ""little_danger""]]",""" We stand behind this program , "" said Dr. William Winkenwerder , assistant secretary of defense for health affairs .","[[""Dr._William_Winkenwerder"", ""said"", ""stand_behind_program""], [""Dr._William_Winkenwerder"", ""is"", ""assistant_secretary_of_defense_for_health_affairs""]]"
232,"On Jan. 10 , 20-year-old Shawanda Denise McCalister , who also was pregnant , was found bound and strangled in her apartment in the same neighborhood .","[[""Shawanda_Denise_McCalister"", ""found_in"", ""apartment""], [""Shawanda_Denise_McCalister"", ""was"", ""20-year-old""], [""Shawanda_Denise_McCalister"", ""was"", ""pregnant""], [""Shawanda_Denise_McCalister"", ""died_from"", ""strangulation""], [""Shawanda_Denise_McCalister"", ""found_on"", ""Jan_10""]]","On Jan. 1 , Nikia Shanell Kilpatrick , who was pregnant , was found bound and strangled in her apartment .","[[""Nikia_Shanell_Kilpatrick"", ""found_in"", ""apartment""], [""Nikia_Shanell_Kilpatrick"", ""was"", ""pregnant""], [""Nikia_Shanell_Kilpatrick"", ""died_from"", ""strangulation""], [""Nikia_Shanell_Kilpatrick"", ""found_on"", ""Jan_1""]]"
233,"HCA Inc . , the largest U.S. hospital chain , dropped $ 2.21 , or 5.8 percent , to $ 36.14 .","[[""HCA_Inc"", ""is"", ""largest_U_S_hospital_chain""], [""HCA_Inc"", ""dropped"", ""2_21""], [""HCA_Inc"", ""percentage_dropped"", ""5_8_percent""], [""HCA_Inc"", ""final_price"", ""36_14""]]","HCA Inc . ( nyse : HCA - news - people ) , the largest U.S. hospital chain , dropped $ 1.21 , or 3.2 percent , to $ 37.14 .","[[""HCA_Inc"", ""is"", ""largest_U_S_hospital_chain""], [""HCA_Inc"", ""dropped"", ""1_21""], [""HCA_Inc"", ""percentage_dropped"", ""3_2_percent""], [""HCA_Inc"", ""final_price"", ""37_14""]]"
234,"The men were immediately flown to nearby Botswana on a chartered Air Malawi flight , Malawi intelligence officials said on condition of anonymity .","[[""men"", ""flown_to"", ""Botswana""], [""men"", ""flown_on"", ""Air_Malawi""], [""Air_Malawi"", ""chartered_by"", ""Malawi_intelligence_officials""]]","The men were flown to nearby Botswana on an Air Malawi flight , the officials said .","[[""men"", ""flown_to"", ""Botswana""], [""men"", ""flown_on"", ""Air_Malawi""]]"
235,"The key vote Thursday came on the dividend tax provision offered by Sen. Don Nickles , R-Oklahoma .","[[""Sen_Don_Nickles"", ""offered"", ""dividend_tax_provision""], [""dividend_tax_provision"", ""location"", ""Oklahoma""], [""Sen_Don_Nickles"", ""from"", ""Oklahoma""]]",The key vote Thursday was on a provision that temporarily eliminates the dividend tax .,"[[""provision"", ""temporarily_eliminated"", ""dividend_tax""]]"
236,"The book , called "" Lies and the Lying Liars Who Tell Them : A Fair and Balanced Look at the Right , "" hits stores this weekend .","[[""Lies_and_the_Lying_Liars_Who_Tell_Them"", ""hits_stores_in"", ""this_weekend""]]","Fox was seeking an injunction to halt distribution of "" Lies and the Lying Liars Who Tell Them : A Fair and Balanced Look at the Right . ""","[[""Fox"", ""sought_injunction_against"", ""Lies_and_the_Lying_Liars_Who_Tell_Them""], [""Lies_and_the_Lying_Liars_Who_Tell_Them"", ""had_distribution_halted_by"", ""Fox""]]"
237,Analysts have estimated that Vivendi Uni could fetch $ 12 billion- $ 14 billion for VUE .,"[[""Vivendi_Uni"", ""could_fetch"", ""$12_billion-$14_billion""], [""Vivendi_Uni"", ""seller_of"", ""VUE""]]",Analysts have estimated that the two networks could fetch as much as $ 7 billion .,"[[""Analysts"", ""estimated"", ""two_networks""], [""two_networks"", ""could_fetch"", ""$7_billion""]]"
238,This Palm OS smart phone is the last product the company will release before it becomes a part of palmOne .,"[[""Palm_OS_smart_phone"", ""is_product_of"", ""company""], [""company"", ""will_become_part_of"", ""palmOne""]]",This was almost certainly its last full quarter before the company becomes a part of Palm .,"[[""company"", ""will_become_part_of"", ""Palm""]]"
239,Goold said reporters ' calls to Peterson may have been monitored .,"[[""Goold"", ""said"", ""reporters""], [""reporters"", ""made_calls_to"", ""Peterson""], [""calls_to_Peterson"", ""may_have_been"", ""monitored""]]",Prosecutors said interviews Peterson gave reporters may have been monitored in case the fertilizer salesman confessed .,"[[""Prosecutors"", ""said"", ""interviews""], [""interviews"", ""given_by"", ""Peterson""], [""interviews"", ""given_to"", ""reporters""], [""interviews"", ""may_have_been"", ""monitored""], [""Peterson"", ""is"", ""fertilizer_salesman""]]"
240,Officials at Mortazavi 's office and the judiciary declined to respond to Reuters ' requests for comment on the accusations .,"[[""Mortazavi"", ""has_office"", ""Mortazavi_office""], [""Mortazavi_office"", ""declined_to_respond_to"", ""Reuters""], [""Judiciary"", ""declined_to_respond_to"", ""Reuters""], [""Reuters"", ""made_requests_to"", ""Mortazavi_office""], [""Reuters"", ""made_requests_to"", ""Judiciary""]]",Judiciary officials did not immediately respond to Reuters ' requests for comment on the criticism of Mortazavi 's appointment .,"[[""Judiciary_officials"", ""did_not_respond_to"", ""Reuters""], [""Reuters"", ""made_requests_for_comment_on"", ""Mortazavi_appointment""], [""Mortazavi"", ""has_appointment"", ""Mortazavi_appointment""], [""Judiciary_officials"", ""received_requests_from"", ""Reuters""]]"
241,"In three years , Lend Lease has slipped from a top-five stock , when its share price was around $ 24 , to 37th .","[[""Lend_Lease"", ""slipped_from"", ""top-five_stock""], [""Lend_Lease"", ""had_share_price"", ""$24""], [""Lend_Lease"", ""slipped_to"", ""37th""]]","In the space of three years , Lend Lease has slipped from a top-five 5 stock when its share price hovered around $ 24 to 37th on the list .","[[""Lend_Lease"", ""slipped_from"", ""top-five_stock""], [""Lend_Lease"", ""had_share_price"", ""$24""], [""Lend_Lease"", ""slipped_to"", ""37th""]]"
242,Emmy and Golden Globe Award-winners James Brolin and Judy Davis star as Ronald and Nancy Reagan in The Reagans .,"[[""James_Brolin"", ""stars_as"", ""Ronald_Reagan""], [""Judy_Davis"", ""stars_as"", ""Nancy_Reagan""], [""James_Brolin"", ""is"", ""Emmy_and_Golden_Globe_Award_winner""], [""Judy_Davis"", ""is"", ""Emmy_and_Golden_Globe_Award_winner""], [""The_Reagans"", ""features"", ""James_Brolin""], [""The_Reagans"", ""features"", ""Judy_Davis""]]",James Brolin and Judy Davis play Ronald and Nancy Reagan in the CBS film .,"[[""James_Brolin"", ""plays"", ""Ronald_Reagan""], [""Judy_Davis"", ""plays"", ""Nancy_Reagan""], [""James_Brolin"", ""is_in"", ""CBS_film""], [""Judy_Davis"", ""is_in"", ""CBS_film""], [""CBS_film"", ""features"", ""James_Brolin""], [""CBS_film"", ""features"", ""Judy_Davis""]]"
243,And they think the protein probably is involved in the spread of other forms of cancer .,"[[""protein"", ""involved_in"", ""spread_of_cancer""], [""cancer"", ""has_form"", ""other_forms_of_cancer""]]",They researchers say the research could be relevant to other forms of cancer .,"[[""research"", ""relevant_to"", ""other_forms_of_cancer""], [""cancer"", ""has_form"", ""other_forms_of_cancer""]]"
244,"The association said 28.2 million DVDs were rented in the week that ended June 15 , compared with 27.3 million VHS cassettes .","[[""association"", ""said"", ""28.2_million_DVDs_rented""], [""28.2_million_DVDs"", ""rented_in"", ""week_ended_June_15""], [""28.2_million_DVDs"", ""compared_to"", ""27.3_million_VHS_cassettes""]]","The Video Software Dealers Association said 28.2 million DVDs were rented out last week , compared to 27.3 million VHS cassettes .","[[""Video_Software_Dealers_Association"", ""said"", ""28.2_million_DVDs_rented""], [""28.2_million_DVDs"", ""rented_out_in"", ""last_week""], [""28.2_million_DVDs"", ""compared_to"", ""27.3_million_VHS_cassettes""]]"
245,"They note that after several weeks of rallies on upbeat earnings , investors are looking for stronger evidence of a recovery before sending stocks higher .","[[""investors"", ""looking_for"", ""stronger_evidence""], [""stronger_evidence"", ""of"", ""recovery""], [""recovery"", ""before"", ""sending_stocks_higher""], [""investors"", ""sending"", ""stocks_higher""], [""rallies"", ""on"", ""upbeat_earnings""]]","After several weeks of market rallies on upbeat earnings , many investors are looking for more concrete signs of an economic recovery .","[[""investors"", ""looking_for"", ""concrete_signs""], [""concrete_signs"", ""of"", ""economic_recovery""], [""market_rallies"", ""on"", ""upbeat_earnings""]]"
246,DeVries did make one stop in town Wednesday - registering as a sex offender at the Soledad Police Department .,"[[""DeVries"", ""registered_at"", ""Soledad_Police_Department""], [""DeVries"", ""is"", ""sex_offender""]]",Convicted child molester Brian DeVries spoke out in response to community outrage Wednesday afternoon after registering as a sex offender at the Soledad Police Department .,"[[""Brian_DeVries"", ""registered_at"", ""Soledad_Police_Department""], [""Brian_DeVries"", ""is"", ""convicted_child_molester""], [""Brian_DeVries"", ""responded_to"", ""community_outrage""]]"
247,He acted as an international executive producer on Who Wants to be a Millionaire and The Weakest Link .,"[[""TV_Producer"", ""acted_as"", ""international_executive_producer""], [""TV_Producer"", ""worked_on"", ""Who_Wants_to_be_a_Millionaire""], [""TV_Producer"", ""worked_on"", ""The_Weakest_Link""]]",A Melbourne TV producer who worked on shows including Who Wants To Be a Millionaire ?,"[[""Melbourne_TV_producer"", ""worked_on"", ""Who_Wants_To_Be_a_Millionaire""]]"
248,Time magazine named the American soldier its Person of the Year for 2003 .,"[[""Time_magazine"", ""named"", ""American_Soldier""], [""American_Soldier"", ""Person_of_the_Year"", ""2003""]]",The American Soldier was first selected as Times Person of the Year during the Korean War in 1950 .,"[[""Time_magazine"", ""selected"", ""American_Soldier""], [""American_Soldier"", ""Person_of_the_Year"", ""1950""], [""American_Soldier"", ""selected_during"", ""Korean_War""]]"
249,"Earlier Friday , Taiwan reported 55 new cases but no new deaths .","[[""Taiwan"", ""reported"", ""55_new_cases""], [""Taiwan"", ""reported"", ""no_new_deaths""]]","Yesterday , Taiwan reported 65 new cases , its biggest one-day increase yet .","[[""Taiwan"", ""reported"", ""65_new_cases""], [""65_new_cases"", ""is"", ""biggest_one-day_increase""]]"
250,""" Instead of pursuing the most imminent and real threats to our future -- terrorism -- this Bush administration chose to settle old scores , "" he said .","[[""Bush_administration"", ""chose_to_settle"", ""old_scores""], [""Bush_administration"", ""did_not_pursue"", ""terrorism""]]",""" Instead of pursuing the most imminent and real threats - international terrorists , "" Graham said , "" this Bush administration chose to settle old scores . ""","[[""Bush_administration"", ""chose_to_settle"", ""old_scores""], [""Bush_administration"", ""did_not_pursue"", ""international_terrorists""], [""Graham"", ""said"", ""statement""]]"
251,"Proving that the Millville son 's sacrifice would not go unsung , Mayor James Quinn ordered all city flags flown at half-mast for the next 30 days .","[[""Millville"", ""location_of"", ""Mayor_James_Quinn""], [""Mayor_James_Quinn"", ""ordered"", ""city_flags""], [""city_flags"", ""flown_at"", ""half-mast""], [""city_flags"", ""duration"", ""30_days""]]","In Millville yesterday , Mayor James Quinn ordered all city flags flown at half-staff for the next 30 days .","[[""Millville"", ""location_of"", ""Mayor_James_Quinn""], [""Mayor_James_Quinn"", ""ordered"", ""city_flags""], [""city_flags"", ""flown_at"", ""half-staff""], [""city_flags"", ""duration"", ""30_days""]]"
252,"Police searched Tanzi 's home near Parma on Wednesday , and prosecutors had sought to interrogate him that day only to find he had left Italy for an undisclosed foreign country .","[[""Police"", ""searched"", ""Tanzi""], [""Tanzi"", ""lived_near"", ""Parma""], [""Prosecutors"", ""sought_to_interrogate"", ""Tanzi""], [""Tanzi"", ""left_for"", ""undisclosed_foreign_country""], [""Tanzi"", ""left"", ""Italy""]]","Magistrates searched Tanzi 's home near Parma on Wednesday and tried to question him the same day , only to find he had left Italy for an undisclosed foreign country .","[[""Magistrates"", ""searched"", ""Tanzi""], [""Tanzi"", ""lived_near"", ""Parma""], [""Magistrates"", ""tried_to_question"", ""Tanzi""], [""Tanzi"", ""left_for"", ""undisclosed_foreign_country""], [""Tanzi"", ""left"", ""Italy""]]"
253,"When a mechanic found 33 pounds of marijuana in a secret compartment , Rodriguez agreed they should notify police , who then arrested him .","[[""mechanic"", ""found"", ""33_pounds_of_marijuana""], [""33_pounds_of_marijuana"", ""located_in"", ""secret_compartment""], [""Rodriguez"", ""agreed_to_notify"", ""police""], [""police"", ""arrested"", ""Rodriguez""]]","After a mechanic found 33 pounds of marijuana in a secret compartment , Rodriguez , who was at the auto shop , agreed they should notify police .","[[""mechanic"", ""found"", ""33_pounds_of_marijuana""], [""33_pounds_of_marijuana"", ""located_in"", ""secret_compartment""], [""Rodriguez"", ""agreed_to_notify"", ""police""], [""Rodriguez"", ""was_at"", ""auto_shop""]]"
254,"Another million barrels , bought by Spanish refiner Cepsa SA , was to be loaded onto a Spanish tanker , the Sandra Tapias .","[[""Cepsa_SA"", ""bought"", ""another_million_barrels""], [""another_million_barrels"", ""to_be_loaded_onto"", ""Sandra_Tapias""], [""Sandra_Tapias"", ""is"", ""Spanish_tanker""]]","A Spanish tanker , Sandra Tapias , was to be loaded with another million barrels , bought by Spanish refiner Cepsa SA , in the afternoon .","[[""Cepsa_SA"", ""bought"", ""another_million_barrels""], [""another_million_barrels"", ""to_be_loaded_onto"", ""Sandra_Tapias""], [""Sandra_Tapias"", ""is"", ""Spanish_tanker""]]"
255,"The agreement between architect Daniel Libeskind and representatives of developer Larry Silverstein gives architect David Childs the lead role in developing the "" Freedom Tower . ""","[[""Daniel_Libeskind"", ""agreement_with"", ""Larry_Silverstein""], [""Daniel_Libeskind"", ""agreement_gives_lead_role_to"", ""David_Childs""], [""David_Childs"", ""lead_role_in"", ""Freedom_Tower""], [""Freedom_Tower"", ""developer"", ""Larry_Silverstein""]]","The collaboration gives architect David Childs , who has done extensive work with Silverstein , the lead role in developing the tower , which is to be the world 's tallest .","[[""David_Childs"", ""collaboration_with"", ""Silverstein""], [""David_Childs"", ""lead_role_in"", ""tower""], [""tower"", ""will_be"", ""world_tallest""], [""David_Childs"", ""done_extensive_work_with"", ""Silverstein""]]"
