id,paragraph_1,kg_1,paragraph_2,kg_2
207,"From 1888 to 1913 , he was chairman of the Highfields Divisional Board and , from 1915 to 1917 , Chairman of the Highfields Shire Council .","[[""Chairman"", ""was_chairman_of"", ""Highfields_Divisional_Board""], [""Highfields_Divisional_Board"", ""term_started"", ""1888""], [""Highfields_Divisional_Board"", ""term_ended"", ""1913""], [""Chairman"", ""was_Chairman_of"", ""Highfields_Shire_Council""], [""Highfields_Shire_Council"", ""term_started"", ""1915""], [""Highfields_Shire_Council"", ""term_ended"", ""1917""]]","From 1888 to 1913 , he was chairman of the Highfields Shire Council and , from 1915 to 1917 , Chairman of the Highfields Divisional Board .","[[""Chairman"", ""was_chairman_of"", ""Highfields_Shire_Council""], [""Highfields_Shire_Council"", ""term_started"", ""1888""], [""Highfields_Shire_Council"", ""term_ended"", ""1913""], [""Chairman"", ""was_Chairman_of"", ""Highfields_Divisional_Board""], [""Highfields_Divisional_Board"", ""term_started"", ""1915""], [""Highfields_Divisional_Board"", ""term_ended"", ""1917""]]"
208,The Edmonton Oilers became the first National Hockey League team in Alberta when they were absorbed by the NHL than the WHA Fold .,"[[""Edmonton_Oilers"", ""became"", ""first_NHL_team_in_Alberta""], [""Edmonton_Oilers"", ""absorbed_by"", ""NHL""]]",The Edmonton Oilers became the first National Hockey League team in Alberta as they were absorbed by the NHL when the WHA folded .,"[[""Edmonton_Oilers"", ""became"", ""first_NHL_team_in_Alberta""], [""Edmonton_Oilers"", ""absorbed_by"", ""NHL""]]"
209,"A large carnival offers '' chirigotas '' , costumed groups that sing in a humorous way of current events .","[[""carnival"", ""offers"", ""chirigotas""], [""chirigotas"", ""are"", ""costumed_groups""], [""chirigotas"", ""sing_about"", ""current_events""]]","A costumed carnival showing `` chirigotas '' , large groups that sing in a humorous way of current events .","[[""carnival"", ""shows"", ""chirigotas""], [""chirigotas"", ""are"", ""costumed_groups""], [""chirigotas"", ""sing_about"", ""current_events""]]"
210,"Traditionally , Drumgoon has always worn a yellow jersey , shorts and socks with a blue trim .","[[""Drumgoon"", ""worn"", ""yellow_jersey""], [""Drumgoon"", ""worn"", ""yellow_shorts""], [""Drumgoon"", ""worn"", ""yellow_socks""], [""yellow_jersey"", ""has_trim"", ""blue""], [""yellow_shorts"", ""has_trim"", ""blue""], [""yellow_socks"", ""has_trim"", ""blue""]]","Traditionally Drumgoon have always worn a yellow jersey , shorts and socks with a blue trim .","[[""Drumgoon"", ""worn"", ""yellow_jersey""], [""Drumgoon"", ""worn"", ""yellow_shorts""], [""Drumgoon"", ""worn"", ""yellow_socks""], [""yellow_jersey"", ""has_trim"", ""blue""], [""yellow_shorts"", ""has_trim"", ""blue""], [""yellow_socks"", ""has_trim"", ""blue""]]"
211,"In 1776 , the Salem Militia used Charlotte County and White Creek as its bases .","[[""Salem_Militia"", ""used_as_base"", ""Charlotte_County""], [""Salem_Militia"", ""used_as_base"", ""White_Creek""]]",The Charlotte County and White Creek militia used Salem as its base in 1776 .,"[[""Charlotte_County_and_White_Creek_militia"", ""used_as_base"", ""Salem""], [""Charlotte_County_and_White_Creek_militia"", ""active_in"", ""1776""]]"
212,It was also recorded by the Royal Canadians and their Guy Lombardo Orchestra and the vocal group The Three Suns in the United States .,"[[""Royal_Canadians"", ""recorded_with"", ""Guy_Lombardo_Orchestra""], [""Royal_Canadians"", ""recorded_with"", ""The_Three_Suns""], [""Guy_Lombardo_Orchestra"", ""location"", ""United_States""], [""The_Three_Suns"", ""location"", ""United_States""]]",It was also recorded by Guy Lombardo and His Royal Canadians Orchestra and the vocal group The Three Suns in the United States .,"[[""Guy_Lombardo"", ""leads"", ""Royal_Canadians_Orchestra""], [""Royal_Canadians_Orchestra"", ""recorded_with"", ""The_Three_Suns""], [""Royal_Canadians_Orchestra"", ""location"", ""United_States""], [""The_Three_Suns"", ""location"", ""United_States""]]"
213,"The states that took part in this study were Aguascalientes , Chiapas , Chihuahua , Durango , Guerrero , Jalisco , Oaxaca , Sinaloa , Veracruz and Yucatan .","[[""Aguascalientes"", ""part_of"", ""study""], [""Chiapas"", ""part_of"", ""study""], [""Chihuahua"", ""part_of"", ""study""], [""Durango"", ""part_of"", ""study""], [""Guerrero"", ""part_of"", ""study""], [""Jalisco"", ""part_of"", ""study""], [""Oaxaca"", ""part_of"", ""study""], [""Sinaloa"", ""part_of"", ""study""], [""Veracruz"", ""part_of"", ""study""], [""Yucatan"", ""part_of"", ""study""]]","The states that participated in this study were Aguascalientes , Chiapas , Chihuahua , Durango , Guerrero , Jalisco , Oaxaca , Sinaloa , Veracruz and Yucatan .","[[""Aguascalientes"", ""part_of"", ""study""], [""Chiapas"", ""part_of"", ""study""], [""Chihuahua"", ""part_of"", ""study""], [""Durango"", ""part_of"", ""study""], [""Guerrero"", ""part_of"", ""study""], [""Jalisco"", ""part_of"", ""study""], [""Oaxaca"", ""part_of"", ""study""], [""Sinaloa"", ""part_of"", ""study""], [""Veracruz"", ""part_of"", ""study""], [""Yucatan"", ""part_of"", ""study""]]"
214,Banknotes printed by the three commercial banks are issued in Hong Kong by Hong Kong Note Printing Limited .,"[[""Hong_Kong_Note_Printing_Limited"", ""issues"", ""banknotes""], [""banknotes"", ""printed_by"", ""commercial_banks""], [""banknotes"", ""issued_in"", ""Hong_Kong""]]",The banknotes printed by the three commercial banks are issued in Hong Kong by the Hong Kong Note Printing Limited .,"[[""Hong_Kong_Note_Printing_Limited"", ""issues"", ""banknotes""], [""banknotes"", ""printed_by"", ""commercial_banks""], [""banknotes"", ""issued_in"", ""Hong_Kong""]]"
215,"In the above example , the topological statement is that the 3rd homotopy group is of three spheres .","[[""3rd_homotopy_group"", ""is_of"", ""three_spheres""]]","In the 3rd example , the above statement is that the topological homotopy group of the three sphere is","[[""topological_homotopy_group"", ""is_of"", ""three_sphere""]]"
216,Albion may refer to the following places in the U.S. state of New York :,"[[""Albion"", ""located_in"", ""New_York""]]",Albion may refer to the following places in the US state of New York :,"[[""Albion"", ""located_in"", ""New_York""]]"
217,"During 1942 , `` Whitehall '' was `` adopted '' by the civil community of Cheltenham , Gloucestershire , in a Warship Week national savings campaign .","[[""Whitehall"", ""adopted_by"", ""Cheltenham""], [""Cheltenham"", ""location"", ""Gloucestershire""], [""Whitehall"", ""part_of"", ""Warship_Week""], [""Warship_Week"", ""purpose"", ""national_savings_campaign""]]","In 1942 , `` Whitehall '' was adopted by the civil community of Cheltenham , Gloucestershire , in a national savings campaign of the warship - week `` .","[[""Whitehall"", ""adopted_by"", ""Cheltenham""], [""Cheltenham"", ""location"", ""Gloucestershire""], [""Whitehall"", ""part_of"", ""Warship_Week""], [""Warship_Week"", ""purpose"", ""national_savings_campaign""]]"
218,"Suman Chatterjee , recorded a number of albums between 1992 and 1999 under the name Suman Chattopaddhyay or Kabir Suman .","[[""Suman_Chatterjee"", ""recorded"", ""albums""], [""albums"", ""recorded_between"", ""1992""], [""albums"", ""recorded_between"", ""1999""], [""Suman_Chatterjee"", ""also_known_as"", ""Suman_Chattopaddhyay""], [""Suman_Chatterjee"", ""also_known_as"", ""Kabir_Suman""]]",Suman Chatterjee recorded several albums under the name of Suman Chattopaddhyay or Kabir Suman between 1992 and 1999 .,"[[""Suman_Chatterjee"", ""recorded"", ""albums""], [""albums"", ""recorded_between"", ""1992""], [""albums"", ""recorded_between"", ""1999""], [""Suman_Chatterjee"", ""also_known_as"", ""Suman_Chattopaddhyay""], [""Suman_Chatterjee"", ""also_known_as"", ""Kabir_Suman""]]"
219,"It is found in Australia , where it has been recorded from New South Wales , Queensland and South Australia .","[[""It"", ""found_in"", ""Australia""], [""It"", ""recorded_in"", ""New_South_Wales""], [""It"", ""recorded_in"", ""Queensland""], [""It"", ""recorded_in"", ""South_Australia""]]","It is found in Australia , where it was recorded from New South Wales , Queensland and South Australia .","[[""It"", ""found_in"", ""Australia""], [""It"", ""recorded_in"", ""New_South_Wales""], [""It"", ""recorded_in"", ""Queensland""], [""It"", ""recorded_in"", ""South_Australia""]]"
220,"Cicimli ( also Cimcimli , Dzhidzhimli , Dzhidzhimli Pervyye and Dzhidzhimli Vtorye ) is a village in Azerbaijan , Lachin Rayon .","[[""Cicimli"", ""is"", ""village""], [""Cicimli"", ""location"", ""Azerbaijan""], [""Cicimli"", ""location"", ""Lachin_Rayon""], [""Cicimli"", ""also_known_as"", ""Cimcimli""], [""Cicimli"", ""also_known_as"", ""Dzhidzhimli""], [""Cicimli"", ""also_known_as"", ""Dzhidzhimli_Pervyye""], [""Cicimli"", ""also_known_as"", ""Dzhidzhimli_Vtorye""]]","Cicimli ( also , Cimcimli , Dzhidzhimli , Dzhidzhimli Pervyye , and Dzhidzhimli Vtorye ) is a village in the Azerbaijan of Lachin Rayon .","[[""Cicimli"", ""is"", ""village""], [""Cicimli"", ""location"", ""Azerbaijan""], [""Cicimli"", ""location"", ""Lachin_Rayon""], [""Cicimli"", ""also_known_as"", ""Cimcimli""], [""Cicimli"", ""also_known_as"", ""Dzhidzhimli""], [""Cicimli"", ""also_known_as"", ""Dzhidzhimli_Pervyye""], [""Cicimli"", ""also_known_as"", ""Dzhidzhimli_Vtorye""]]"
221,"In the most luxurious buildings in Rome and in the most important villas of Herculaneum and Pompeii , cast glass windows appeared , albeit with poor optical qualities .","[[""Rome"", ""has"", ""luxurious_buildings""], [""Herculaneum"", ""has"", ""important_villas""], [""Pompeii"", ""has"", ""important_villas""], [""cast_glass_windows"", ""appeared_in"", ""luxurious_buildings""], [""cast_glass_windows"", ""appeared_in"", ""important_villas""], [""cast_glass_windows"", ""have"", ""poor_optical_qualities""]]","Cast glass windows , albeit with poor optical qualities , began to appear in the most important buildings in Rome and the most luxurious villas of Herculaneum and Pompeii .","[[""Rome"", ""has"", ""important_buildings""], [""Herculaneum"", ""has"", ""luxurious_villas""], [""Pompeii"", ""has"", ""luxurious_villas""], [""cast_glass_windows"", ""appeared_in"", ""important_buildings""], [""cast_glass_windows"", ""appeared_in"", ""luxurious_villas""], [""cast_glass_windows"", ""have"", ""poor_optical_qualities""]]"
222,"General De Gaulle on the other hand was less impressed , dismissing her recommendations and only half reading most of her reports .","[[""General_De_Gaulle"", ""was_less_impressed_by"", ""her_recommendations""], [""General_De_Gaulle"", ""dismissed"", ""her_recommendations""], [""General_De_Gaulle"", ""read"", ""half_of_her_reports""]]","On the other hand , General De Gaulle was less impressed , rejected her recommendations and read only half most of her reports .","[[""General_De_Gaulle"", ""was_less_impressed_by"", ""her_recommendations""], [""General_De_Gaulle"", ""rejected"", ""her_recommendations""], [""General_De_Gaulle"", ""read"", ""half_of_her_reports""]]"
223,"He has played at the festivals in Vienna , Holland , Oregon , Tanglewood , Edinburgh , Marlboro Bach and Carmel Bach .","[[""He"", ""played_at"", ""Vienna""], [""He"", ""played_at"", ""Holland""], [""He"", ""played_at"", ""Oregon""], [""He"", ""played_at"", ""Tanglewood""], [""He"", ""played_at"", ""Edinburgh""], [""He"", ""played_at"", ""Marlboro_Bach""], [""He"", ""played_at"", ""Carmel_Bach""]]","He performed at the festivals of Edinburgh , Marlboro , Tanglewood , Vienna , Holland , Oregon Bach and Carmel Bach .","[[""He"", ""performed_at"", ""Edinburgh""], [""He"", ""performed_at"", ""Marlboro""], [""He"", ""performed_at"", ""Tanglewood""], [""He"", ""performed_at"", ""Vienna""], [""He"", ""performed_at"", ""Holland""], [""He"", ""performed_at"", ""Oregon_Bach""], [""He"", ""performed_at"", ""Carmel_Bach""]]"
224,"The national organisation was organized under Draft Bylaws in March 1979 and was officially founded in March 1980 in Kansas City , Missouri .","[[""national_organisation"", ""organized_under"", ""Draft_Bylaws""], [""national_organisation"", ""founded_in"", ""March_1980""], [""national_organisation"", ""location"", ""Kansas_City""], [""Kansas_City"", ""location"", ""Missouri""]]","The national organization was founded in March 1979 under Draft Bylaws . PAS was officially organized in March 1980 in Kansas City , Missouri .","[[""national_organization"", ""founded_in"", ""March_1979""], [""national_organization"", ""founded_under"", ""Draft_Bylaws""], [""PAS"", ""organized_in"", ""March_1980""], [""PAS"", ""location"", ""Kansas_City""], [""Kansas_City"", ""location"", ""Missouri""]]"
225,The screenplay by Frederick Knott and Jane-Howard Carrington is based on the 1966 play by Robert Carrington .,"[[""Frederick_Knott"", ""co_wrote_screenplay_with"", ""Jane_Howard_Carrington""], [""screenplay"", ""based_on"", ""1966_play""], [""1966_play"", ""written_by"", ""Robert_Carrington""]]",The screenplay by Robert Carrington and Jane-Howard Carrington was based on the 1966 play by Frederick Knott .,"[[""Robert_Carrington"", ""co_wrote_screenplay_with"", ""Jane_Howard_Carrington""], [""screenplay"", ""based_on"", ""1966_play""], [""1966_play"", ""written_by"", ""Frederick_Knott""]]"
226,"The family is very religious and , at the age of 12 , Géneviève joined the Protestant choir of her junior church .","[[""Géneviève"", ""joined_at_age"", ""12""], [""Géneviève"", ""joined"", ""Protestant_choir""], [""Protestant_choir"", ""part_of"", ""junior_church""], [""Géneviève"", ""part_of"", ""family""], [""family"", ""is"", ""religious""]]",The family is very religious and at the age of 12 Géneviève joined her protestant church 's junior choir .,"[[""Géneviève"", ""joined_at_age"", ""12""], [""Géneviève"", ""joined"", ""junior_choir""], [""junior_choir"", ""part_of"", ""protestant_church""], [""Géneviève"", ""part_of"", ""family""], [""family"", ""is"", ""religious""]]"
227,"The event draws tourists and participants from all areas of the California coast , Washington and Oregon .","[[""event"", ""draws"", ""tourists""], [""event"", ""draws"", ""participants""], [""tourists"", ""from"", ""California_coast""], [""participants"", ""from"", ""California_coast""], [""tourists"", ""from"", ""Washington""], [""participants"", ""from"", ""Washington""], [""tourists"", ""from"", ""Oregon""], [""participants"", ""from"", ""Oregon""]]","The event attracts tourists and participants from all areas of the California coast , Washington and Oregon .","[[""event"", ""attracts"", ""tourists""], [""event"", ""attracts"", ""participants""], [""tourists"", ""from"", ""California_coast""], [""participants"", ""from"", ""California_coast""], [""tourists"", ""from"", ""Washington""], [""participants"", ""from"", ""Washington""], [""tourists"", ""from"", ""Oregon""], [""participants"", ""from"", ""Oregon""]]"
228,"The show was initiated by Peter Weil , produced by Barraclough Carey Productions .","[[""Peter_Weil"", ""initiated"", ""The_show""], [""Barraclough_Carey_Productions"", ""produced"", ""The_show""]]",The show was produced by Peter Weil and initiated by Barraclough Carey Productions .,"[[""Peter_Weil"", ""produced"", ""The_show""], [""Barraclough_Carey_Productions"", ""initiated"", ""The_show""]]"
229,"When the Florentine Republic fell in 1530 , Volterra came under the control of the Medici family and later followed the history of the Grand Duchy of Tuscany .","[[""Volterra"", ""came_under_control_of"", ""Medici_family""], [""Volterra"", ""followed"", ""Grand_Duchy_of_Tuscany""], [""Florentine_Republic"", ""fell_in"", ""1530""]]","When the Florentine Republic fell in 1530 , Volterra came under the control of the Medici family and later the history of the Grand Duchy of Tuscany .","[[""Volterra"", ""came_under_control_of"", ""Medici_family""], [""Volterra"", ""followed"", ""Grand_Duchy_of_Tuscany""], [""Florentine_Republic"", ""fell_in"", ""1530""]]"
230,Iaquinta confronted Mitch Clarke at UFC 173 on 24 May 2014 .,"[[""Iaquinta"", ""confronted"", ""Mitch_Clarke""], [""Iaquinta"", ""fought_at"", ""UFC_173""], [""UFC_173"", ""occurred_on"", ""May_24_2014""]]","Mitch Clarke faced Iaquinta at UFC 173 on May 24 , 2014 .","[[""Mitch_Clarke"", ""faced"", ""Iaquinta""], [""Mitch_Clarke"", ""fought_at"", ""UFC_173""], [""UFC_173"", ""occurred_on"", ""May_24_2014""]]"
231,The Stejaru or Zlatcu River is a left tributary of the river Vedea in Romania and flows near Vedea into the Tecuci River .,"[[""Stejaru_River"", ""is_also_known_as"", ""Zlatcu_River""], [""Stejaru_River"", ""location"", ""Romania""], [""Stejaru_River"", ""is_tributary_of"", ""Vedea_River""], [""Stejaru_River"", ""flows_near"", ""Vedea""], [""Stejaru_River"", ""flows_into"", ""Tecuci_River""]]",The Stejaru or Zlatcu River is a left tributary of the river Vedea in Romania . It discharges into the Tecuci River near Vedea .,"[[""Stejaru_River"", ""is_also_known_as"", ""Zlatcu_River""], [""Stejaru_River"", ""location"", ""Romania""], [""Stejaru_River"", ""is_tributary_of"", ""Vedea_River""], [""Stejaru_River"", ""discharges_into"", ""Tecuci_River""], [""Tecuci_River"", ""location"", ""near_Vedea""]]"
232,This introduction to travel began a lifelong passion that led her to study in the remote areas of Alaska and British Columbia .,"[[""her"", ""began"", ""introduction_to_travel""], [""introduction_to_travel"", ""led_to"", ""lifelong_passion""], [""lifelong_passion"", ""led_to"", ""study""], [""study"", ""location"", ""Alaska""], [""study"", ""location"", ""British_Columbia""]]",This introduction to the journey began with a lifelong passion that led her to study in the remote areas of Alaska and British Columbia .,"[[""her"", ""began"", ""introduction_to_journey""], [""introduction_to_journey"", ""led_to"", ""lifelong_passion""], [""lifelong_passion"", ""led_to"", ""study""], [""study"", ""location"", ""Alaska""], [""study"", ""location"", ""British_Columbia""]]"
233,Jackson Township is located in the 4th Congressional District and is part of the 12th State Legislative District of New Jersey .,"[[""Jackson_Township"", ""location"", ""4th_Congressional_District""], [""Jackson_Township"", ""part_of"", ""12th_State_Legislative_District""], [""12th_State_Legislative_District"", ""location"", ""New_Jersey""]]",Jackson Township is located in the 12th Congressional District and is part of New Jersey 's 4th state legislative district .,"[[""Jackson_Township"", ""location"", ""12th_Congressional_District""], [""Jackson_Township"", ""part_of"", ""4th_state_legislative_district""], [""4th_state_legislative_district"", ""location"", ""New_Jersey""]]"
234,"When Ortona was connected to Lanciano in 1818 , Campli was assigned to the Diocese of Teramo .","[[""Ortona"", ""connected_to"", ""Lanciano""], [""Campli"", ""assigned_to"", ""Diocese_of_Teramo""]]","When , in 1818 , Ortona was assigned to Lanciano , Campli was joined to the diocese of Teramo .","[[""Ortona"", ""assigned_to"", ""Lanciano""], [""Campli"", ""joined_to"", ""Diocese_of_Teramo""]]"
235,Atilia Caucidia Tertulla ( flourished 2nd century ) was an aristocratic woman from Ancient Roman society .,"[[""Atilia_Caucidia_Tertulla"", ""flourished_in"", ""2nd_century""], [""Atilia_Caucidia_Tertulla"", ""was"", ""aristocratic_woman""], [""Atilia_Caucidia_Tertulla"", ""from"", ""Ancient_Roman_society""]]",Atilia Caucidia Tertulla ( flourishing 2nd century ) was an aristocratic woman from ancient Roman society .,"[[""Atilia_Caucidia_Tertulla"", ""flourishing_in"", ""2nd_century""], [""Atilia_Caucidia_Tertulla"", ""was"", ""aristocratic_woman""], [""Atilia_Caucidia_Tertulla"", ""from"", ""ancient_Roman_society""]]"
236,He has also played for the Green Bay Packers and was part of the Super Bowl XLV winning team over the Pittsburgh Steelers .,"[[""Player"", ""played_for"", ""Green_Bay_Packers""], [""Player"", ""was_part_of"", ""Super_Bowl_XLV_winning_team""], [""Super_Bowl_XLV_winning_team"", ""won_over"", ""Pittsburgh_Steelers""]]",He also played for the Green Bay Packers and was part of the Super Bowl XLV - winning team over the Pittsburgh Steelers .,"[[""Player"", ""played_for"", ""Green_Bay_Packers""], [""Player"", ""was_part_of"", ""Super_Bowl_XLV_winning_team""], [""Super_Bowl_XLV_winning_team"", ""won_over"", ""Pittsburgh_Steelers""]]"
237,Panther competes against the 7A classification of the Huntsville High School and uses the AHSAA nickname for all team sports .,"[[""Panther"", ""competes_against"", ""Huntsville_High_School""], [""Panther"", ""uses_nickname"", ""AHSAA""], [""Huntsville_High_School"", ""classification"", ""7A""], [""Panther"", ""classification"", ""7A""]]",Panther competes at the 7A classification of the Huntsville High School and uses the AHSAA nickname for all team sports .,"[[""Panther"", ""competes_at"", ""Huntsville_High_School""], [""Panther"", ""uses_nickname"", ""AHSAA""], [""Huntsville_High_School"", ""classification"", ""7A""], [""Panther"", ""classification"", ""7A""]]"
238,The Nelson River flows from Playgreen Lake into Cross Lake and then flows from two channels to Lake Winnipeg .,"[[""Nelson_River"", ""flows_from"", ""Playgreen_Lake""], [""Nelson_River"", ""flows_into"", ""Cross_Lake""], [""Nelson_River"", ""flows_from"", ""Cross_Lake""], [""Nelson_River"", ""flows_into"", ""Lake_Winnipeg""]]",The Nelson River flows into Cross Lake from Playgreen Lake then flows from two channels into Lake Winnipeg .,"[[""Nelson_River"", ""flows_from"", ""Playgreen_Lake""], [""Nelson_River"", ""flows_into"", ""Cross_Lake""], [""Nelson_River"", ""flows_into"", ""Lake_Winnipeg""]]"
239,Mammootty won the Special Mention Kerala State Film Awards in 1985 and secured the film fare award for his role as Ravi Varma .,"[[""Mammootty"", ""won"", ""Special_Mention_Kerala_State_Film_Awards""], [""Mammootty"", ""won_in"", ""1985""], [""Mammootty"", ""secured"", ""Film_Fare_Award""], [""Mammootty"", ""played_role_of"", ""Ravi_Varma""]]",Mammootty won the Special Mention in 1985 Kerala State Film Awards and secured Filmfare Award for his role as Ravi Varma .,"[[""Mammootty"", ""won"", ""Special_Mention""], [""Special_Mention"", ""part_of"", ""1985_Kerala_State_Film_Awards""], [""Mammootty"", ""secured"", ""Filmfare_Award""], [""Mammootty"", ""played_role_of"", ""Ravi_Varma""]]"
240,Their light engines caused wing fatigue due to the heavy aluminium alloy used .,"[[""light_engines"", ""caused"", ""wing_fatigue""], [""wing_fatigue"", ""due_to"", ""heavy_aluminium_alloy""]]",Their light engines caused wing spar fatigue due to the heavy aluminium alloy used .,"[[""light_engines"", ""caused"", ""wing_spar_fatigue""], [""wing_spar_fatigue"", ""due_to"", ""heavy_aluminium_alloy""]]"
241,"Lake Vernon is located in Tiltill Valley , in the northern part of the Hetch Hetchy Valley north of Yosemite National Park .","[[""Lake_Vernon"", ""location"", ""Tiltill_Valley""], [""Tiltill_Valley"", ""location"", ""Hetch_Hetchy_Valley""], [""Hetch_Hetchy_Valley"", ""location"", ""Yosemite_National_Park""], [""Lake_Vernon"", ""north_of"", ""Yosemite_National_Park""]]",Lake Vernon is located in Tiltill Valley in the northern sector of Yosemite National Park north of the Hetch Hetchy Valley .,"[[""Lake_Vernon"", ""location"", ""Tiltill_Valley""], [""Tiltill_Valley"", ""location"", ""Yosemite_National_Park""], [""Yosemite_National_Park"", ""north_of"", ""Hetch_Hetchy_Valley""], [""Lake_Vernon"", ""location"", ""Yosemite_National_Park""]]"
242,It has also experimental support for real-time signals .,"[[""It"", ""has_experimental_support_for"", ""real-time_signals""]]",It also has real support for experimental-time signals .,"[[""It"", ""has_real_support_for"", ""experimental-time_signals""]]"
243,"Constantine Giannaris ( born 1959 in Athens , Constantines Giannaris ) is a Greek film director , screenwriter and actor .","[[""Constantine_Giannaris"", ""born_in"", ""Athens""], [""Constantine_Giannaris"", ""born_in"", ""1959""], [""Constantine_Giannaris"", ""is"", ""Greek_film_director""], [""Constantine_Giannaris"", ""is"", ""screenwriter""], [""Constantine_Giannaris"", ""is"", ""actor""]]","Constantinos Giannaris ( born 1959 in Athens , Constantine Giannaris ) is a Greek director , screenwriter , and actor .","[[""Constantinos_Giannaris"", ""born_in"", ""Athens""], [""Constantinos_Giannaris"", ""born_in"", ""1959""], [""Constantinos_Giannaris"", ""is"", ""Greek_director""], [""Constantinos_Giannaris"", ""is"", ""screenwriter""], [""Constantinos_Giannaris"", ""is"", ""actor""]]"
244,"It is Aarne -- Type 707 Thompson , named after him : the dancing water , the singing apple and the speaking bird .","[[""Aarne"", ""names"", ""Type_707""], [""Type_707"", ""has_element"", ""dancing_water""], [""Type_707"", ""has_element"", ""singing_apple""], [""Type_707"", ""has_element"", ""speaking_bird""]]","It is Aarne -- Thompson type 707 , which is named after it : the dancing water , the speaking apple , and the singing bird .","[[""Aarne_--_Thompson_type_707"", ""named_after"", ""Aarne""], [""Aarne_--_Thompson_type_707"", ""has_element"", ""dancing_water""], [""Aarne_--_Thompson_type_707"", ""has_element"", ""speaking_apple""], [""Aarne_--_Thompson_type_707"", ""has_element"", ""singing_bird""]]"
245,The diocese covers the County of Cumbria except for Sedbergh Rural District and the former Alston Moor .,"[[""diocese"", ""covers"", ""County_of_Cumbria""], [""diocese"", ""excludes"", ""Sedbergh_Rural_District""], [""diocese"", ""excludes"", ""Alston_Moor""]]",The diocese includes the county of Cumbria except for Alston Moor and the former Sedbergh Rural District .,"[[""diocese"", ""includes"", ""Cumbria""], [""diocese"", ""excludes"", ""Alston_Moor""], [""diocese"", ""excludes"", ""Sedbergh_Rural_District""]]"
246,The sheep are being sacrificed and the meat is distributed to relatives and neighbours and given to the poor .,"[[""sheep"", ""are_sacrificed"", ""sheep""], [""sheep"", ""are_distributed_to"", ""relatives""], [""sheep"", ""are_distributed_to"", ""neighbours""], [""sheep"", ""are_given_to"", ""poor""]]",Sheep are sacrificed and the meat is given to relatives and neighbours and distributed to the poor .,"[[""sheep"", ""are_sacrificed"", ""sheep""], [""sheep"", ""are_given_to"", ""relatives""], [""sheep"", ""are_given_to"", ""neighbours""], [""sheep"", ""are_distributed_to"", ""poor""]]"
247,"For example , in JavaScript the factorial function can be defined via such recursion as anonymous :","[[""JavaScript"", ""defines"", ""factorial_function""], [""factorial_function"", ""defined_via"", ""recursion""], [""recursion"", ""is"", ""anonymous""]]","In JavaScript , for example , the factorial function can be defined through anonymous recursion as such :","[[""JavaScript"", ""defines"", ""factorial_function""], [""factorial_function"", ""defined_through"", ""recursion""], [""recursion"", ""is"", ""anonymous""]]"
248,"TS can theoretically be derived for simple targets such as spheres and cylinders , but in practice it is mostly empirically measured or calculated with numerical models .","[[""TS"", ""can_be_derived_theoretically_for"", ""spheres""], [""TS"", ""can_be_derived_theoretically_for"", ""cylinders""], [""TS"", ""is_measured"", ""empirically""], [""TS"", ""is_calculated_with"", ""numerical_models""]]","TS can be derived theoretically for simple targets such as spheres and cylinders , but in practice , it is usually measured empirically or calculated with numerical models .","[[""TS"", ""can_be_derived_theoretically_for"", ""spheres""], [""TS"", ""can_be_derived_theoretically_for"", ""cylinders""], [""TS"", ""is_measured"", ""empirically""], [""TS"", ""is_calculated_with"", ""numerical_models""]]"
249,Both versions of `` Knat Scatt Private Eye '' were written and led by Eric Forsberg with music and texts by Charlie Silliman .,"[[""Knat_Scatt_Private_Eye"", ""written_by"", ""Eric_Forsberg""], [""Knat_Scatt_Private_Eye"", ""led_by"", ""Eric_Forsberg""], [""Knat_Scatt_Private_Eye"", ""music_by"", ""Charlie_Silliman""], [""Knat_Scatt_Private_Eye"", ""texts_by"", ""Charlie_Silliman""]]",Both versions of `` Knat Scatt Private Eye '' were written and directed by Eric Forsberg with music and lyrics by Charlie Silliman .,"[[""Knat_Scatt_Private_Eye"", ""written_by"", ""Eric_Forsberg""], [""Knat_Scatt_Private_Eye"", ""directed_by"", ""Eric_Forsberg""], [""Knat_Scatt_Private_Eye"", ""music_by"", ""Charlie_Silliman""], [""Knat_Scatt_Private_Eye"", ""lyrics_by"", ""Charlie_Silliman""]]"
250,"On 30 June , St. Augustine Governor Farris Bryant announced the creation of a biracial committee to restore interracial communications in Florida .","[[""Farris_Bryant"", ""is"", ""St_Augustine_Governor""], [""Farris_Bryant"", ""announced"", ""biracial_committee""], [""biracial_committee"", ""purpose"", ""restore_interracial_communications""], [""biracial_committee"", ""location"", ""Florida""]]","On 30 June , Florida Governor Farris Bryant announced the creation of a biracial committee to restore interracial communication in St. Augustine .","[[""Farris_Bryant"", ""is"", ""Florida_Governor""], [""Farris_Bryant"", ""announced"", ""biracial_committee""], [""biracial_committee"", ""purpose"", ""restore_interracial_communication""], [""biracial_committee"", ""location"", ""St_Augustine""]]"
