row_id,sentence1,sentence2,kg1,kg2
164,"Dean told reporters traveling on his 10-city ""Sleepless Summer"" tour that he considered campaigning in Texas a challenge.","Today, Dean ends his four-day, 10-city ""Sleepless Summer"" tour in Chicago and New York.","[['Dean', 'conducted', 'Sleepless Summer tour'], ['Sleepless Summer tour', 'consisted_of', '10_cities'], ['Dean', 'considered', 'campaigning_in_Texas']]","[['Dean', 'ended', 'Sleepless Summer tour'], ['Sleepless Summer tour', 'lasted_for', '4_days'], ['Dean', 'visited_cities', 'Chicago'], ['Dean', 'visited_cities', 'New_York']]"
165,"""I felt that if I disagreed with Rosie too much I would lose my job,"" she said.","Cavender did say: ""I felt that if I disagreed with Rosie too much I would lose my job.""","[['she', 'said', 'I felt that if I disagreed with Rosie too much I would lose my job']]","[['Cavender', 'said', 'I felt that if I disagreed with Rosie too much I would lose my job']]"
166,The device plays Internet radio streams and comes with a 30-day trial of RealNetworks' Rhapsody music service.,The product also streams Internet radio and comes with a 30-day free trial for RealNetworks' Rhapsody digital music subscription service.,"[['device', 'plays', 'Internet radio'], ['device', 'comes_with', '30-day trial'], ['30-day trial', 'provided_by', 'RealNetworks'], ['RealNetworks', 'offers', 'Rhapsody music service'], ['Rhapsody music service', 'type', 'music subscription']]","[['product', 'plays', 'Internet radio'], ['product', 'comes_with', '30-day free trial'], ['30-day free trial', 'provided_by', 'RealNetworks'], ['RealNetworks', 'offers', 'Rhapsody digital music subscription service'], ['Rhapsody digital music subscription service', 'type', 'music subscription']]"
167,"The dollar fell as low as $1.1624 per euro from $1.1486 on Friday, and traded at $1.1594 at 10:15 a.m. in London.",The dollar dropped to $1.1564 per euro at 7:30 a.m. in London from $1.1486 on Friday.,"[['dollar', 'reached_low', '$1.1624'], ['dollar', 'traded_at', '$1.1594'], ['dollar', 'previously_traded_at', '$1.1486'], ['euro', 'value_against_dollar', '$1.1624'], ['euro', 'value_against_dollar', '$1.1564'], ['euro', 'value_against_dollar', '$1.1486']]","[['dollar', 'dropped_to', '$1.1564'], ['dollar', 'previously_traded_at', '$1.1486']]"
168,"The American decision provoked an angry reaction from the European Commission, which described the move as ""legally unwarranted, economically unfounded and politically unhelpful"".","The European Commission, the EU's powerful executive body, described the move as ""legally unwarranted, economically unfounded and politically unhelpful.""","[['American decision', 'provoked', 'angry reaction'], ['angry reaction', 'described as', 'legally unwarranted'], ['angry reaction', 'described as', 'economically unfounded'], ['angry reaction', 'described as', 'politically unhelpful'], ['European Commission', 'described', 'angry reaction']]","[['European Commission', 'described', 'angry reaction'], ['angry reaction', 'described as', 'legally unwarranted'], ['angry reaction', 'described as', 'economically unfounded'], ['angry reaction', 'described as', 'politically unhelpful']]"
169,"Ms. Cripps-Prawak left last Friday, two days after the department introduced a plan to distribute medical marijuana through doctors' offices.","The director of the Office of Medical Access, Cindy Cripps-Prawak, left her job after the department introduced a plan to distribute marijuana through doctors' offices.","[['Ms. Cripps-Prawak', 'left_job', 'last_Friday'], ['department', 'introduced', 'plan_to_distribute_marijuana'], ['plan_to_distribute_marijuana', 'distribution_method', 'through_doctors_offices']]","[['Cindy Cripps-Prawak', 'held_position', 'director_of_Office_of_Medical_Access'], ['Cindy Cripps-Prawak', 'left_job', 'after_introduction_of_plan'], ['department', 'introduced', 'plan_to_distribute_marijuana'], ['plan_to_distribute_marijuana', 'distribution_method', 'through_doctors_offices']]"
170,"During 2001 and 2002, Morgenthau said, wire transfers from just four of Beacon Hill's 40 accounts totaled more than $3.2 billion.","Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said.","[['Beacon Hill', 'has_number_of_accounts', '40'], ['four_accounts', 'transferred', 'more than $3.2 billion'], ['time_period', 'contains', '2001 and 2002'], ['four_accounts', 'belongs_to', 'Beacon Hill']]","[['Beacon Hill', 'has_number_of_accounts', '40'], ['time_period', 'contains', '2001 to 2002'], ['four_accounts', 'transferred', 'more than $3.2 billion'], ['four_accounts', 'belongs_to', 'Beacon Hill']]"
171,"Last year, he made an unsuccessful bid for the Democratic nomination for governor.","He ran last year for the Democratic nomination for Texas governor, but lost the primary to multimillionaire Tony Sanchez.","[['he', 'ran_for', 'Democratic_nomination_for_governor'], ['Democratic_nomination_for_governor', 'year', 'last_year'], ['he', 'lost_election', 'election']]","[['he', 'ran_for', 'Democratic_nomination_for_Texas_governor'], ['Democratic_nomination_for_Texas_governor', 'year', 'last_year'], ['he', 'lost_primary_election_to', 'Tony_Sanchez'], ['Tony_Sanchez', 'won_primary_election', 'election']]"
172,"The nation's largest retailer has told its 100 top suppliers they have to start using electronic tags on all pallets of goods by Jan. 25, 2005.","Wal-Mart has told its top 100 suppliers that they'll need to have radio-frequency ID systems in place for tracking pallets of goods through the supply chain by Jan. 25, 2005.","[[""nation's largest retailer"", 'instructed', 'top 100 suppliers'], ['top 100 suppliers', 'required_action', 'start using electronic tags'], ['electronic tags', 'used_for', 'tracking pallets of goods'], ['electronic tags', 'implementation_deadline', 'Jan. 25, 2005']]","[['Wal-Mart', 'instructed', 'top 100 suppliers'], ['top 100 suppliers', 'required_action', 'have radio-frequency ID systems'], ['radio-frequency ID systems', 'used_for', 'tracking pallets of goods'], ['radio-frequency ID systems', 'implementation_deadline', 'Jan. 25, 2005']]"
173,He was taken to a hospital for precautionary X-rays on his neck.,"Harvey was taken to St. Luke's Hospital for precautionary neck X-rays, which came back negative.","[['He', 'was_taken_to', 'hospital'], ['He', 'received', 'precautionary_X-rays'], ['hospital', 'performed', 'precautionary_X-rays'], ['precautionary_X-rays', 'resulted_in', 'negative_outcome']]","[['Harvey', 'was_taken_to', ""St. Luke's Hospital""], ['Harvey', 'received', 'precautionary_neck_X-rays'], [""St. Luke's Hospital"", 'performed', 'precautionary_neck_X-rays'], ['precautionary_neck_X-rays', 'resulted_in', 'negative_outcome']]"
174,"During the hearing, Morales expressed ""sincere regrets and remorse"" for his actions.","Morales, who pleaded guilty in July, expressed ""sincere regret and remorse"" for his crimes.","[['Morales', 'expressed', 'sincere regrets and remorse']]","[['Morales', 'pleaded_guilty', 'July'], ['Morales', 'expressed', 'sincere regret and remorse']]"
175,The bill says that a woman who undergoes such an abortion couldn't be prosecuted.,A woman who underwent such an abortion could not be prosecuted under the bill.,"[['woman', 'underwent', 'abortion'], ['woman', 'could_not_be_prosecuted', 'under_the_bill']]","[['woman', 'underwent', 'such_an_abortion'], ['woman', 'could_not_be_prosecuted', 'under_the_bill']]"
176,U.S. District Judge Edmund Sargus ruled that the Akron-based company should have determined that changes at one of its plants would increase overall pollution emissions.,"FirstEnergy Corp. should have determined that modernizing one of its plants would increase overall pollution emissions, U.S. District Judge Edmund Sargus ruled Thursday.","[['U.S. District Judge Edmund Sargas', 'ruled', 'Akron-based company'], ['Akron-based company', 'should have determined', 'changes at one of its plants'], ['changes at one of its plants', 'would increase', 'overall pollution emissions']]","[['U.S. District Judge Edmund Sargas', 'ruled', 'FirstEnergy Corp.'], ['FirstEnergy Corp.', 'should have determined', 'modernizing one of its plants'], ['modernizing one of its plants', 'would increase', 'overall pollution emissions']]"
177,"Site Finder has been visited 65 million times since its introduction, Galvin said.","Through Sunday, Sept. 21, Site Finder has been visited over 65 million times by Internet users.","[['Site Finder', 'has_been_visited', '65_million_times']]","[['Site Finder', 'has_been_visited_by', 'Internet_users'], ['Internet_users', 'visited_Site_Finder', 'over_65_million_times']]"
178,There are 103 Democrats in the Assembly and 47 Republicans.,Democrats dominate the Assembly while Republicans control the Senate.,"[['Democrats', 'have_number_of_members', '103'], ['Republicans', 'have_number_of_members', '47'], ['Assembly', 'has_majority_party', 'Democrats']]","[['Assembly', 'is_controlled_by', 'Democrats'], ['Senate', 'is_controlled_by', 'Republicans']]"
179,"Mr Pollard said: ""This is a terrible personal tragedy and a shocking blow for James's family.","Nick Pollard, the head of Sky News said: ""This is a shocking blow for James's family.","[['Mr. Pollard', 'said', 'terrible personal tragedy'], ['terrible personal tragedy', 'affects', ""James's family""]]","[['Nick Pollard', 'is', 'head_of'], ['Nick Pollard', 'said', 'shocking blow'], ['shocking blow', 'affects', ""James's family""]]"
180,"""I came basically to Washington to establish relationships and to make sure that we are getting more federal money to California,"" Schwarzenegger said after meeting with congressional Republicans.","""I came to Washington basically to establish relationships and make sure we are getting more federal money,"" Schwarzenegger said after one meeting.","[['Arnold Schwarzenegger', 'came_to', 'Washington'], ['Arnold Schwarzenegger', 'intended_to', 'establish_relationships'], ['Arnold Schwarzenegger', 'intended_to', 'ensure_federal_funding_for_California']]","[['Arnold Schwarzenegger', 'came_to', 'Washington'], ['Arnold Schwarzenegger', 'intended_to', 'establish_relationships'], ['Arnold Schwarzenegger', 'intended_to', 'ensure_more_federal_money']]"
181,"The latest snapshot of the labor markets was slightly better than economists were expecting; they were forecasting claims to fall no lower than 410,000 for last week.","Despite problems in the job market, the latest snapshot of the labor markets was slightly better than economists were expecting.","[['latest snapshot of the labor markets', 'was_better_than_expected', 'economists_forecasts'], ['economists_forecasts', 'forecasted', 'claims_not_to_fall_lower_than'], ['latest snapshot of the labor markets', 'describes', 'labor_markets']]","[['latest snapshot of the labor markets', 'was_better_than_expected', 'economists_forecasts'], ['latest snapshot of the labor markets', 'describes', 'labor_markets'], ['problems_in_the_job_market', 'affects', 'labor_markets']]"
182,"""They were tossed around like feathers,"" Gordon said.","""The concrete barriers (between lanes) were being tossed around like feathers.""",[],[]
183,"Chante Jawan Mallard, 27, went on trial Monday, charged with first-degree murder.","Chante Jawaon Mallard, 27, is charged with murder and tampering with evidence.","[['Chante Jawan Mallard', 'went_on_trial', 'Monday'], ['Chante Jawan Mallard', 'charged_with', 'first-degree_murder']]","[['Chante Jawan Mallard', 'charged_with', 'murder'], ['Chante Jawan Mallard', 'charged_with', 'tampering_with_evidence']]"
184,"""IT is the only vehicle on which established economies will be able to compete,"" Barrett said.","""IT is the only vehicle on which established economies will be able to compete"" with fast-growing economies such as China and India, Barrett said.","[['IT', 'is_the_only_vehicle_on_which', 'established_economies_can_compete']]","[['IT', 'is_the_only_vehicle_on_which', 'established_economies_can_compete'], ['established_economies', 'can_compete_with', 'fast_growing_economies'], ['fast_growing_economies', 'include', 'China'], ['fast_growing_economies', 'include', 'India']]"
185,"Linda Saunders pleaded guilty in federal court to six charges, including extortion, money laundering and conspiracy.",Former Phipps aides Linda Saunders and Bobby McLamb have both pleaded guilty to federal charges including extortion.,"[['Linda Saunders', 'pleaded_guilty', 'six_charges'], ['Linda Saunders', 'charged_with', 'extortion'], ['Linda Saunders', 'charged_with', 'money_laundering'], ['Linda Saunders', 'charged_with', 'conspiracy']]","[['Linda Saunders', 'pleaded_guilty', 'federal_charges'], ['Linda Saunders', 'charged_along_with', 'Bobby_McLamb'], ['Bobby_McLamb', 'pleaded_guilty', 'federal_charges'], ['Linda_Saunders_and_Bobby_McLamb', 'charged_with', 'extortion']]"
186,Vivendi shares closed 3.8 percent up in Paris at 15.78 euros.,Vivendi shares were 0.3 percent up at 15.62 euros in Paris at 0841 GMT.,"[['Vivendi', 'closed', '15.78 euros'], ['Vivendi', 'located_in', 'Paris'], ['Vivendi', 'stock_price_change', '3.8 percent']]","[['Vivendi', 'located_in', 'Paris'], ['Vivendi', 'stock_price', '15.62 euros'], ['Vivendi', 'stock_price_change', '0.3 percent'], ['Vivendi', 'time', '0841 GMT']]"
187,Microsoft has identified the freely distributed Linux software as one of the biggest threats to its sales.,The company has publicly identified Linux as one of its biggest competitive threats.,"[['Microsoft', 'identified', 'Linux as threat'], ['Linux', 'is', 'freely distributed software'], ['Linux', 'impacts', ""Microsoft's sales""]]","[['Microsoft', 'publicly', 'identified']]"
188,"Antonio Monteiro de Castro, 58, currently director of the group’s Latin America & Caribbean operations, will become chief operating officer from the same date.","BAT also said Antonio Monteiro de Castro, director for Latin America and the Caribbean, would become chief operating officer on January 1, 2004.","[['Antonio Monteiro de Castro', 'currently_holds_position', 'director_of_group_Latin_America_Caribbean_operations'], ['Antonio Monteiro de Castro', 'becomes', 'chief_operating_officer'], ['Antonio Monteiro de Castro', 'becomes_on', 'January_1'], ['Antonio Monteiro de Castro', 'age', '58']]","[['Antonio Monteiro de Castro', 'currently_holds_position', 'director_for_Latin_America_and_Caribbean'], ['Antonio Monteiro de Castro', 'becomes', 'chief_operating_officer'], ['Antonio Monteiro de Castro', 'becomes_on', 'January_1_2004'], ['Antonio Monteiro de Castro', 'age', '58']]"
189,"""Spin and manipulative public relations and propaganda are not the answer,"" it said.","The report added that ""spin"" and manipulative public relations ""are not the answer,"" but that neither is avoiding the debate.","[['it', 'said', 'that'], ['it', 'identified', 'spin'], ['spin', 'is_not', 'answer'], ['manipulative public relations', 'is_not', 'answer']]","[['the report', 'added', 'that'], ['the report', 'identified', 'spin'], ['spin', 'is_not', 'answer'], ['manipulative public relations', 'is_not', 'answer']]"
190,"Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.","The latest shooting linked to the spree was a Nov. 11 shooting at Hamilton Township Elementary School in Obetz, about two miles from the freeway.","[['shooting spree', 'linked_to', 'Nov. 11 shooting at Hamilton Central Elementary'], ['Nov. 11 shooting at Hamilton Central Elementary', 'occurred_at', 'Hamilton Central Elementary'], ['Hamilton Central Elementary', 'located_near', 'freeway'], ['Hamilton Central Elementary', 'located_in', 'Obetz']]","[['shooting spree', 'linked_to', 'Nov. 11 shooting at Hamilton Township Elementary School'], ['Nov. 11 shooting at Hamilton Township Elementary School', 'occurred_at', 'Hamilton Township Elementary School'], ['Hamilton Township Elementary School', 'located_near', 'freeway'], ['Hamilton Township Elementary School', 'located_in', 'Obetz']]"
191,"On Tuesday, the central bank left interest rates steady, as expected, but also declared that overall risks were weighted toward weakness and warned of deflation risks.","The central bank's policy board left rates steady for now, as widely expected, but surprised the market by declaring that overall risks were weighted toward weakness.","[['central bank', 'left_interest_rates_steady', 'True'], ['central bank', 'declared_risks_weighted_toward', 'weakness'], ['central bank', 'warned_of', 'deflation_risks']]","[['central bank', 'left_interest_rates_steady', 'True'], ['central bank', 'declared_risks_weighted_toward', 'weakness']]"
192,"The new system costs between $1.1 million and $22 million, depending on configuration.","The system is priced from US$1.1 million to $22.4 million, depending on configuration.","[['new system', 'costs between', '$1.1 million'], ['new system', 'costs at max', '$22 million']]","[['new system', 'priced from', 'US$1.1 million'], ['new system', 'priced at max', '$22.4 million']]"
193,Fighting erupted after four North Korean journalists confronted a dozen South Korean activists protesting human rights abuses in the North outside the main media centre.,Trouble flared when at least four North Korean reporters rushed from the Taegu media centre to confront a dozen activists protesting against human rights abuses in the North.,"[['four North Korean journalists', 'confronted', 'dozen South Korean activists'], ['dozen South Korean activists', 'protesting', 'human rights abuses in the North'], ['main media centre', 'location_of', 'confrontation between North Korean journalists and South Korean activists']]","[['at least four North Korean reporters', 'rushed from', 'Taegu media centre'], ['at least four North Korean reporters', 'confronted', 'dozen activists'], ['dozen activists', 'protesting against', 'human rights abuses in the North'], ['Taegu media centre', 'location_of', 'confrontation between North Korean reporters and activists']]"
194,Dusty had battled kidney cancer for more than a year.,Dusty had surgery for cancer in 2001 and had a kidney removed.,"[['Dusty', 'had_battled', 'kidney_cancer'], ['kidney_cancer', 'type_of', 'cancer'], ['kidney_cancer', 'affected_organ', 'kidney']]","[['Dusty', 'had_surgery', 'cancer'], ['cancer', 'type_of', 'kidney_cancer'], ['cancer', 'year_of_surgery', '2001'], ['cancer', 'affected_organ', 'kidney'], ['cancer', 'resulted_in', 'kidney_removal']]"
195,"According to SunnComm's Peter Jacobs, ""MediaMax performs exactly as 'advertised' to the companies who purchased it.","""MediaMax performs EXACTLY as ""advertised"" to the companies who purchased it,"" Jacobs said in the statement.","[[""SunnComm's Peter Jacobs"", 'made_statement', 'MediaMax performs exactly as advertised']]","[[""SunnComm's Peter Jacobs"", 'made_statement', 'MediaMax performs exactly as advertised'], ['MediaMax', 'performs as', 'advertised']]"
196,"Kadyrov was not injured, but four of his bodyguards were among those killed.",But Itar-Tass news agency said four of his bodyguards were among those killed by the bomb.,"[['Kadyrov', 'was_not_injured', 'true'], ['Kadyrov', 'had_bodyguards', 'bodyguards']]","[['Kadyrov', 'had_bodyguards', 'bodyguards'], ['bodyguards', 'were_killed_by', 'bomb']]"
197,"The router will be available in the first quarter of 2004 and will cost around $200, the company said.","Netgear prices the WGT634U Super Wireless Media Router, which will be available in the first quarter of 2004, at under $200.","[['Router (from Text 1)', 'available_in_quarter', '2004'], ['Router (from Text 1)', 'costs', '$200']]","[['WGT634U Super Wireless Media Router', 'available_in_quarter', '2004'], ['WGT634U Super Wireless Media Router', 'priced_under', '$200']]"
198,The commission estimates California lost $1.34 billion -- the most of any state -- to tax shelters in 2001.,The commission estimated California lost $937 million to corporate tax shelters in 2001.,"[['California', 'lost', '$1.34 billion'], ['California', 'lost_to', 'tax_shelters'], ['tax_shelters', 'in_state', 'California'], ['tax_shelters', 'year', '2001']]","[['California', 'lost', '$937 million'], ['California', 'lost_to', 'corporate_tax_shelters'], ['corporate_tax_shelters', 'in_state', 'California'], ['corporate_tax_shelters', 'year', '2001']]"
199,The officials did not say whether U.S. forces crossed into Syrian territory and were vague about how the Syrian border guards became involved.,"U.S. officials did not say whether American forces, who were acting on intelligence, crossed into Syrian territory and were vague about how the Syrian guards were involved.","[['U.S. officials', 'did not say', 'whether U.S. forces crossed into Syrian territory'], ['U.S. forces', 'acted on', 'intelligence'], ['Syrian territory', 'border of', 'Syria']]","[['U.S. officials', 'did not say', 'whether American forces crossed into Syrian territory'], ['American forces', 'acted on', 'intelligence'], ['Syrian territory', 'border of', 'Syria']]"
