id,paragraph_1,paragraph_2,kg_1,kg_2,kea_similarity,transe_similarity,rotate_similarity,wl_kernel_similarity,aa_kea_similarity,snea_bert_alpha_0.0,snea_bert_alpha_0.1,snea_bert_alpha_0.2,snea_bert_alpha_0.3,snea_bert_alpha_0.4,snea_bert_alpha_0.5,snea_bert_alpha_0.6,snea_bert_alpha_0.7,snea_bert_alpha_0.8,snea_bert_alpha_0.9,snea_bert_alpha_1.0_SNEA_alone,kea_bert_similarity,semantic_wl_similarity
226,a man plays a guitar .,a man plays the piano .,"[[""man"", ""plays"", ""guitar""]]","[[""man"", ""plays"", ""piano""]]",0.08333333333333333,0.7927711009979248,0.7545343637466431,0.08333333333333333,0.08333333333333333,0.39892819954697645,0.3673687129256122,0.33580922630424787,0.3042497396828835,0.27269025306151917,0.24113076644015488,0.2095712798187906,0.17801179319742627,0.14645230657606195,0.11489281995469763,0.08333333333333333,0.6242020516162958,0.8430520209325953
227,a project or undertaking,earnest and conscientious activity intended to do or accomplish something .,"[[""project"", ""is_a"", ""undertaking""]]","[[""activity"", ""is"", ""earnest""], [""activity"", ""is"", ""conscientious""], [""activity"", ""intended_to"", ""do_something""], [""activity"", ""intended_to"", ""accomplish_something""]]",0.0,0.0,0.0,0.0,0.0,0.48831358111725426,0.43948222300552886,0.3906508648938034,0.34181950678207795,0.29298814867035256,0.24415679055862713,0.1953254324469017,0.1464940743351763,0.09766271622345082,0.04883135811172541,0.0,0.44511854946725593,0.6228001433855122
228,a woman is writing .,a woman is swimming .,"[[""woman"", ""is_doing"", ""writing""]]","[[""woman"", ""is_doing"", ""swimming""]]",0.08333333333333333,0.757915735244751,0.7444268465042114,0.08333333333333333,0.08333333333333333,0.40127093323514473,0.36947717324496365,0.33768341325478246,0.3058896532646013,0.2740958932744202,0.24230213328423902,0.2105083732940579,0.17871461330387675,0.1469208533136956,0.11512709332351447,0.08333333333333333,0.5779925877730998,0.7929720126242412
229,impress or affect deeply ( emotionally ) .,impress or affect deeply .,[],[],,,,,,,,,,,,,,,,,,
230,someone is mixing ingrediants .,someone is sewing things .,"[[""someone"", ""mixing"", ""ingrediants""]]","[[""someone"", ""sewing"", ""things""]]",0.08333333333333333,0.15746982395648956,0.4912450313568115,0.08333333333333333,0.08333333333333333,0.4444100055911729,0.408302338365389,0.37219467113960497,0.336087003913821,0.29997933668803706,0.2638716694622531,0.22776400223646914,0.1916563350106852,0.15554866778490123,0.11944100055911727,0.08333333333333333,0.48231508618912383,0.33110780163167064
231,work material with a tool,work with a tool .,"[[""work"", ""material_with"", ""tool""]]","[[""work"", ""performed_with"", ""tool""]]",1.0,0.9999998807907104,1.0,1.0,1.0,0.7223461809485607,0.7501115628537046,0.7778769447588487,0.8056423266639925,0.8334077085691365,0.8611730904742804,0.8889384723794242,0.9167038542845682,0.9444692361897121,0.9722346180948561,1.0,0.7743977208514802,0.7109562060198811
232,van orden report ( a5-0241 / 2000 ),relation horse-trailer orden ( a5-0241 / 2000 ),"[[""van_orden_report"", ""identified_by"", ""a5-0241_2000""]]","[[""relation_horse-trailer_orden"", ""identified_by"", ""a5-0241_2000""]]",0.5,0.7793504595756531,0.8294770121574402,0.5,0.5,0.6128662689185054,0.6015796420266549,0.5902930151348044,0.5790063882429537,0.5677197613511032,0.5564331344592527,0.5451465075674021,0.5338598806755517,0.5225732537837011,0.5112866268918506,0.5,0.7353783085400148,0.8195819849993644
233,someone is holding a hedgehog .,a onion is being sliced .,"[[""someone"", ""holding"", ""hedgehog""]]","[[""onion"", ""being_sliced"", ""True""]]",0.0,0.0,0.0,0.0,0.0,0.18085066350840648,0.16276559715756583,0.1446805308067252,0.12659546445588452,0.10851039810504388,0.09042533175420324,0.0723402654033626,0.05425519905252195,0.03617013270168129,0.018085066350840645,0.0,0.23800603466643722,0.2976926121764041
234,"the blue-chip dow jones industrial average eased 44 points , or 0.47 percent , to 9,543 , after scoring five consecutive up sessions .","the dow jones industrial average .dji rose 18.25 points , or 0.19 percent , to 9,586.71 .","[[""Dow_Jones_Industrial_Average"", ""eased"", ""44_points""], [""Dow_Jones_Industrial_Average"", ""decreased_by_percent"", ""0.47_percent""], [""Dow_Jones_Industrial_Average"", ""ended_at"", ""9,543""], [""Dow_Jones_Industrial_Average"", ""had_consecutive_up_sessions"", ""5_sessions""]]","[[""Dow_Jones_Industrial_Average"", ""rose"", ""18.25_points""], [""Dow_Jones_Industrial_Average"", ""increased_by_percent"", ""0.19_percent""], [""Dow_Jones_Industrial_Average"", ""ended_at"", ""9,586.71""]]",0.5594309277855158,0.1364828646183014,0.357704758644104,0.037267799624996496,0.5594309277855158,0.8558464485742382,0.826204896495366,0.7965633444164938,0.7669217923376215,0.7372802402587493,0.7076386881798771,0.6779971361010049,0.6483555840221326,0.6187140319432602,0.589072479864388,0.5594309277855158,0.7286556403072034,0.8206007892153261
235,"he did , but the initiative did not get very far .",what it has done without initiative go very far .,"[[""he"", ""did_something"", ""initiative""], [""initiative"", ""did_not_get_far"", ""far""]]","[[""it"", ""done_something"", ""initiative""], [""initiative"", ""did_not_go"", ""far""]]",0.6666666666666666,0.42419224977493286,0.604302167892456,0.6666666666666666,0.6666666666666666,0.8987397306501744,0.8755324242518236,0.8523251178534729,0.829117811455122,0.8059105050567712,0.7827031986584205,0.7594958922600697,0.736288585861719,0.7130812794633682,0.6898739730650174,0.6666666666666666,0.812196567654648,0.8679245658569495
236,"the priest , the rev. john f. johnston , 64 , of 35th avenue in jackson heights , was charged with aggravated harassment and criminal possession of a weapon .","the rev. john johnston , 64 , was charged with aggravated harassment in the phone call case and with criminal possession of a weapon , according to a police statement .","[[""Rev._John_F._Johnston"", ""age"", ""64""], [""Rev._John_F._Johnston"", ""resides_on"", ""35th_Avenue""], [""Rev._John_F._Johnston"", ""resides_in"", ""Jackson_Heights""], [""Rev._John_F._Johnston"", ""charged_with"", ""aggravated_harassment""], [""Rev._John_F._Johnston"", ""charged_with"", ""criminal_possession_of_a_weapon""]]","[[""Rev._John_Johnston"", ""age"", ""64""], [""Rev._John_Johnston"", ""charged_with"", ""aggravated_harassment""], [""Rev._John_Johnston"", ""charged_with"", ""criminal_possession_of_a_weapon""]]",0.6463931265677831,0.40140146017074585,0.7675619125366211,0.6123724356957945,0.6463931265677831,0.933785697290816,0.9050464402185128,0.8763071831462094,0.8475679260739061,0.8188286690016029,0.7900894119292996,0.7613501548569963,0.732610897784693,0.7038716407123897,0.6751323836400864,0.6463931265677831,0.8806987450967869,0.936441301879878
237,"but price declines have remained below 30 percent , year over year , for the last two quarters , said idc analyst john mcarthur .",mcarthur told internetnews.com price declines have moderated and remained below 30 percent from the previous year for the last two quarters .,"[[""IDC"", ""has_analyst"", ""John_McArthur""], [""John_McArthur"", ""said"", ""price_declines_have_remained_below_30_percent""], [""price_declines"", ""have_remained_below"", ""30_percent""], [""price_declines"", ""measured"", ""year_over_year""], [""price_declines"", ""occurred_for"", ""last_two_quarters""]]","[[""McArthur"", ""told"", ""InternetNews.com""], [""McArthur"", ""stated"", ""price_declines_have_moderated""], [""price_declines"", ""remained_below"", ""30_percent""], [""price_declines"", ""compared_to"", ""previous_year""], [""price_declines"", ""occurred_for"", ""last_two_quarters""]]",0.3888888888888889,0.1659441441297531,0.4068233370780945,0.30952380952380953,0.3768891807222045,0.9402625586993638,0.8839252209016478,0.827587883103932,0.771250545306216,0.7149132075085001,0.6585758697107842,0.6022385319130683,0.5459011941153524,0.4895638563176363,0.4332265185199204,0.3768891807222045,0.7967550592109902,0.7954706077093476
238,let me remind you that our allies include fervent supporters of this tax .,"i would remind you that our allies , devotees of this tax .","[[""our_allies"", ""include"", ""fervent_supporters""], [""fervent_supporters"", ""support"", ""this_tax""]]","[[""our_allies"", ""are"", ""devotees""], [""devotees"", ""of"", ""this_tax""]]",0.3888888888888889,0.5060462951660156,0.5766624212265015,0.3888888888888889,0.3888888888888889,0.8057127065527314,0.7640303247863471,0.7223479430199629,0.6806655612535787,0.6389831794871944,0.5973007977208101,0.555618415954426,0.5139360341880417,0.4722536524216574,0.4305712706552732,0.3888888888888889,0.7400839622059294,0.6342812011310406
239,remove water from a substance .,remove water from .,"[[""substance"", ""has_water"", ""water""], [""water"", ""removed_from"", ""substance""]]",[],,,,,,,,,,,,,,,,,,
240,express audibly ; utter sounds ( not necessarily words ) ; indicate .,express audibly ; utter sounds ( not necessarily words ) .,"[[""express"", ""means"", ""audibly""], [""express"", ""means"", ""utter_sounds""], [""utter_sounds"", ""description"", ""not_necessarily_words""], [""express"", ""means"", ""indicate""]]","[[""express"", ""means"", ""audibly""], [""express"", ""means"", ""utter_sounds""], [""utter_sounds"", ""description"", ""not_necessarily_words""]]",0.7080881928749334,0.9174232482910156,0.9493443369865417,0.7080881928749334,0.7080881928749334,0.9757256521864248,0.9489619062552758,0.9221981603241266,0.8954344143929773,0.8686706684618282,0.8419069225306791,0.8151431765995301,0.7883794306683809,0.7616156847372317,0.7348519388060826,0.7080881928749334,0.9645173117956726,0.9889394367180362
241,a ceremony marking admission into a religious community .,a sacrament admitting a baptized person to full participation in the church .,"[[""ceremony"", ""marks"", ""admission_into_religious_community""]]","[[""sacrament"", ""admits"", ""baptized_person""], [""baptized_person"", ""gains"", ""full_participation_in_church""], [""sacrament"", ""grants"", ""full_participation_in_church""]]",0.0,0.0,0.012494811788201332,0.0,0.0,0.5847290974684507,0.5262561877216057,0.4677832779747606,0.40931036822791544,0.3508374584810704,0.29236454873422535,0.2338916389873803,0.17541872924053523,0.11694581949369011,0.058472909746845055,0.0,0.4793390664760846,0.508583030290928
242,"limit , keep under control , deter , forbid",to compel or deter by or as if by threats .,"[[""limit"", ""synonym"", ""keep_under_control""], [""limit"", ""synonym"", ""deter""], [""limit"", ""synonym"", ""forbid""]]","[[""compel"", ""means"", ""threats""], [""deter"", ""means"", ""threats""]]",0.048112522432468816,0.0,0.5166033506393433,0.28867513459481287,0.048112522432468816,0.5450973745347789,0.4953988893245479,0.44570040411431694,0.3960019189040858,0.34630343369385486,0.29660494848362384,0.24690646327339288,0.19720797806316187,0.1475094928529308,0.09781100764269982,0.048112522432468816,0.5842569364195858,0.4422753690709415
243,( the discovery or exhibition of ) factual evidence that establishes the truth of something .,a formal series of statements showing that if one thing is true something else necessarily follows from it .,"[[""factual_evidence"", ""establishes"", ""truth_of_something""]]","[[""formal_series_of_statements"", ""shows"", ""necessarily_follows_from_it""], [""one_thing"", ""implies"", ""something_else""]]",0.0,0.0,0.0,0.0,0.0,0.3735571109336148,0.3362013998402533,0.2988456887468919,0.2614899776535304,0.22413426656016888,0.1867785554668074,0.14942284437344594,0.11206713328008447,0.07471142218672294,0.03735571109336147,0.0,0.362070481680976,0.5191098085521553
244,five kittens are eating out of five dishes .,kittens are eating food on trays .,"[[""kittens"", ""eating_out_of"", ""dishes""], [""kittens"", ""number"", ""five""], [""dishes"", ""number"", ""five""]]","[[""kittens"", ""eating"", ""food""], [""kittens"", ""eating_on"", ""trays""], [""food"", ""served_on"", ""trays""]]",0.05555555555555555,0.0,0.30299821496009827,0.05555555555555555,0.05555555555555555,0.6473315727170654,0.5881539710009145,0.5289763692847634,0.46979876756861244,0.41062116585246144,0.3514435641363105,0.2922659624201595,0.23308836070400854,0.17391075898785752,0.11473315727170652,0.05555555555555555,0.566358353763323,0.7596162571854235
245,""" what they have done is a thinly veiled attempt to do an end run around the constitution , "" she said .","the church 's lawyer , shirley phelps-roper , was clear : "" what they have done is a thinly veiled attempt to do an end run around the constitution , "" she said .","[[""she"", ""said"", ""what they have done is a thinly veiled attempt to do an end run around the constitution""]]","[[""Shirley_Phelps-Roper"", ""occupation"", ""lawyer""], [""Shirley_Phelps-Roper"", ""representing"", ""the church""], [""Shirley_Phelps-Roper"", ""said"", ""what they have done is a thinly veiled attempt to do an end run around the constitution""], [""the church"", ""has"", ""lawyer""], [""the church"", ""lawyer"", ""Shirley_Phelps-Roper""]]",0.5,0.15665139257907867,0.2540075182914734,0.3535533905932738,0.5,0.908913426844379,0.8680220841599412,0.8271307414755033,0.7862393987910653,0.7453480561066275,0.7044567134221895,0.6635653707377516,0.6226740280533137,0.5817826853688758,0.540891342684438,0.5,0.8778400812886445,0.5873985687025198
246,"government bonds sold off sharply after greenspan told congress on tuesday that the u.s. economy "" could very well be embarking on a period of extended growth "" .","greenspan told congress on tuesday the u.s. economy "" could very well be embarking on a period of sustained growth "" .","[[""Greenspan"", ""told"", ""congress""], [""Greenspan"", ""spoke_on"", ""Tuesday""], [""government_bonds"", ""sold_off"", ""sharply""], [""Greenspan"", ""statement_caused"", ""government_bonds_sold_off""], [""U.S._economy"", ""could_be_embarking_on"", ""period_of_extended_growth""], [""Greenspan"", ""commented_on"", ""U.S._economy""]]","[[""Greenspan"", ""told"", ""congress""], [""Greenspan"", ""spoke_on"", ""Tuesday""], [""U.S._economy"", ""could_be_embarking_on"", ""period_of_sustained_growth""], [""Greenspan"", ""commented_on"", ""U.S._economy""]]",0.7042952122737638,0.5054081678390503,0.6417309045791626,0.3689323936863109,0.6588078458684123,0.9227078155684685,0.8963178185984628,0.8699278216284574,0.8435378246584515,0.8171478276884461,0.7907578307184404,0.7643678337484348,0.7379778367784292,0.7115878398084236,0.685197842838418,0.6588078458684123,0.872984463055944,0.7157081937007921
247,that provision could open the door wide to arbitrariness .,this paves the way for the of the rules of procedure here .,"[[""provision"", ""could_open"", ""door_to_arbitrariness""], [""door_to_arbitrariness"", ""characterized_by"", ""arbitrariness""]]","[[""this"", ""paves_the_way_for"", ""the_rules_of_procedure""], [""the_rules_of_procedure"", ""applied_at"", ""here""]]",0.0,0.0,0.0,0.0,0.0,0.44488193531376585,0.4003937417823893,0.3559055482510127,0.31141735471963605,0.2669291611882595,0.22244096765688293,0.17795277412550636,0.13346458059412977,0.08897638706275315,0.04448819353137658,0.0,0.36753503594134185,0.2603612051362152
248,a judgement or opinion about something,a judgment of the qualities of something or somebody .,"[[""judgement"", ""is_about"", ""something""]]","[[""judgment"", ""is_about"", ""qualities""], [""qualities"", ""of"", ""something""], [""qualities"", ""of"", ""somebody""]]",0.08333333333333333,0.16353656351566315,0.48235905170440674,0.3535533905932738,0.08333333333333333,0.7393449187050273,0.6737437601678579,0.6081426016306886,0.542541443093519,0.4769402845563497,0.4113391260191803,0.3457379674820109,0.28013680894484155,0.21453565040767208,0.14893449187050273,0.08333333333333333,0.7777015889417953,0.6977857378158696
249,this has left the conservative opposition without an effective response .,that leaves the opposition and without any effective response .,"[[""conservative_opposition"", ""without"", ""effective_response""]]","[[""opposition"", ""without"", ""effective_response""]]",1.0,0.8667370676994324,0.7256529331207275,0.5,1.0,0.8290522632322676,0.8461470369090408,0.8632418105858142,0.8803365842625872,0.8974313579393605,0.9145261316161337,0.931620905292907,0.9487156789696802,0.9658104526464535,0.9829052263232267,1.0,0.8859749627496774,0.8508892475913139
250,a man is opening a door .,a man is cutting an onion .,"[[""man"", ""is_opening"", ""door""]]","[[""man"", ""is_cutting"", ""onion""]]",0.08333333333333333,0.20576485991477966,0.37676000595092773,0.08333333333333333,0.08333333333333333,0.31972323630837746,0.2960842460108731,0.27244525571336864,0.2488062654158642,0.2251672751183598,0.20152828482085539,0.17788929452335098,0.15425030422584657,0.13061131392834213,0.10697232363083774,0.08333333333333333,0.43915372662483027,0.6006442079908167
251,none of this absolves rich countries of their responsibility to help .,this does not however absolve the rich countries of their obligation to help .,"[[""rich_countries"", ""responsible_for"", ""help""], [""rich_countries"", ""have_responsibility_to"", ""help""]]","[[""rich_countries"", ""obligated_to"", ""help""], [""rich_countries"", ""have_obligation_to"", ""help""]]",1.0,0.9999999403953552,1.0,1.0,1.0,0.9438645347039717,0.9494780812335745,0.9550916277631774,0.9607051742927801,0.966318720822383,0.9719322673519859,0.9775458138815887,0.9831593604111915,0.9887729069407943,0.9943864534703972,1.0,0.9451902693769679,0.8457948359336698
252,a plane rides on a road .,an airplane moves along a runway .,"[[""plane"", ""rides_on"", ""road""]]","[[""airplane"", ""moves_along"", ""runway""]]",0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.721798183696358,0.6579516986600554,0.5941052136237531,0.5302587285874506,0.4664122435511481,0.40256575851484566,0.3387192734785432,0.2748727884422408,0.2110263034059382,0.14717981836963578,0.08333333333333333,0.6570010828108734,0.6698809656959643
253,neither was there a qualified majority within this house to revert to article 272 .,there was no qualified majority in this parliament to go back to article 272 .,"[[""this_house"", ""lacks"", ""qualified_majority""], [""qualified_majority"", ""required_for"", ""revert_to_article_272""], [""this_house"", ""cannot_revert_to"", ""article_272""]]","[[""this_parliament"", ""lacks"", ""qualified_majority""], [""qualified_majority"", ""required_for"", ""go_back_to_article_272""], [""this_parliament"", ""cannot_go_back_to"", ""article_272""]]",0.6666666666666666,0.6803396344184875,0.6479377746582031,0.2916666666666667,0.75,0.9055073370495297,0.8899566033445767,0.8744058696396239,0.8588551359346707,0.8433044022297178,0.8277536685247648,0.8122029348198119,0.7966522011148589,0.7811014674099059,0.765550733704953,0.75,0.8772340122604689,0.9170432138746213
254,the price of a good or service,an assertion that someone is guilty of a fault or offence .,"[[""good_or_service"", ""has"", ""price""]]","[[""someone"", ""accused_of"", ""fault_or_offence""], [""fault_or_offence"", ""type_of"", ""guilt""], [""someone"", ""asserted_to_be"", ""guilty""]]",0.0,0.0,0.0,0.0,0.0,0.24089510771104533,0.2168055969399408,0.1927160861688363,0.1686265753977317,0.1445370646266272,0.12044755385552267,0.09635804308441814,0.07226853231331361,0.04817902154220906,0.02408951077110453,0.0,0.20693984271464544,0.3791585171343037
255,"founded in 1996 , the lendingtree exchange consists of more than 200 banks , lenders , and brokers .","lendingtree matches borrowers via the internet with more than 200 mortgage brokers , banks and other lenders .","[[""Lendingtree_Exchange"", ""founded_in"", ""1996""], [""Lendingtree_Exchange"", ""consists_of"", ""banks""], [""Lendingtree_Exchange"", ""consists_of"", ""lenders""], [""Lendingtree_Exchange"", ""consists_of"", ""brokers""], [""Lendingtree_Exchange"", ""number_of_participants"", ""more_than_200""]]","[[""Lendingtree"", ""matches"", ""borrowers""], [""Lendingtree"", ""matches_borrowers_via"", ""internet""], [""Lendingtree"", ""matches_with"", ""mortgage_brokers""], [""Lendingtree"", ""matches_with"", ""banks""], [""Lendingtree"", ""matches_with"", ""other_lenders""], [""Lendingtree"", ""number_of_matches"", ""more_than_200""]]",0.7607257743127307,0.0,0.5098351836204529,0.3086066999241838,0.6944444444444444,0.7654577522189165,0.7583564214414693,0.7512550906640221,0.7441537598865748,0.7370524291091277,0.7299510983316805,0.7228497675542332,0.715748436776786,0.7086471059993389,0.7015457752218917,0.6944444444444444,0.6684716857945038,0.7213498059487664
256,peter lyman and hal varian of berkeley 's school of information management and systems say that information production has increased by 30 percent each year between 1999 and 2002 .,"that task appealed to two masters of the megabyte , peter lyman and hal varian , professors at the university of california-berkeley 's school of information management and systems .","[[""Peter_Lyman"", ""affiliated_with"", ""Berkeley_School_of_Information_Management_and_Systems""], [""Hal_Varian"", ""affiliated_with"", ""Berkeley_School_of_Information_Management_and_Systems""], [""Peter_Lyman"", ""researched"", ""information_production""], [""Hal_Varian"", ""researched"", ""information_production""], [""information_production"", ""increased_by"", ""30_percent""], [""information_production"", ""occurred_between"", ""1999""], [""information_production"", ""occurred_between"", ""2002""]]","[[""Peter_Lyman"", ""professor_at"", ""University_of_California-Berkeley_School_of_Information_Management_and_Systems""], [""Hal_Varian"", ""professor_at"", ""University_of_California-Berkeley_School_of_Information_Management_and_Systems""], [""Peter_Lyman"", ""expert_in"", ""megabyte""], [""Hal_Varian"", ""expert_in"", ""megabyte""]]",0.14547859349066158,0.0,0.4629010856151581,0.0629940788348712,0.14547859349066158,0.7261567300923563,0.6680889164321867,0.6100211027720174,0.5519532891118478,0.4938854754516784,0.43581766179150894,0.3777498481313395,0.31968203447117005,0.2616142208110005,0.20354640715083103,0.14547859349066158,0.6382063256090995,0.7670648220264338
257,"the bodies of former invercargill man warren campbell , 32 , and climbing companion jonathan smith , 47 , were recovered from below mt d 'archiac late yesterday morning .","warren david campbell , 32 , and climbing companion jonathan smith , 47 , did not return as expected on tuesday from climbing on mt d 'archiac in the mckenzie district .","[[""Warren_Campbell"", ""age"", ""32""], [""Warren_Campbell"", ""from"", ""Invercargill""], [""Warren_Campbell"", ""body_recovered_from"", ""Mt_D_Archiac""], [""Jonathan_Smith"", ""age"", ""47""], [""Jonathan_Smith"", ""climbing_companion_of"", ""Warren_Campbell""], [""Jonathan_Smith"", ""body_recovered_from"", ""Mt_D_Archiac""], [""Mt_D_Archiac"", ""location_of"", ""body_recovery""]]","[[""Warren_David_Campbell"", ""age"", ""32""], [""Warren_David_Campbell"", ""climbing_on"", ""Mt_D_Archiac""], [""Warren_David_Campbell"", ""climbing_companion"", ""Jonathan_Smith""], [""Jonathan_Smith"", ""age"", ""47""], [""Jonathan_Smith"", ""climbing_on"", ""Mt_D_Archiac""], [""Jonathan_Smith"", ""climbing_companion_of"", ""Warren_David_Campbell""], [""Mt_D_Archiac"", ""located_in"", ""McKenzie_District""], [""Warren_David_Campbell"", ""did_not_return_from"", ""Mt_D_Archiac""], [""Jonathan_Smith"", ""did_not_return_from"", ""Mt_D_Archiac""]]",0.5143444998736397,0.5162548422813416,0.6241077184677124,0.4886272748799577,0.5143444998736397,0.9069348168254928,0.8676757851303075,0.8284167534351222,0.7891577217399369,0.7498986900447515,0.7106396583495662,0.6713806266543809,0.6321215949591956,0.5928625632640103,0.553603531568825,0.5143444998736397,0.7914833857583599,0.7404702544704658
258,gov. linda lingle and members of her staff were at the navy base and watched the launch .,gov. linda lingle and other dignitaries are scheduled to be at the base to watch the launch .,"[[""Linda_Lingle"", ""at"", ""Navy_Base""], [""Linda_Lingle"", ""member_of"", ""Staff""], [""Staff"", ""at"", ""Navy_Base""], [""Linda_Lingle"", ""watched"", ""Launch""], [""Staff"", ""watched"", ""Launch""]]","[[""Linda_Lingle"", ""scheduled_to_be_at"", ""Base""], [""Linda_Lingle"", ""watch"", ""Launch""], [""Dignitaries"", ""scheduled_to_be_at"", ""Base""], [""Dignitaries"", ""watch"", ""Launch""]]",0.2916666666666667,0.0,0.5369789004325867,0.08333333333333333,0.2916666666666667,0.7723600827781699,0.7242907411670196,0.6762213995558694,0.628152057944719,0.5800827163335686,0.5320133747224183,0.483944033111268,0.4358746915001177,0.3878053498889673,0.33973600827781697,0.2916666666666667,0.6841395306804381,0.6510147986650745
259,cooley said he expects muhammad will similarly be called as a witness at a pretrial hearing for malvo .,lee boyd malvo will be called as a witness wednesday in a pretrial hearing for fellow sniper suspect john allen muhammad .,"[[""Cooley"", ""expects"", ""Muhammad""], [""Muhammad"", ""to_be_called_as_witness"", ""pretrial_hearing""], [""pretrial_hearing"", ""for"", ""Malvo""]]","[[""Lee_Boyd_Malvo"", ""to_be_called_as_witness"", ""pretrial_hearing""], [""pretrial_hearing"", ""for"", ""John_Allen_Muhammad""], [""John_Allen_Muhammad"", ""fellow_sniper_suspect_of"", ""Lee_Boyd_Malvo""], [""pretrial_hearing"", ""scheduled_on"", ""Wednesday""]]",0.09622504486493763,0.0,0.39753925800323486,0.041666666666666664,0.09622504486493763,0.8413905951448357,0.7668740401168459,0.6923574850888562,0.6178409300608662,0.5433243750328764,0.4688078200048867,0.3942912649768969,0.3197747099489071,0.24525815492091724,0.17074159989292742,0.09622504486493763,0.7366795158624879,0.702121573906919
260,"marc garber , whitley 's attorney , had a different view .","whitley 's attorney , marc garber , called the ruling "" a huge victory . ""","[[""Marc_Garber"", ""attorney_of"", ""Whitley""], [""Marc_Garber"", ""had_view"", ""different_view""]]","[[""Marc_Garber"", ""attorney_of"", ""Whitley""], [""Marc_Garber"", ""described_ruling_as"", ""huge_victory""]]",0.4762896722078402,0.4109366536140442,0.6636295318603516,0.3888888888888889,0.4762896722078402,0.8486508199361447,0.8114147051633143,0.7741785903904839,0.7369424756176532,0.6997063608448228,0.6624702460719925,0.625234131299162,0.5879980165263315,0.550761901753501,0.5135257869806706,0.4762896722078402,0.8118839393339341,0.7870986071253694
261,the american conservatives are clearly in the minority within the episcopal church .,the letter indicates the vatican 's interest in bolstering conservatives within the episcopal church .,"[[""American_conservatives"", ""in_minority_within"", ""Episcopal_church""]]","[[""Vatican"", ""interested_in"", ""bolstering_conservatives""], [""bolstering_conservatives"", ""within"", ""Episcopal_church""]]",1.0,0.0,0.16806897521018982,0.408248290463863,1.0,0.8420211363728534,0.857819022735568,0.8736169090982828,0.8894147954609972,0.9052126818237121,0.9210105681864267,0.9368084545491413,0.9526063409118559,0.9684042272745707,0.9842021136372854,1.0,0.7962921061829324,0.7073615155475481
262,a woman is slicing a pumpkin .,a woman is riding an elephant .,"[[""woman"", ""slicing"", ""pumpkin""]]","[[""woman"", ""riding"", ""elephant""]]",0.08333333333333333,0.5131457448005676,0.5160723924636841,0.08333333333333333,0.08333333333333333,0.17481428060637574,0.1656661858790715,0.15651809115176726,0.14736999642446302,0.13822190169715878,0.12907380696985454,0.1199257122425503,0.11077761751524606,0.10162952278794181,0.09248142806063757,0.08333333333333333,0.2795510427599844,0.44469123971483476
263,a man jumping rope,a man is talking .,"[[""man"", ""action"", ""jumping_rope""]]","[[""man"", ""action"", ""talking""]]",0.08333333333333333,0.8854914307594299,0.7809332609176636,0.08333333333333333,0.08333333333333333,0.4834175262140193,0.4434091069259507,0.4034006876378821,0.36339226834981353,0.3233838490617449,0.2833754297736763,0.24336701048560772,0.20335859119753913,0.1633501719094705,0.12334175262140191,0.08333333333333333,0.6183389101538153,0.758856328550549
264,a man is kicking a soccer ball .,a man is mixing a bowl .,"[[""man"", ""kicking"", ""soccer_ball""]]","[[""man"", ""mixing"", ""bowl""]]",0.08333333333333333,0.19539271295070648,0.35691195726394653,0.08333333333333333,0.08333333333333333,0.18938318477837437,0.17877819963387026,0.16817321448936617,0.15756822934486206,0.14696324420035795,0.13635825905585386,0.12575327391134974,0.11514828876684566,0.10454330362234153,0.09393831847783743,0.08333333333333333,0.33906189233203965,0.42017024536441727
265,a man is dancing .,a man is riding a horse .,"[[""man"", ""is_dancing"", ""None""]]","[[""man"", ""is_riding"", ""horse""]]",0.08333333333333333,0.19655175507068634,0.5217701196670532,0.08333333333333333,0.08333333333333333,0.3089641338977957,0.2864010538413495,0.26383797378490326,0.24127489372845698,0.21871181367201073,0.1961487336155645,0.17358565355911829,0.15102257350267206,0.1284594934462258,0.10589641338977956,0.08333333333333333,0.4247962277694942,0.6088339568955005
266,"but from the american point of view , the international role of the dollar was a trap .","but the us point of view , the international role of the dollar was a trap .","[[""American"", ""point_of_view"", ""international_role_of_dollar""], [""international_role_of_dollar"", ""viewed_as"", ""trap""]]","[[""US"", ""point_of_view"", ""international_role_of_dollar""], [""international_role_of_dollar"", ""viewed_as"", ""trap""]]",1.0,0.7959270477294922,0.878862738609314,0.6666666666666666,1.0,0.9949614965799242,0.9954653469219318,0.9959691972639393,0.9964730476059469,0.9969768979479545,0.9974807482899621,0.9979845986319696,0.9984884489739773,0.9989922993159848,0.9994961496579924,1.0,0.9686193107652112,0.985165981630183
267,a woman is chopping an onion .,a woman is slicing partially into half of an onion .,"[[""woman"", ""chopping"", ""onion""]]","[[""woman"", ""slicing"", ""onion""], [""onion"", ""state"", ""half""]]",1.0,0.7552834749221802,0.7760157585144043,0.2041241452319315,1.0,0.950090689817229,0.9550816208355061,0.9600725518537832,0.9650634828720603,0.9700544138903374,0.9750453449086145,0.9800362759268916,0.9850272069451687,0.9900181379634458,0.9950090689817229,1.0,0.9187565415204754,0.7354131398650676
