id,paragraph_1,paragraph_2,kg_1,kg_2,snea_bert_similarity
188,""" I 'm not aware of any changes in policy - we have contacts with them , they will continue . """,""" Our policies are well-known and I 'm not aware of any changes in policy .","[[""I"", ""am_not_aware_of"", ""changes_in_policy""], [""we"", ""have_contacts_with"", ""them""], [""they"", ""will_continue"", ""contacts""]]","[[""Our_policies"", ""are"", ""well-known""], [""I"", ""am_not_aware_of"", ""changes_in_policy""]]",0.5253003888883055
189,"This decision would "" throw a monkey wrench into the FCC 's efforts to develop a vitally important national broadband policy , "" he said .","He added that the decision will "" throw a monkey wrench into the FCC 's efforts to develop a vitally important national broadband policy . ""","[[""decision"", ""would_throw_a_monkey_wrench_into"", ""FCC_efforts""], [""FCC_efforts"", ""aim_to_develop"", ""national_broadband_policy""], [""national_broadband_policy"", ""is"", ""vitally_important""]]","[[""decision"", ""will_throw_a_monkey_wrench_into"", ""FCC_efforts""], [""FCC_efforts"", ""aim_to_develop"", ""national_broadband_policy""], [""national_broadband_policy"", ""is"", ""vitally_important""]]",0.9987239950762913
190,"Today , analysts say , UN members can no longer ignore the shifts since the September 11 2001 attacks .","On Wednesday , analysts say , UN members can no longer ignore the shifts since the attacks in the US of September 11 2001 .","[[""UN_members"", ""can_no_longer_ignore"", ""shifts""], [""shifts"", ""since"", ""September_11_2001_attacks""]]","[[""UN_members"", ""can_no_longer_ignore"", ""shifts""], [""shifts"", ""since"", ""September_11_2001_attacks_in_US""]]",0.9876549338347587
191,The stretch of Danube river passing through the Balkans dropped so low that wrecks of World War II boats became visible .,Rivers were also drying up - a stretch of Danube passing through the Balkans dropped so low that wrecks of World War II boats became visible .,"[[""Danube_river"", ""passes_through"", ""Balkans""], [""Danube_river"", ""contains"", ""World_War_II_boats""], [""World_War_II_boats"", ""became_visible"", ""due_to_low_water_level""]]","[[""Danube_river"", ""passes_through"", ""Balkans""], [""Danube_river"", ""contains"", ""World_War_II_boats""], [""World_War_II_boats"", ""became_visible"", ""due_to_low_water_level""]]",1.0
192,"Humphries , and his father William , were on the IU campus Wednesday afternoon and Thursday morning .","Humphries , and his father , William , arrived at IU in the early afternoon and spent the day with IU coach Mike Davis .","[[""Humphries"", ""was_with"", ""William""], [""Humphries"", ""was_on"", ""IU_campus""], [""William"", ""was_on"", ""IU_campus""], [""IU_campus"", ""location"", ""Wednesday_afternoon""], [""IU_campus"", ""location"", ""Thursday_morning""]]","[[""Humphries"", ""was_with"", ""William""], [""Humphries"", ""arrived_at"", ""IU""], [""William"", ""arrived_at"", ""IU""], [""Humphries"", ""spent_day_with"", ""Mike_Davis""], [""William"", ""spent_day_with"", ""Mike_Davis""], [""Mike_Davis"", ""is"", ""IU_coach""]]",0.5207357715391148
193,"Mitchell , Man of La Mancha , Malcolm Gets from Amour and John Selya , Movin ' Out , complete the field .","Brian Stokes Mitchell , who stars in a revival of Man of La Mancha , Malcolm Gets from Amour and John Selya of Movin Out fill out the category .","[[""Mitchell"", ""stars_in"", ""Man_of_La_Mancha""], [""Malcolm_Gets"", ""from"", ""Amour""], [""John_Selya"", ""from"", ""Movin_Out""]]","[[""Brian_Stokes_Mitchell"", ""stars_in"", ""Man_of_La_Mancha""], [""Malcolm_Gets"", ""from"", ""Amour""], [""John_Selya"", ""from"", ""Movin_Out""]]",0.9071122902414467
194,""" It 's a major victory for Maine , and it 's a major victory for other states .",The Maine program could be a model for other states .,"[[""Maine"", ""had_major_victory"", ""Maine""], [""Maine"", ""had_major_victory"", ""other_states""]]","[[""Maine_program"", ""could_be_model"", ""other_states""]]",0.5966766453084411
195,The judge 's decision ended an 18-month process that included a frenzy of last-minute negotiations between bidders and creditors during a standing-room only purchasing hearing in U.S. Bankruptcy Court .,Jones ' decision Friday ended an 18-month process that included a frenzy of last-minute negotiations between bidders and creditors .,"[[""judge"", ""ended"", ""18-month_process""], [""18-month_process"", ""included"", ""last-minute_negotiations""], [""last-minute_negotiations"", ""between"", ""bidders""], [""last-minute_negotiations"", ""between"", ""creditors""], [""last-minute_negotiations"", ""during"", ""purchasing_hearing""], [""purchasing_hearing"", ""in"", ""U.S._Bankruptcy_Court""]]","[[""Jones"", ""ended"", ""18-month_process""], [""18-month_process"", ""included"", ""last-minute_negotiations""], [""last-minute_negotiations"", ""between"", ""bidders""], [""last-minute_negotiations"", ""between"", ""creditors""]]",0.6717402704024978
196,"Nine years ago , they were married by a justice of the peace .","His wife , married to Moore by a justice of the peace , started planning her dream wedding .","[[""they"", ""were_married_by"", ""justice_of_the_peace""]]","[[""His_wife"", ""married_to"", ""Moore""], [""His_wife"", ""were_married_by"", ""justice_of_the_peace""], [""His_wife"", ""started_planning"", ""her_dream_wedding""]]",0.7050131647424127
197,"Regardless , its first quarter saw a profit of $ 721 million , or 29 cents , on revenue of $ 17.9 billion .","Analysts expected earnings of 27 cents a share on revenue of $ 17.7 billion , Thomson First Call says .","[[""first_quarter"", ""saw_profit"", ""721_million""], [""first_quarter"", ""saw_profit_per_share"", ""29_cents""], [""first_quarter"", ""had_revenue"", ""17.9_billion""]]","[[""analysts"", ""expected_earnings_per_share"", ""27_cents""], [""analysts"", ""expected_revenue"", ""17.7_billion""], [""Thomson_First_Call"", ""says"", ""analysts_expected_earnings""]]",0.5415531084013677
198,The Boston Archdiocese has faced waves of scandal that have not only angered victims ' advocates but parishioners and some priests .,"The waves of scandal angered not only victims ' advocates but parishioners and some priests , to the point that Law could no longer run the archdiocese .","[[""Boston_Archdiocese"", ""faced"", ""scandal""], [""scandal"", ""angered"", ""victims_advocates""], [""scandal"", ""angered"", ""parishioners""], [""scandal"", ""angered"", ""priests""]]","[[""scandal"", ""angered"", ""victims_advocates""], [""scandal"", ""angered"", ""parishioners""], [""scandal"", ""angered"", ""priests""], [""Law"", ""could_no_longer_run"", ""archdiocese""]]",0.9361849317203036
199,"Whoever is selected will report directly to Robert Liscouski , the assistant secretary of homeland security for infrastructure protection .","The NCSD has about 60 employees , Robert Liscouski , the assistant secretary of homeland security for infrastructure protection , said at a briefing today .","[[""Selected_Person"", ""reports_to"", ""Robert_Liscouski""], [""Robert_Liscouski"", ""is"", ""assistant_secretary_of_homeland_security_for_infrastructure_protection""]]","[[""NCSD"", ""has_employees"", ""60_employees""], [""Robert_Liscouski"", ""is"", ""assistant_secretary_of_homeland_security_for_infrastructure_protection""], [""Robert_Liscouski"", ""gave_briefing"", ""today""]]",0.6370763892238758
200,He 'll present his proposals to the state Legislature in January .,The governor will present his budget proposals to the General Assembly in January .,"[[""He"", ""will_present"", ""proposals""], [""He"", ""will_present_to"", ""state_Legislature""], [""proposals"", ""will_be_presented_in"", ""January""]]","[[""The_governor"", ""will_present"", ""budget_proposals""], [""The_governor"", ""will_present_to"", ""General_Assembly""], [""budget_proposals"", ""will_be_presented_in"", ""January""]]",0.645642039697926
201,He also could be barred permanently from the securities industry .,"Young faces a fine , suspension or being permanently barred from the securities industry .","[[""He"", ""could_be_barred_from"", ""securities_industry""], [""barred"", ""duration"", ""permanently""]]","[[""Young"", ""faces"", ""fine""], [""Young"", ""faces"", ""suspension""], [""Young"", ""faces"", ""being_barred_from_securities_industry""], [""barred"", ""duration"", ""permanently""], [""Young"", ""could_be_barred_from"", ""securities_industry""]]",0.8398359162504843
202,The veteran Malyasian diplomat met Suu Kyi Wednesday at the lakeside home in Yangon where she is under house arrest .,"Razali Ismail met for 90 minutes with Suu Kyi , a 1991 winner of the Nobel Peace Prize , at her lakeside home , where she is under house arrest .","[[""Malyasian_diplomat"", ""met"", ""Suu_Kyi""], [""Suu_Kyi"", ""under_house_arrest_at"", ""lakeside_home""], [""lakeside_home"", ""location"", ""Yangon""]]","[[""Razali_Ismail"", ""met"", ""Suu_Kyi""], [""Suu_Kyi"", ""winner_of"", ""Nobel_Peace_Prize""], [""Suu_Kyi"", ""under_house_arrest_at"", ""lakeside_home""], [""lakeside_home"", ""location"", ""Yangon""], [""Razali_Ismail"", ""met_with_Suu_Kyi_for"", ""90_minutes""]]",0.8519888646778433
203,"I 've still got a fighting chance , though , "" Hewitt said after battling to overcome Davydenko 6-3 4-6 6-3 7-6 ( 7-5 ) on centre court .",""" I 'm still not red-hot favourite , "" Hewitt said after battling to down Davydenko 6-3 4-6 6-3 7-6 ( 7-5 ) on centre court .","[[""Hewitt"", ""said"", ""quote""], [""Hewitt"", ""battled"", ""Davydenko""], [""Hewitt"", ""won_against"", ""Davydenko""], [""Davydenko"", ""lost_to"", ""Hewitt""], [""match"", ""location"", ""centre_court""], [""match"", ""score"", ""6-3_4-6_6-3_7-6""]]","[[""Hewitt"", ""said"", ""quote""], [""Hewitt"", ""battled"", ""Davydenko""], [""Hewitt"", ""won_against"", ""Davydenko""], [""Davydenko"", ""lost_to"", ""Hewitt""], [""match"", ""location"", ""centre_court""], [""match"", ""score"", ""6-3_4-6_6-3_7-6""]]",0.9999999575770387
204,"The crates are full of hardback copies of "" Harry Potter and the Order of the Phoenix . ""","On June 4 , Amazon said it had received orders for over 1 million copies of "" Harry Potter and the Order of the Phoenix . ""","[[""crates"", ""contain"", ""Harry_Potter_and_the_Order_of_the_Phoenix""], [""Harry_Potter_and_the_Order_of_the_Phoenix"", ""edition"", ""hardback""]]","[[""Amazon"", ""received_orders_for"", ""Harry_Potter_and_the_Order_of_the_Phoenix""], [""Harry_Potter_and_the_Order_of_the_Phoenix"", ""number_of_orders"", ""over_1_million""]]",0.38478914828922595
205,""" Qualcomm has enjoyed many years of selling ... against little or no competition , "" Hubach said in the statement .",""" Qualcomm has enjoyed many years of selling CDMA chips against little or no competition , "" said TI General Counsel Joseph Hubach .","[[""Qualcomm"", ""enjoyed_selling_against"", ""little_or_no_competition""], [""Hubach"", ""said"", ""statement""]]","[[""Qualcomm"", ""enjoyed_selling"", ""CDMA_chips""], [""Qualcomm"", ""faced"", ""little_or_no_competition""], [""Joseph_Hubach"", ""is"", ""TI_General_Counsel""], [""Joseph_Hubach"", ""said"", ""statement""]]",0.9357208311708871
206,Law enforcement sources who spoke on condition of anonymity confirmed to The Associated Press that Limbaugh was being investigated by the Palm Beach County state attorney 's office .,"Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County , Fla . , state attorney 's office .","[[""Law_enforcement_sources"", ""confirmed_to"", ""The_Associated_Press""], [""Limbaugh"", ""being_investigated_by"", ""Palm_Beach_County_state_attorney_office""]]","[[""Law_enforcement_officials"", ""confirmed"", ""investigation_of_Limbaugh""], [""Limbaugh"", ""being_investigated_by"", ""Palm_Beach_County_state_attorney_office""]]",0.6981510183487303
207,A Stage One alert is declared when ozone readings exceed 0.20 parts per million during a one-hour period .,A Stage 1 episode is declared when ozone levels reach 0.20 parts per million .,"[[""Stage_One_alert"", ""is_declared_when"", ""ozone_readings_exceed_0.20_ppm""], [""ozone_readings"", ""exceed"", ""0.20_ppm""], [""ozone_readings"", ""measured_in"", ""one-hour_period""]]","[[""Stage_1_episode"", ""is_declared_when"", ""ozone_levels_reach_0.20_ppm""], [""ozone_levels"", ""reach"", ""0.20_ppm""]]",0.8032331901235371
208,"First , it 's found in most versions of Windows , including the new Windows Server 2003 .","It is the first "" critical "" flaw discovered and fixed in the new Windows Server 2003 .","[[""Windows"", ""includes"", ""Windows_Server_2003""]]","[[""Windows_Server_2003"", ""has"", ""critical_flaw""]]",0.3438366554375628
209,""" We must not engage in borough warfare , "" Thompson testified at a budget hearing by the City Council 's Finance Committee .",""" We must not engage in borough warfare , "" the Comptroller William Thompson told the Council , according to his written testimony .","[[""Thompson"", ""testified_at"", ""City_Council_Finance_Committee""], [""City_Council_Finance_Committee"", ""held"", ""budget_hearing""]]","[[""Comptroller_William_Thompson"", ""told"", ""Council""], [""Comptroller_William_Thompson"", ""gave"", ""written_testimony""]]",0.353791292003556
210,Metropolitan Ambulance spokesman James Howe said five people were taken to hospital and three were treated at the scene after yesterday 's incident .,"Spokesman James Howe said five children aged between 4 and 17 were taken to hospital with neck and chest injuries , while three others were treated at the scene .","[[""James_Howe"", ""is"", ""Metropolitan_Ambulance_spokesman""], [""Metropolitan_Ambulance"", ""incident_happened"", ""yesterday""], [""incident"", ""resulted_in"", ""five_people_taken_to_hospital""], [""incident"", ""resulted_in"", ""three_people_treated_at_scene""], [""five_people"", ""taken_to"", ""hospital""]]","[[""James_Howe"", ""is"", ""spokesman""], [""five_children"", ""taken_to"", ""hospital""], [""five_children"", ""aged_between"", ""4_and_17""], [""five_children"", ""suffered"", ""neck_and_chest_injuries""], [""three_others"", ""treated_at"", ""scene""]]",0.5464772639125492
211,"Indeed , prior defense filings said Moussaoui contended he was part of a post-Sept . 11 operation outside the United States .",Previous defense filings said Moussaoui was to be part of an operation outside the United States .,"[[""Moussaoui"", ""contended_he_was_part_of"", ""post-Sept_11_operation""], [""post-Sept_11_operation"", ""location"", ""outside_United_States""]]","[[""Moussaoui"", ""was_to_be_part_of"", ""operation""], [""operation"", ""location"", ""outside_United_States""]]",0.5514571405920462
212,""" His advice to the House Republicans is to pass it , to send it to him , so he can sign it . ""","The president 's "" advice to the House Republicans is to pass it , to send it to him , so he can sign it , "" said White House spokesman Ari Fleischer .","[[""House_Republicans"", ""receive_advice_from"", ""He""], [""He"", ""will_sign"", ""it""], [""House_Republicans"", ""should_pass"", ""it""], [""House_Republicans"", ""should_send_to"", ""He""]]","[[""President"", ""gives_advice_to"", ""House_Republicans""], [""House_Republicans"", ""should_pass"", ""it""], [""House_Republicans"", ""should_send_to"", ""President""], [""President"", ""will_sign"", ""it""], [""Ari_Fleischer"", ""is"", ""White_House_spokesman""], [""Ari_Fleischer"", ""said"", ""advice""]]",0.638211591168524
213,Cubs outfielder Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat .,"Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat , and he immediately appealed the decision .","[[""Sammy_Sosa"", ""was_suspended_by"", ""Major_League_Baseball""], [""Sammy_Sosa"", ""suspended_for"", ""eight_games""], [""Sammy_Sosa"", ""used"", ""corked_bat""]]","[[""Sammy_Sosa"", ""was_suspended_by"", ""Major_League_Baseball""], [""Sammy_Sosa"", ""suspended_for"", ""eight_games""], [""Sammy_Sosa"", ""used"", ""corked_bat""], [""Sammy_Sosa"", ""appealed"", ""suspension_decision""]]",0.9999999994253675
214,"The technology-laced Nasdaq Composite Index .IXIC lost 2 points , or 0.18 percent , to 1,649 .","The technology-laced Nasdaq Composite Index .IXIC was up a mere 0.04 of a point at 1,653 .","[[""Nasdaq_Composite_Index"", ""lost"", ""2_points""], [""Nasdaq_Composite_Index"", ""percentage_loss"", ""0.18_percent""], [""Nasdaq_Composite_Index"", ""closed_at"", ""1,649""]]","[[""Nasdaq_Composite_Index"", ""gained"", ""0.04_of_a_point""], [""Nasdaq_Composite_Index"", ""closed_at"", ""1,653""]]",0.6108508715994753
215,"After 26 hours of surgery and a year of anticipation , the boys were separated Sunday at Children 's Medical Center of Dallas .","Two-year-old Egyptian twin boys , born with their heads conjoined , have been separated after 26 hours of surgery at the Children 's Medical Centre in Dallas .","[[""boys"", ""separated_at"", ""Children_Medical_Center_of_Dallas""], [""boys"", ""underwent_surgery_for"", ""26_hours""], [""surgery"", ""occurred_after"", ""year_of_anticipation""]]","[[""Egyptian_twin_boys"", ""born_with"", ""conjoined_heads""], [""Egyptian_twin_boys"", ""separated_after"", ""26_hours_of_surgery""], [""Egyptian_twin_boys"", ""separated_at"", ""Children_Medical_Centre_in_Dallas""], [""Egyptian_twin_boys"", ""age"", ""Two_years_old""]]",0.5860046416020699
216,The final will be at the new Home Depot Center in Carson on Oct. 12 .,"Williams recently toured the new soccer-specific Home Depot Center in Carson , Calif .","[[""Home_Depot_Center"", ""location"", ""Carson""], [""final"", ""will_be_at"", ""Home_Depot_Center""], [""final"", ""date"", ""Oct_12""]]","[[""Williams"", ""toured"", ""Home_Depot_Center""], [""Home_Depot_Center"", ""location"", ""Carson""], [""Home_Depot_Center"", ""type"", ""soccer_specific""]]",0.50620700682475
217,The Dow Jones industrial average advanced for the fourth week in a row .,"The Dow Jones industrial average .DJI rose 41.61 points , or 0.44 percent , to 9,415.82 .","[[""Dow_Jones_industrial_average"", ""advanced_for"", ""fourth_week""]]","[[""Dow_Jones_industrial_average"", ""rose"", ""41.61_points""], [""Dow_Jones_industrial_average"", ""increased_by_percentage"", ""0.44_percent""], [""Dow_Jones_industrial_average"", ""reached"", ""9,415.82""]]",0.33484283328106723
218,"Shares of AstraZeneca AZN.N , Europe 's second biggest drugmaker , rose 3.71 percent to close at $ 43.05 on the New York Stock Exchange .","Shares of AstraZeneca , Europe ’ s second biggest drug company , rose 3 per cent on the New York Stock Exchange after the news .","[[""AstraZeneca"", ""listed_on"", ""New_York_Stock_Exchange""], [""AstraZeneca"", ""is"", ""Europe_second_biggest_drugmaker""], [""AstraZeneca"", ""share_price_closed_at"", ""43.05""]]","[[""AstraZeneca"", ""listed_on"", ""New_York_Stock_Exchange""], [""AstraZeneca"", ""is"", ""Europe_second_biggest_drug_company""], [""AstraZeneca"", ""share_price_rose"", ""3_percent""]]",0.745658428171321
219,"Indonesia 's army has often been accused of human rights abuses during GAM 's battle for independence , charges it has generally denied while accusing the separatists of committing rights violations .","Indonesia 's army has been accused of human rights abuses during its earlier battles with GAM , charges it has generally denied .","[[""Indonesia_army"", ""accused_of"", ""human_rights_abuses""], [""Indonesia_army"", ""denied"", ""human_rights_abuses""], [""GAM"", ""fought_for"", ""independence""], [""GAM"", ""accused_of"", ""rights_violations""], [""Indonesia_army"", ""accused"", ""GAM""]]","[[""Indonesia_army"", ""accused_of"", ""human_rights_abuses""], [""Indonesia_army"", ""denied"", ""human_rights_abuses""], [""Indonesia_army"", ""fought_against"", ""GAM""]]",0.7223153809861667
220,Justice Anthony M. Kennedy also dissented from the dismissal .,"Justices Anthony Kennedy , Sandra Day O 'Connor and Stephen Breyer dissented .","[[""Justice_Anthony_M_Kennedy"", ""dissented_from"", ""dismissal""]]","[[""Justice_Anthony_Kennedy"", ""dissented"", ""decision""], [""Justice_Sandra_Day_O_Connor"", ""dissented"", ""decision""], [""Justice_Stephen_Breyer"", ""dissented"", ""decision""]]",0.4789208671964204
221,"Coupling , an American version of a hit British comedy , will get the valuable Thursday 9 : 30 p.m. time slot .","Coupling , an American version of a hit British comedy , will couple with Friends on Thursdays .","[[""Coupling"", ""is"", ""American_version""], [""Coupling"", ""is_version_of"", ""hit_British_comedy""], [""Coupling"", ""will_air_at"", ""Thursday_9_30_p.m.""]]","[[""Coupling"", ""is"", ""American_version""], [""Coupling"", ""is_version_of"", ""hit_British_comedy""], [""Coupling"", ""will_air_with"", ""Friends""], [""Coupling"", ""will_air_on"", ""Thursdays""]]",0.9940053432836484
222,"Turner , who held about 105 million shares before the sale , also transferred 10 million AOL shares to a charitable trust .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .,"[[""Turner"", ""held"", ""105_million_shares""], [""Turner"", ""transferred"", ""10_million_AOL_shares""], [""10_million_AOL_shares"", ""transferred_to"", ""charitable_trust""]]","[[""Mr._Turner"", ""transferred"", ""10_million_shares""], [""10_million_shares"", ""transferred_to"", ""charitable_trust""]]",0.717889390502104
223,"FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations , U.S. officials said on Thursday .",A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations .,"[[""FBI_agents"", ""arrested"", ""former_Ernst_&_Young_partner""], [""former_Ernst_&_Young_partner"", ""charged_with"", ""obstructing_federal_investigations""], [""FBI_agents"", ""part_of"", ""US""], [""Ernst_&_Young"", ""type"", ""Big_Four_accounting_firm""]]","[[""FBI_agents"", ""arrested"", ""former_Ernst_&_Young_partner""], [""former_Ernst_&_Young_partner"", ""charged_with"", ""obstructing_federal_investigations""], [""FBI_agents"", ""located_in"", ""US""], [""Ernst_&_Young"", ""type"", ""accountancy_firm""]]",0.9801228576539552
224,Republican officials said the advertising buy was proof that Democrats are panicking that they were losing their stature on Medicare .,Republican officials said the advertisements were proof that Democrats were panicking about losing their stature on Medicare .,"[[""Republican_officials"", ""said"", ""advertising_buy_is_proof""], [""advertising_buy"", ""is_proof_of"", ""Democrats_panicking""], [""Democrats"", ""are_panicking_about"", ""losing_stature_on_Medicare""], [""Democrats"", ""losing_stature_on"", ""Medicare""]]","[[""Republican_officials"", ""said"", ""advertisements_are_proof""], [""advertisements"", ""are_proof_of"", ""Democrats_panicking""], [""Democrats"", ""are_panicking_about"", ""losing_stature_on_Medicare""], [""Democrats"", ""losing_stature_on"", ""Medicare""]]",0.9105174778307512
225,"As of Wednesday , there were 65 probable SARS cases in the Toronto region .","As of Monday , there were 66 probable cases in and around Toronto , a city of 4 million people .","[[""Toronto_region"", ""has"", ""65_probable_SARS_cases""]]","[[""Toronto"", ""has"", ""66_probable_cases""], [""Toronto"", ""population"", ""4_million_people""]]",0.37976300821751996
226,"The cards are issued by Mexico 's consulates to its citizens living abroad and show the date of birth , a current photograph and the address of the card holder .","The card is issued by Mexico 's consulates to its citizens living abroad and shows the date of birth , a current photograph and the address of the cardholder .","[[""Mexico"", ""issues"", ""cards""], [""cards"", ""show"", ""date_of_birth""], [""cards"", ""show"", ""current_photograph""], [""cards"", ""show"", ""address""], [""cards"", ""issued_to"", ""Mexico_citizens""], [""Mexico_citizens"", ""live"", ""abroad""], [""cards"", ""issued_by"", ""Mexico_consulates""]]","[[""Mexico"", ""issues"", ""card""], [""card"", ""shows"", ""date_of_birth""], [""card"", ""shows"", ""current_photograph""], [""card"", ""shows"", ""address""], [""card"", ""issued_to"", ""Mexico_citizens""], [""Mexico_citizens"", ""live"", ""abroad""], [""card"", ""issued_by"", ""Mexico_consulates""]]",0.9841408566585006
227,""" But the First Amendment does not shield fraud , "" Justice Ruth Bader Ginsburg wrote for the court .",""" The First Amendment does not shield fraud , "" Justice Ruth Bader Ginsburg wrote for the court in Madigan v. Telemarketing Associates , No. 01-1806 .","[[""First_Amendment"", ""does_not_shield"", ""fraud""], [""Justice_Ruth_Bader_Ginsburg"", ""wrote_for"", ""court""]]","[[""First_Amendment"", ""does_not_shield"", ""fraud""], [""Justice_Ruth_Bader_Ginsburg"", ""wrote_for"", ""court""], [""Justice_Ruth_Bader_Ginsburg"", ""wrote_in"", ""Madigan_v_Telemarketing_Associates""], [""Madigan_v_Telemarketing_Associates"", ""has_case_number"", ""01-1806""]]",0.9999999677500595
228,Previously he had seen the grinning mechanic from east Java only on television .,"Mr Hughes had seen Amrozi 's face on television , the infamous images of the grinning mechanic from east Java .","[[""he"", ""had_seen"", ""grinning_mechanic""], [""grinning_mechanic"", ""from"", ""east_Java""], [""he"", ""seen_on"", ""television""]]","[[""Mr_Hughes"", ""had_seen"", ""Amrozi""], [""Amrozi"", ""is"", ""grinning_mechanic""], [""grinning_mechanic"", ""from"", ""east_Java""], [""Mr_Hughes"", ""seen_on"", ""television""]]",0.76076429672097
229,"Among Fox viewers , 41 percent describe themselves as Republicans , 24 percent as Democrats and 30 percent as Independents .","Among CNN viewers , 29 percent said they were Republicans and 36 percent called themselves conservatives .","[[""Fox_viewers"", ""describe_themselves_as"", ""Republicans""], [""Fox_viewers"", ""describe_themselves_as"", ""Democrats""], [""Fox_viewers"", ""describe_themselves_as"", ""Independents""]]","[[""CNN_viewers"", ""describe_themselves_as"", ""Republicans""], [""CNN_viewers"", ""describe_themselves_as"", ""conservatives""]]",0.6858903864885817
230,"The two filed a lawsuit in 1998 , alleging IBM 's staff doctors never warned them that their symptoms could reflect chemical poisoning .",The two filed a suit in 1998 and allege they were never warned by IBM 's staff doctors that their symptoms could reflect chemical poisoning .,"[[""The_two"", ""filed_lawsuit_in"", ""1998""], [""IBM"", ""has"", ""staff_doctors""], [""staff_doctors"", ""never_warned"", ""The_two""], [""The_two"", ""experienced"", ""symptoms""], [""symptoms"", ""could_reflect"", ""chemical_poisoning""]]","[[""The_two"", ""filed_suit_in"", ""1998""], [""IBM"", ""has"", ""staff_doctors""], [""staff_doctors"", ""never_warned"", ""The_two""], [""The_two"", ""experienced"", ""symptoms""], [""symptoms"", ""could_reflect"", ""chemical_poisoning""]]",0.9985044363650573
231,"Dr. William Winkenwerder , assistant secretary of Defense for health affairs , said the vaccine poses little danger .",""" We stand behind this program , "" said Dr. William Winkenwerder , assistant secretary of defense for health affairs .","[[""Dr._William_Winkenwerder"", ""said"", ""vaccine_poses_little_danger""], [""Dr._William_Winkenwerder"", ""is"", ""assistant_secretary_of_Defense_for_health_affairs""], [""vaccine"", ""poses"", ""little_danger""]]","[[""Dr._William_Winkenwerder"", ""said"", ""stand_behind_program""], [""Dr._William_Winkenwerder"", ""is"", ""assistant_secretary_of_defense_for_health_affairs""]]",0.5350206859792281
232,"On Jan. 10 , 20-year-old Shawanda Denise McCalister , who also was pregnant , was found bound and strangled in her apartment in the same neighborhood .","On Jan. 1 , Nikia Shanell Kilpatrick , who was pregnant , was found bound and strangled in her apartment .","[[""Shawanda_Denise_McCalister"", ""found_in"", ""apartment""], [""Shawanda_Denise_McCalister"", ""was"", ""20-year-old""], [""Shawanda_Denise_McCalister"", ""was"", ""pregnant""], [""Shawanda_Denise_McCalister"", ""died_from"", ""strangulation""], [""Shawanda_Denise_McCalister"", ""found_on"", ""Jan_10""]]","[[""Nikia_Shanell_Kilpatrick"", ""found_in"", ""apartment""], [""Nikia_Shanell_Kilpatrick"", ""was"", ""pregnant""], [""Nikia_Shanell_Kilpatrick"", ""died_from"", ""strangulation""], [""Nikia_Shanell_Kilpatrick"", ""found_on"", ""Jan_1""]]",0.6423395866480178
233,"HCA Inc . , the largest U.S. hospital chain , dropped $ 2.21 , or 5.8 percent , to $ 36.14 .","HCA Inc . ( nyse : HCA - news - people ) , the largest U.S. hospital chain , dropped $ 1.21 , or 3.2 percent , to $ 37.14 .","[[""HCA_Inc"", ""is"", ""largest_U_S_hospital_chain""], [""HCA_Inc"", ""dropped"", ""2_21""], [""HCA_Inc"", ""percentage_dropped"", ""5_8_percent""], [""HCA_Inc"", ""final_price"", ""36_14""]]","[[""HCA_Inc"", ""is"", ""largest_U_S_hospital_chain""], [""HCA_Inc"", ""dropped"", ""1_21""], [""HCA_Inc"", ""percentage_dropped"", ""3_2_percent""], [""HCA_Inc"", ""final_price"", ""37_14""]]",0.9962370695671487
234,"The men were immediately flown to nearby Botswana on a chartered Air Malawi flight , Malawi intelligence officials said on condition of anonymity .","The men were flown to nearby Botswana on an Air Malawi flight , the officials said .","[[""men"", ""flown_to"", ""Botswana""], [""men"", ""flown_on"", ""Air_Malawi""], [""Air_Malawi"", ""chartered_by"", ""Malawi_intelligence_officials""]]","[[""men"", ""flown_to"", ""Botswana""], [""men"", ""flown_on"", ""Air_Malawi""]]",0.6919304451101387
235,"The key vote Thursday came on the dividend tax provision offered by Sen. Don Nickles , R-Oklahoma .",The key vote Thursday was on a provision that temporarily eliminates the dividend tax .,"[[""Sen_Don_Nickles"", ""offered"", ""dividend_tax_provision""], [""dividend_tax_provision"", ""location"", ""Oklahoma""], [""Sen_Don_Nickles"", ""from"", ""Oklahoma""]]","[[""provision"", ""temporarily_eliminated"", ""dividend_tax""]]",0.29292575304284907
236,"The book , called "" Lies and the Lying Liars Who Tell Them : A Fair and Balanced Look at the Right , "" hits stores this weekend .","Fox was seeking an injunction to halt distribution of "" Lies and the Lying Liars Who Tell Them : A Fair and Balanced Look at the Right . ""","[[""Lies_and_the_Lying_Liars_Who_Tell_Them"", ""hits_stores_in"", ""this_weekend""]]","[[""Fox"", ""sought_injunction_against"", ""Lies_and_the_Lying_Liars_Who_Tell_Them""], [""Lies_and_the_Lying_Liars_Who_Tell_Them"", ""had_distribution_halted_by"", ""Fox""]]",0.290367369215703
