id,paragraph_1,paragraph_2,kg_1,kg_2,snea_bert_similarity
175,"Although the estimated effective dose is low for VCUG radiographic scout images, this step did not augment VCUG interpretation or contribute management-changing information. This step should be omitted or substituted to further reduce dose in pediatric VCUG.","Our data suggest that very few genes, which change their expression level during the WOI, show a quantitative homogeneous expression in endometrially-receptive patients. In conclusion, in this study only six genes showed a homogeneous expression, and are probably involved in embryo implantation mechanisms.","[[""VCUG_radiographic_scout_images"", ""have"", ""estimated_effective_dose""], [""estimated_effective_dose"", ""is"", ""low""], [""VCUG_radiographic_scout_images"", ""do_not_augment"", ""VCUG_interpretation""], [""VCUG_radiographic_scout_images"", ""do_not_contribute"", ""management-changing_information""], [""VCUG_radiographic_scout_images"", ""should_be"", ""omitted""], [""VCUG_radiographic_scout_images"", ""should_be"", ""substituted""], [""omitting_VCUG_radiographic_scout_images"", ""reduces"", ""dose""], [""omitting_VCUG_radiographic_scout_images"", ""reduces_dose_in"", ""pediatric_VCUG""]]","[[""genes"", ""change_expression_level_during"", ""WOI""], [""genes"", ""show"", ""quantitative_homogeneous_expression""], [""endometrially-receptive_patients"", ""have"", ""homogeneous_expression""], [""six_genes"", ""show"", ""homogeneous_expression""], [""six_genes"", ""are_involved_in"", ""embryo_implantation_mechanisms""], [""study"", ""found"", ""six_genes_with_homogeneous_expression""]]",0.12475250243173289
176,Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,Emergency US family plan had a convinced impact on occupant' US educational experiences. Emergency medication occupant performed more scans overall and also used bedside US for more advanced coating in programs with EUS fellowships.,"[[""Emergency_US_fellowship_programs"", ""have"", ""positive_impact""], [""positive_impact"", ""on"", ""residents_US_educational_experiences""], [""Emergency_medicine_residents"", ""perform"", ""scans""], [""Emergency_medicine_residents"", ""use"", ""bedside_US""], [""bedside_US"", ""used_for"", ""advanced_applications""], [""EUS_fellowships"", ""present_in"", ""programs""], [""programs"", ""have"", ""EUS_fellowships""]]","[[""Emergency_US_family_plan"", ""had"", ""convinced_impact""], [""convinced_impact"", ""on"", ""occupant_US_educational_experiences""], [""Emergency_medication_occupant"", ""perform"", ""scans""], [""Emergency_medication_occupant"", ""use"", ""bedside_US""], [""bedside_US"", ""used_for"", ""advanced_coating""], [""EUS_fellowships"", ""present_in"", ""programs""], [""programs"", ""have"", ""EUS_fellowships""]]",0.7198902923499728
177,Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with USMLE fellowships.,"[[""Emergency_US_fellowship_programs"", ""have"", ""positive_impact""], [""Emergency_US_fellowship_programs"", ""impact_on"", ""residents_US_educational_experiences""], [""emergency_medicine_residents"", ""perform"", ""more_scans""], [""emergency_medicine_residents"", ""use"", ""bedside_US""], [""bedside_US"", ""used_for"", ""advanced_applications""], [""EUS_fellowships"", ""part_of"", ""Emergency_US_fellowship_programs""]]","[[""Emergency_US_fellowship_programs"", ""have"", ""positive_impact""], [""Emergency_US_fellowship_programs"", ""impact_on"", ""residents_US_educational_experiences""], [""emergency_medicine_residents"", ""perform"", ""more_scans""], [""emergency_medicine_residents"", ""use"", ""bedside_US""], [""bedside_US"", ""used_for"", ""advanced_applications""], [""USMLE_fellowships"", ""part_of"", ""Emergency_US_fellowship_programs""]]",0.8820781403925809
178,Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,a positive impact on residents' US educational experiences had Emergency US fellowship programs. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,"[[""Emergency_US_fellowship_programs"", ""have"", ""positive_impact""], [""positive_impact"", ""on"", ""residents_US_educational_experiences""], [""Emergency_medicine_residents"", ""perform"", ""more_scans""], [""Emergency_medicine_residents"", ""use"", ""bedside_US""], [""bedside_US"", ""used_for"", ""advanced_applications""], [""EUS_fellowships"", ""part_of"", ""programs""], [""programs"", ""have"", ""EUS_fellowships""]]","[[""Emergency_US_fellowship_programs"", ""have"", ""positive_impact""], [""positive_impact"", ""on"", ""residents_US_educational_experiences""], [""Emergency_medicine_residents"", ""perform"", ""more_scans""], [""Emergency_medicine_residents"", ""use"", ""bedside_US""], [""bedside_US"", ""used_for"", ""advanced_applications""], [""EUS_fellowships"", ""part_of"", ""programs""], [""programs"", ""have"", ""EUS_fellowships""]]",0.9999999497366532
179,Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,"Position emission tomography scanning appears to accurately change the stage or appropriately alter the therapy of almost a third of patients with advanced primary rectal cancer. In view of this, we suggest that position emission tomography scanning be considered part of standard workup for such patients, particularly if neoadjuvant chemoradiation is being considered as part of primary management.","[[""Emergency_US_fellowship_programs"", ""have"", ""positive_impact""], [""positive_impact"", ""on"", ""residents_US_educational_experiences""], [""Emergency_medicine_residents"", ""perform"", ""scans""], [""scans"", ""include"", ""bedside_US""], [""bedside_US"", ""used_for"", ""advanced_applications""], [""EUS_fellowships"", ""part_of"", ""Emergency_US_fellowship_programs""]]","[[""Position_emission_tomography_scanning"", ""accurately_change"", ""stage""], [""stage"", ""of"", ""patients_with_advanced_primary_rectal_cancer""], [""Position_emission_tomography_scanning"", ""alter"", ""therapy""], [""therapy"", ""of"", ""patients_with_advanced_primary_rectal_cancer""], [""Position_emission_tomography_scanning"", ""part_of"", ""standard_workup""], [""standard_workup"", ""for"", ""patients_with_advanced_primary_rectal_cancer""], [""neoadjuvant_chemoradiation"", ""part_of"", ""primary_management""], [""primary_management"", ""of"", ""patients_with_advanced_primary_rectal_cancer""]]",0.20079326537225892
180,"For a given NIHSS score, the median volume of right hemisphere strokes is consistently larger than the median volume of left hemisphere strokes. The clinical implications of our finding need further exploration.","For a given NIHSS score, the median bulk of correct hemisphere shot is consistently big than the median volume of left hemisphere shot. The medical deduction of our determination need further exploration.","[[""NIHSS_score"", ""has"", ""median_volume""], [""median_volume_of_right_hemisphere_strokes"", ""is_larger_than"", ""median_volume_of_left_hemisphere_strokes""], [""right_hemisphere_strokes"", ""have"", ""median_volume""], [""left_hemisphere_strokes"", ""have"", ""median_volume""], [""clinical_implications"", ""need"", ""further_exploration""]]","[[""NIHSS_score"", ""has"", ""median_bulk""], [""median_bulk_of_correct_hemisphere_shot"", ""is_consistently_bigger_than"", ""median_volume_of_left_hemisphere_shot""], [""correct_hemisphere_shot"", ""has"", ""median_bulk""], [""left_hemisphere_shot"", ""has"", ""median_volume""], [""medical_deduction"", ""need"", ""further_exploration""]]",0.5771498724447579
181,"For a given NIHSS score, the median volume of right hemisphere strokes is consistently larger than the median volume of left hemisphere strokes. The clinical implications of our finding need further exploration.","For a given AMDA score, the median volume of right hemisphere strokes is consistently larger than the median volume of left hemisphere strokes. The clinical implications of our finding need further exploration.","[[""NIHSS_score"", ""used_to_compare"", ""right_hemisphere_strokes""], [""NIHSS_score"", ""used_to_compare"", ""left_hemisphere_strokes""], [""right_hemisphere_strokes"", ""has_larger_median_volume_than"", ""left_hemisphere_strokes""], [""finding"", ""needs"", ""further_exploration""], [""finding"", ""has"", ""clinical_implications""]]","[[""AMDA_score"", ""used_to_compare"", ""right_hemisphere_strokes""], [""AMDA_score"", ""used_to_compare"", ""left_hemisphere_strokes""], [""right_hemisphere_strokes"", ""has_larger_median_volume_than"", ""left_hemisphere_strokes""], [""finding"", ""needs"", ""further_exploration""], [""finding"", ""has"", ""clinical_implications""]]",0.8794089760013403
182,"For a given NIHSS score, the median volume of right hemisphere strokes is consistently larger than the median volume of left hemisphere strokes. The clinical implications of our finding need further exploration.","For a given NIHSS score, the median volume of right hemisphere strokes is consistently larger than the median volume of left hemisphere strokes. further exploration need The clinical implications of our finding.","[[""NIHSS_score"", ""has"", ""median_volume""], [""right_hemisphere_strokes"", ""has"", ""median_volume""], [""left_hemisphere_strokes"", ""has"", ""median_volume""], [""median_volume_of_right_hemisphere_strokes"", ""larger_than"", ""median_volume_of_left_hemisphere_strokes""], [""clinical_implications"", ""need"", ""further_exploration""]]","[[""NIHSS_score"", ""has"", ""median_volume""], [""right_hemisphere_strokes"", ""has"", ""median_volume""], [""left_hemisphere_strokes"", ""has"", ""median_volume""], [""median_volume_of_right_hemisphere_strokes"", ""larger_than"", ""median_volume_of_left_hemisphere_strokes""], [""clinical_implications"", ""need"", ""further_exploration""]]",0.9999999633862464
183,"For a given NIHSS score, the median volume of right hemisphere strokes is consistently larger than the median volume of left hemisphere strokes. The clinical implications of our finding need further exploration.","A specialized training program to improve phonologic awareness as a basis for reading and writing in every kindergarten and preschool child seems to be unnecessary. However, children with temporary hearing deficits benefit from such a program. For all other children general perception training may be sufficient.","[[""NIHSS_score"", ""used_to_compare"", ""right_hemisphere_strokes""], [""NIHSS_score"", ""used_to_compare"", ""left_hemisphere_strokes""], [""right_hemisphere_strokes"", ""have_larger_median_volume_than"", ""left_hemisphere_strokes""], [""finding"", ""needs"", ""further_exploration""], [""finding"", ""has"", ""clinical_implications""]]","[[""specialized_training_program"", ""aims_to_improve"", ""phonologic_awareness""], [""specialized_training_program"", ""aims_to_improve"", ""reading""], [""specialized_training_program"", ""aims_to_improve"", ""writing""], [""specialized_training_program"", ""is"", ""unnecessary_for_kindergarten_children""], [""specialized_training_program"", ""is"", ""unnecessary_for_preschool_children""], [""children_with_temporary_hearing_deficits"", ""benefit_from"", ""specialized_training_program""], [""general_perception_training"", ""is"", ""sufficient_for_other_children""]]",0.16222372460227086
184,Comparison of mother-offspring and father-offspring associations for BMI suggests that intergenerational acceleration mechanisms do not make an important contribution to levels of childhood BMI within the population. Associations at later ages and for different components of body composition now require study.,Comparison of mother-offspring and father-offspring associations for BMI suggests that intergenerational quickening mechanics do not make an crucial contribution to levels of childhood BMI within the population. Associations at later ages and for different constituent of torso composition now require investigation.,"[[""mother_offspring_associations"", ""compared_to"", ""father_offspring_associations""], [""mother_offspring_associations"", ""suggest"", ""intergenerational_acceleration_mechanisms""], [""intergenerational_acceleration_mechanisms"", ""contribute_to"", ""childhood_BMI""], [""childhood_BMI"", ""studied_in"", ""population""], [""associations"", ""require_study"", ""later_ages""], [""associations"", ""require_study"", ""different_components_of_body_composition""]]","[[""mother_offspring_associations"", ""compared_to"", ""father_offspring_associations""], [""mother_offspring_associations"", ""suggest"", ""intergenerational_quickening_mechanics""], [""intergenerational_quickening_mechanics"", ""contribute_to"", ""childhood_BMI""], [""childhood_BMI"", ""studied_in"", ""population""], [""associations"", ""require_investigation"", ""later_ages""], [""associations"", ""require_investigation"", ""different_constituent_of_torso_composition""]]",0.9826030093950107
185,Comparison of mother-offspring and father-offspring associations for BMI suggests that intergenerational acceleration mechanisms do not make an important contribution to levels of childhood BMI within the population. Associations at later ages and for different components of body composition now require study.,Comparison of mother-offspring and father-offspring associations for PSAV suggests that intergenerational acceleration mechanisms do not make an important contribution to levels of childhood BMI within the population. Associations at later ages and for different components of body composition now require study.,"[[""mother-offspring_associations"", ""compared_to"", ""father-offspring_associations""], [""mother-offspring_associations"", ""relation"", ""BMI""], [""father-offspring_associations"", ""relation"", ""BMI""], [""intergenerational_acceleration_mechanisms"", ""contribution_to"", ""childhood_BMI""], [""childhood_BMI"", ""require_study"", ""later_ages""], [""body_composition"", ""require_study"", ""different_components""]]","[[""mother-offspring_associations"", ""compared_to"", ""father-offspring_associations""], [""mother-offspring_associations"", ""relation"", ""PSAV""], [""father-offspring_associations"", ""relation"", ""PSAV""], [""intergenerational_acceleration_mechanisms"", ""contribution_to"", ""childhood_BMI""], [""childhood_BMI"", ""require_study"", ""later_ages""], [""body_composition"", ""require_study"", ""different_components""]]",0.8447644239976702
186,Comparison of mother-offspring and father-offspring associations for BMI suggests that intergenerational acceleration mechanisms do not make an important contribution to levels of childhood BMI within the population. Associations at later ages and for different components of body composition now require study.,Comparison of mother-offspring and father-offspring associations for BMI suggests that intergenerational acceleration mechanisms do not make an important contribution to levels of childhood BMI within the population. study now require Associations at later ages and for different components of body composition.,"[[""mother_offspring_associations"", ""compared_to"", ""father_offspring_associations""], [""mother_offspring_associations"", ""study"", ""BMI""], [""father_offspring_associations"", ""study"", ""BMI""], [""intergenerational_acceleration_mechanisms"", ""contribution_to"", ""childhood_BMI""], [""childhood_BMI"", ""studied_in"", ""population""], [""associations"", ""require_study"", ""later_ages""], [""body_composition"", ""require_study"", ""different_components""]]","[[""mother_offspring_associations"", ""compared_to"", ""father_offspring_associations""], [""mother_offspring_associations"", ""study"", ""BMI""], [""father_offspring_associations"", ""study"", ""BMI""], [""intergenerational_acceleration_mechanisms"", ""contribution_to"", ""childhood_BMI""], [""childhood_BMI"", ""studied_in"", ""population""], [""associations"", ""require_study"", ""later_ages""], [""body_composition"", ""require_study"", ""different_components""], [""study"", ""require"", ""associations_at_later_ages""], [""study"", ""require"", ""different_components_of_body_composition""]]",1.0
187,Comparison of mother-offspring and father-offspring associations for BMI suggests that intergenerational acceleration mechanisms do not make an important contribution to levels of childhood BMI within the population. Associations at later ages and for different components of body composition now require study.,"Patients in regional and rural settings were willing partners in developing skills of junior medical students, who had greater involvement in patient consultations than previously reported for urban students. Our study extends the findings from urban general practice that patients are underutilised partners in community-based medical training. The support of patients from regional and rural settings could facilitate the expansion of primary care-based medical education in these areas of workforce need.","[[""mother-offspring_associations"", ""compared_to"", ""father-offspring_associations""], [""mother-offspring_associations"", ""suggest"", ""intergenerational_acceleration_mechanisms""], [""intergenerational_acceleration_mechanisms"", ""contribution_to"", ""childhood_BMI""], [""childhood_BMI"", ""require_study"", ""later_ages""], [""childhood_BMI"", ""require_study"", ""different_components_of_body_composition""]]","[[""patients"", ""located_in"", ""regional_and_rural_settings""], [""patients"", ""partners_in"", ""medical_training""], [""junior_medical_students"", ""involved_in"", ""patient_consultations""], [""patients"", ""support"", ""expansion_of_primary_care-based_medical_education""], [""regional_and_rural_settings"", ""have"", ""workforce_need""], [""urban_general_practice"", ""findings_extended"", ""community-based_medical_training""], [""patients"", ""underutilised_partners"", ""community-based_medical_training""]]",0.16191938232127334
188,"NT thickness does not show a significative increase in those women who subsequently develop GDM. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.","a significative elevate in those women who subsequently develop GDM was shown by NT thickness. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.","[[""NT_thickness"", ""does_not_show_increase_in"", ""women_who_develop_GDM""], [""women_who_develop_GDM"", ""develop"", ""gestational_diabetes_mellitus""], [""NT_assessment"", ""is_not_useful_for"", ""predicting_GDM_onset""], [""predicting_GDM_onset"", ""occurs_during"", ""pregnancy""], [""NT_assessment"", ""uses"", ""ultrasound""], [""ultrasound"", ""parameter_for"", ""NT_assessment""]]","[[""NT_thickness"", ""shows_elevate_in"", ""women_who_develop_GDM""], [""women_who_develop_GDM"", ""develop"", ""gestational_diabetes_mellitus""], [""NT_assessment"", ""is_not_useful_for"", ""predicting_GDM_onset""], [""predicting_GDM_onset"", ""occurs_during"", ""pregnancy""], [""NT_assessment"", ""uses"", ""ultrasound""], [""ultrasound"", ""parameter_for"", ""NT_assessment""]]",0.9988426611868939
189,"NT thickness does not show a significative increase in those women who subsequently develop GDM. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.","NT thickness does not show a significative increase in those women who subsequently develop IMN. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.","[[""NT_thickness"", ""does_not_increase_in"", ""women_who_develop_GDM""], [""NT_assessment"", ""not_useful_for"", ""predicting_GDM_onset""], [""predicting_GDM_onset"", ""happens_during"", ""pregnancy""], [""GDM"", ""abbreviates"", ""gestational_diabetes_mellitus""], [""NT_thickness"", ""measured_by"", ""ultrasound""], [""ultrasound"", ""used_for"", ""NT_assessment""]]","[[""NT_thickness"", ""does_not_increase_in"", ""women_who_develop_IMN""], [""NT_assessment"", ""not_useful_for"", ""predicting_GDM_onset""], [""predicting_GDM_onset"", ""happens_during"", ""pregnancy""], [""GDM"", ""abbreviates"", ""gestational_diabetes_mellitus""], [""NT_thickness"", ""measured_by"", ""ultrasound""], [""ultrasound"", ""used_for"", ""NT_assessment""], [""IMN"", ""not_related_to_NT_thickness"", ""NT_thickness""]]",0.9972356829606319
190,"NT thickness does not show a significative increase in those women who subsequently develop GDM. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.","a significative increase in those women who subsequently develop GDM does not show NT thickness. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.","[[""NT_thickness"", ""does_not_show_increase_in"", ""women_who_develop_GDM""], [""women_who_develop_GDM"", ""develop"", ""gestational_diabetes_mellitus""], [""NT_assessment"", ""not_useful_for"", ""predicting_GDM_onset""], [""predicting_GDM_onset"", ""occurs_during"", ""pregnancy""], [""NT_assessment"", ""uses"", ""ultrasound_parameter""], [""ultrasound_parameter"", ""used_for"", ""predicting_GDM_onset""]]","[[""NT_thickness"", ""does_not_show_increase_in"", ""women_who_develop_GDM""], [""women_who_develop_GDM"", ""develop"", ""gestational_diabetes_mellitus""], [""NT_assessment"", ""not_useful_for"", ""predicting_GDM_onset""], [""predicting_GDM_onset"", ""occurs_during"", ""pregnancy""], [""NT_assessment"", ""uses"", ""ultrasound_parameter""], [""ultrasound_parameter"", ""used_for"", ""predicting_GDM_onset""]]",0.9999999992697489
191,"NT thickness does not show a significative increase in those women who subsequently develop GDM. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.","The effects of the intervention were most pronounced after the first intervention. Compared to usual care, telephone counseling seemed particularly effective at promoting change among nonadherent women, the group for whom the intervention was developed. These results suggest that telephone counseling, rather than tailored print, might be the preferred first-line intervention for getting nonadherent women on schedule for mammography screening. Many questions would have to be answered about why the tailored print intervention was not more powerful. Nevertheless, it is clear that additional interventions will be needed to maintain women's adherence to mammography. Medical Subject Headings (MeSH): mammography screening, telephone counseling, tailored print communications, barriers.","[[""NT_thickness"", ""does_not_increase"", ""in_women_who_develop_GDM""], [""women_who_develop_GDM"", ""develop"", ""gestational_diabetes_mellitus""], [""NT_assessment"", ""not_useful_for"", ""predicting_GDM_onset""], [""predicting_GDM_onset"", ""involves"", ""gestational_diabetes_mellitus""], [""predicting_GDM_onset"", ""occurs_during"", ""pregnancy""], [""NT_assessment"", ""uses"", ""ultrasound""]]","[[""intervention"", ""had_pronounced_effects"", ""after_first_intervention""], [""intervention"", ""compared_to"", ""usual_care""], [""telephone_counseling"", ""promotes_change"", ""among_nonadherent_women""], [""nonadherent_women"", ""received"", ""telephone_counseling""], [""telephone_counseling"", ""preferred_over"", ""tailored_print""], [""tailored_print"", ""less_effective"", ""than_telephone_counseling""], [""intervention"", ""aimed_at"", ""nonadherent_women""], [""nonadherent_women"", ""need"", ""additional_interventions""], [""additional_interventions"", ""required_for"", ""maintaining_adherence_to_mammography""], [""mammography"", ""involves"", ""mammography_screening""], [""intervention"", ""involves"", ""telephone_counseling""], [""intervention"", ""involves"", ""tailored_print""], [""mammography_screening"", ""has"", ""barriers""]]",0.24499016941453916
192,"In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.","In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. the fixed CPAP pressure for subsequent medical use in these obese individuals was predicted by the previously derived algorithm. In addition, certain subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.","[[""BMI"", ""not_predictive_of"", ""autoCPAP_pressure""], [""neck_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""waist_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""algorithm"", ""not_adequate_for"", ""predicting_fixed_CPAP_pressure""], [""subjects_without_OSA"", ""generated"", ""high_autoCPAP_pressures""], [""OSA_severity"", ""correlated_with"", ""autoCPAP_pressure""]]","[[""BMI"", ""not_predictive_of"", ""autoCPAP_pressure""], [""neck_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""waist_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""algorithm"", ""predicts"", ""fixed_CPAP_pressure""], [""fixed_CPAP_pressure"", ""used_for"", ""medical_use""], [""subjects_without_OSA"", ""generated"", ""high_autoCPAP_pressures""], [""OSA_severity"", ""correlated_with"", ""autoCPAP_pressure""]]",0.9985891691456219
193,"In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.","In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without PRISM generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.","[[""BMI"", ""not_predictive_of"", ""autoCPAP_pressure""], [""neck_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""waist_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""previously_derived_algorithm"", ""not_adequate_for"", ""predicting_fixed_CPAP_pressure""], [""subjects_without_OSA"", ""generated"", ""high_autoCPAP_pressures""], [""OSA_severity"", ""correlated_with"", ""autoCPAP_pressure""]]","[[""BMI"", ""not_predictive_of"", ""autoCPAP_pressure""], [""neck_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""waist_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""previously_derived_algorithm"", ""not_adequate_for"", ""predicting_fixed_CPAP_pressure""], [""subjects_without_PRISM"", ""generated"", ""high_autoCPAP_pressures""], [""OSA_severity"", ""correlated_with"", ""autoCPAP_pressure""]]",0.9401599492756886
194,"In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.","In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the fixed CPAP pressure for subsequent clinical use in these obese individuals does not adequately predict the previously derived algorithm. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.","[[""BMI"", ""not_predictive_of"", ""autoCPAP_pressure""], [""neck_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""waist_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""algorithm"", ""not_adequately_predictive_of"", ""fixed_CPAP_pressure""], [""subjects_without_OSA"", ""generated"", ""high_autoCPAP_pressures""]]","[[""BMI"", ""not_predictive_of"", ""autoCPAP_pressure""], [""neck_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""waist_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""fixed_CPAP_pressure"", ""not_adequately_predicted_by"", ""algorithm""], [""subjects_without_OSA"", ""generated"", ""high_autoCPAP_pressures""]]",0.8946389520477942
195,"In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.","Most students do not encounter all 10 conditions during patient encounters throughout a 4-week EM rotation, although most have exposure to at least eight. Certain conditions are far less likely than others to be encountered, and may need to be taught in a nonclinical setting.","[[""BMI"", ""not_predictive_of"", ""autoCPAP_pressure""], [""neck_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""waist_circumference"", ""not_predictive_of"", ""autoCPAP_pressure""], [""algorithm"", ""does_not_adequately_predict"", ""fixed_CPAP_pressure""], [""subjects_without_OSA"", ""generate"", ""high_autoCPAP_pressures""], [""OSA_severity"", ""correlated_with"", ""autoCPAP_pressure""]]","[[""students"", ""do_not_encounter"", ""all_10_conditions""], [""students"", ""encounter"", ""at_least_eight_conditions""], [""certain_conditions"", ""need_to_be_taught"", ""nonclinical_setting""], [""patient_encounters"", ""occur_during"", ""4-week_EM_rotation""], [""EM_rotation"", ""lasts"", ""4_weeks""]]",0.18501336522092524
196,"Our results indicate that when controlled for patient, tumor, and hospital factors, patients who traveled a long distance to a high-volume center had improved lymph node yield, neoadjuvant chemoradiation receipt, and 30- and 90-day mortality compared with those who traveled a short distance to a low-volume center. They also had improved 5-year survival. See Video Abstract at http://links.lww.com/DCR/A446.","Our consequence indicate that when controlled for individual, tumor, and infirmary component, individuals who traveled a retentive length to a high-bulk center had improved lymph node yield, neoadjuvant chemoradiation receipt, and 30- and 90-day mortality compared with those who traveled a short distance to a low-volume centre. They also had improved 5-year survival. See Video Abstract at http://links.lww.com/DCR/A446.","[[""patients"", ""traveling_to"", ""high-volume_center""], [""high-volume_center"", ""compared_to"", ""low-volume_center""], [""patients"", ""had_improved"", ""lymph_node_yield""], [""patients"", ""had_improved"", ""neoadjuvant_chemoradiation_receipt""], [""patients"", ""had_improved"", ""30-day_mortality""], [""patients"", ""had_improved"", ""90-day_mortality""], [""patients"", ""had_improved"", ""5-year_survival""], [""Video_Abstract"", ""located_at"", ""http://links.lww.com/DCR/A446""]]","[[""individuals"", ""traveling_to"", ""high-bulk_center""], [""high-bulk_center"", ""compared_to"", ""low-volume_centre""], [""individuals"", ""had_improved"", ""lymph_node_yield""], [""individuals"", ""had_improved"", ""neoadjuvant_chemoradiation_receipt""], [""individuals"", ""had_improved"", ""30-day_mortality""], [""individuals"", ""had_improved"", ""90-day_mortality""], [""individuals"", ""had_improved"", ""5-year_survival""], [""Video_Abstract"", ""located_at"", ""http://links.lww.com/DCR/A446""], [""individuals"", ""controlled_for"", ""individual_component""], [""individuals"", ""controlled_for"", ""tumor_component""], [""individuals"", ""controlled_for"", ""infirmary_component""]]",0.8552185527257017
